checkpoint,examples_seen,task,metric,a,b,sum_a,sum_b,denominator,mean_a,mean_b,mean_gap,ci95_low,ci95_high,a_only_better,b_only_better,equal
step-000000,0,coordinate,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,coordinate,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,coordinate,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,coordinate,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,coordinate,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,coordinate,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,coordinate,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,coordinate,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,count,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,count,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,count,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,count,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,count,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,count,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,count,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,count,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,ocr,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,ocr,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,ocr,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,ocr,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,ocr,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,ocr,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,ocr,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,ocr,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,shape,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,shape,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,shape,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,shape,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,shape,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,shape,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,shape,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,shape,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,spatial,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,spatial,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,spatial,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,spatial,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,spatial,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,spatial,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,spatial,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000000,0,spatial,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,overall,sample_accuracy,vision,blind,41.0,0.0,300,0.13666666666666666,0.0,0.13666666666666666,0.11333333333333333,0.165,82,0,218
step-000500,4000,overall,sample_accuracy,vision,blank,41.0,28.5,300,0.13666666666666666,0.095,0.041666666666666664,0.02666666666666667,0.058333333333333334,26,1,273
step-000500,4000,overall,sample_accuracy,vision,same_image,41.0,41.5,300,0.13666666666666666,0.13833333333333334,-0.0016666666666666668,-0.005,0.0,0,1,299
step-000500,4000,overall,sample_accuracy,vision,shuffled_image,41.0,41.5,300,0.13666666666666666,0.13833333333333334,-0.0016666666666666668,-0.006666666666666667,0.0033333333333333335,1,2,297
step-000500,4000,overall,sample_accuracy,vision,patch_permutation,41.0,44.0,300,0.13666666666666666,0.14666666666666667,-0.01,-0.025,0.005,9,15,276
step-000500,4000,overall,sample_accuracy,vision,paired_counterfactual_image,41.0,41.0,300,0.13666666666666666,0.13666666666666666,0.0,0.0,0.0,0,0,300
step-000500,4000,overall,sample_accuracy,vision,background_matched_aux,41.0,43.5,300,0.13666666666666666,0.145,-0.008333333333333333,-0.016666666666666666,-0.0016666666666666668,0,5,295
step-000500,4000,overall,paired_answer_flip_accuracy,vision,blind,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0,0,0,300
step-000500,4000,color,sample_accuracy,vision,blind,6.0,0.0,50,0.12,0.0,0.12,0.06,0.18,12,0,38
step-000500,4000,color,sample_accuracy,vision,blank,6.0,6.5,50,0.12,0.13,-0.01,-0.03,0.0,0,1,49
step-000500,4000,color,sample_accuracy,vision,same_image,6.0,6.5,50,0.12,0.13,-0.01,-0.03,0.0,0,1,49
step-000500,4000,color,sample_accuracy,vision,shuffled_image,6.0,6.5,50,0.12,0.13,-0.01,-0.05,0.02,1,2,47
step-000500,4000,color,sample_accuracy,vision,patch_permutation,6.0,9.5,50,0.12,0.19,-0.07,-0.15,0.02,7,14,29
step-000500,4000,color,sample_accuracy,vision,paired_counterfactual_image,6.0,6.0,50,0.12,0.12,0.0,0.0,0.0,0,0,50
step-000500,4000,color,sample_accuracy,vision,background_matched_aux,6.0,8.5,50,0.12,0.17,-0.05,-0.1,-0.01,0,5,45
step-000500,4000,color,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,coordinate,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,coordinate,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,coordinate,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,coordinate,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,coordinate,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,coordinate,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,coordinate,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,coordinate,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,count,sample_accuracy,vision,blind,5.5,0.0,50,0.11,0.0,0.11,0.05,0.17,11,0,39
step-000500,4000,count,sample_accuracy,vision,blank,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-000500,4000,count,sample_accuracy,vision,same_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-000500,4000,count,sample_accuracy,vision,shuffled_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-000500,4000,count,sample_accuracy,vision,patch_permutation,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-000500,4000,count,sample_accuracy,vision,paired_counterfactual_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-000500,4000,count,sample_accuracy,vision,background_matched_aux,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-000500,4000,count,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,ocr,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,ocr,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,ocr,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,ocr,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,ocr,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,ocr,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,ocr,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,ocr,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,shape,sample_accuracy,vision,blind,13.0,0.0,50,0.26,0.0,0.26,0.19,0.33,26,0,24
step-000500,4000,shape,sample_accuracy,vision,blank,13.0,0.0,50,0.26,0.0,0.26,0.19,0.33,26,0,24
step-000500,4000,shape,sample_accuracy,vision,same_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-000500,4000,shape,sample_accuracy,vision,shuffled_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-000500,4000,shape,sample_accuracy,vision,patch_permutation,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-000500,4000,shape,sample_accuracy,vision,paired_counterfactual_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-000500,4000,shape,sample_accuracy,vision,background_matched_aux,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-000500,4000,shape,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-000500,4000,spatial,sample_accuracy,vision,blind,16.5,0.0,50,0.33,0.0,0.33,0.26,0.39,33,0,17
step-000500,4000,spatial,sample_accuracy,vision,blank,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-000500,4000,spatial,sample_accuracy,vision,same_image,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-000500,4000,spatial,sample_accuracy,vision,shuffled_image,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-000500,4000,spatial,sample_accuracy,vision,patch_permutation,16.5,16.0,50,0.33,0.32,0.01,-0.02,0.04,2,1,47
step-000500,4000,spatial,sample_accuracy,vision,paired_counterfactual_image,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-000500,4000,spatial,sample_accuracy,vision,background_matched_aux,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-000500,4000,spatial,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,overall,sample_accuracy,vision,blind,46.5,0.0,300,0.155,0.0,0.155,0.13,0.18166666666666667,93,0,207
step-001000,8000,overall,sample_accuracy,vision,blank,46.5,41.5,300,0.155,0.13833333333333334,0.016666666666666666,0.0033333333333333335,0.03,14,4,282
step-001000,8000,overall,sample_accuracy,vision,same_image,46.5,43.5,300,0.155,0.145,0.01,0.0033333333333333335,0.018333333333333333,6,0,294
step-001000,8000,overall,sample_accuracy,vision,shuffled_image,46.5,44.0,300,0.155,0.14666666666666667,0.008333333333333333,0.0016666666666666668,0.016666666666666666,5,0,295
step-001000,8000,overall,sample_accuracy,vision,patch_permutation,46.5,44.5,300,0.155,0.14833333333333334,0.006666666666666667,-0.0016666666666666668,0.016666666666666666,6,2,292
step-001000,8000,overall,sample_accuracy,vision,paired_counterfactual_image,46.5,46.5,300,0.155,0.155,0.0,0.0,0.0,0,0,300
step-001000,8000,overall,sample_accuracy,vision,background_matched_aux,46.5,45.0,300,0.155,0.15,0.005,-0.005,0.015,6,3,291
step-001000,8000,overall,paired_answer_flip_accuracy,vision,blind,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0,0,0,300
step-001000,8000,color,sample_accuracy,vision,blind,11.5,0.0,50,0.23,0.0,0.23,0.16,0.3,23,0,27
step-001000,8000,color,sample_accuracy,vision,blank,11.5,6.5,50,0.23,0.13,0.1,0.02,0.18,14,4,32
step-001000,8000,color,sample_accuracy,vision,same_image,11.5,8.5,50,0.23,0.17,0.06,0.02,0.11,6,0,44
step-001000,8000,color,sample_accuracy,vision,shuffled_image,11.5,9.0,50,0.23,0.18,0.05,0.01,0.09,5,0,45
step-001000,8000,color,sample_accuracy,vision,patch_permutation,11.5,8.5,50,0.23,0.17,0.06,0.02,0.11,6,0,44
step-001000,8000,color,sample_accuracy,vision,paired_counterfactual_image,11.5,11.5,50,0.23,0.23,0.0,0.0,0.0,0,0,50
step-001000,8000,color,sample_accuracy,vision,background_matched_aux,11.5,10.0,50,0.23,0.2,0.03,-0.03,0.09,6,3,41
step-001000,8000,color,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,coordinate,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,coordinate,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,coordinate,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,coordinate,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,coordinate,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,coordinate,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,coordinate,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,coordinate,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,count,sample_accuracy,vision,blind,5.5,0.0,50,0.11,0.0,0.11,0.06,0.17,11,0,39
step-001000,8000,count,sample_accuracy,vision,blank,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001000,8000,count,sample_accuracy,vision,same_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001000,8000,count,sample_accuracy,vision,shuffled_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001000,8000,count,sample_accuracy,vision,patch_permutation,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001000,8000,count,sample_accuracy,vision,paired_counterfactual_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001000,8000,count,sample_accuracy,vision,background_matched_aux,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001000,8000,count,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,ocr,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,ocr,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,ocr,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,ocr,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,ocr,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,ocr,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,ocr,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,ocr,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,shape,sample_accuracy,vision,blind,13.0,0.0,50,0.26,0.0,0.26,0.19,0.33,26,0,24
step-001000,8000,shape,sample_accuracy,vision,blank,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-001000,8000,shape,sample_accuracy,vision,same_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-001000,8000,shape,sample_accuracy,vision,shuffled_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-001000,8000,shape,sample_accuracy,vision,patch_permutation,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-001000,8000,shape,sample_accuracy,vision,paired_counterfactual_image,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-001000,8000,shape,sample_accuracy,vision,background_matched_aux,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
step-001000,8000,shape,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001000,8000,spatial,sample_accuracy,vision,blind,16.5,0.0,50,0.33,0.0,0.33,0.26,0.39,33,0,17
step-001000,8000,spatial,sample_accuracy,vision,blank,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-001000,8000,spatial,sample_accuracy,vision,same_image,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-001000,8000,spatial,sample_accuracy,vision,shuffled_image,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-001000,8000,spatial,sample_accuracy,vision,patch_permutation,16.5,17.5,50,0.33,0.35,-0.02,-0.05,0.0,0,2,48
step-001000,8000,spatial,sample_accuracy,vision,paired_counterfactual_image,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-001000,8000,spatial,sample_accuracy,vision,background_matched_aux,16.5,16.5,50,0.33,0.33,0.0,0.0,0.0,0,0,50
step-001000,8000,spatial,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,overall,sample_accuracy,vision,blind,40.5,0.0,300,0.135,0.0,0.135,0.11,0.16166666666666665,81,0,219
step-001500,12000,overall,sample_accuracy,vision,blank,40.5,41.5,300,0.135,0.13833333333333334,-0.0033333333333333335,-0.02,0.013333333333333334,12,14,274
step-001500,12000,overall,sample_accuracy,vision,same_image,40.5,43.5,300,0.135,0.145,-0.01,-0.03166666666666667,0.01,18,24,258
step-001500,12000,overall,sample_accuracy,vision,shuffled_image,40.5,44.0,300,0.135,0.14666666666666667,-0.011666666666666667,-0.02666666666666667,0.005,8,15,277
step-001500,12000,overall,sample_accuracy,vision,patch_permutation,40.5,37.0,300,0.135,0.12333333333333334,0.011666666666666667,-0.015,0.03666666666666667,33,23,244
step-001500,12000,overall,sample_accuracy,vision,paired_counterfactual_image,40.5,40.5,300,0.135,0.135,0.0,0.0,0.0,0,0,300
step-001500,12000,overall,sample_accuracy,vision,background_matched_aux,40.5,44.0,300,0.135,0.14666666666666667,-0.011666666666666667,-0.03,0.005,12,19,269
step-001500,12000,overall,paired_answer_flip_accuracy,vision,blind,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0,0,0,300
step-001500,12000,color,sample_accuracy,vision,blind,11.0,0.0,50,0.22,0.0,0.22,0.15,0.29,22,0,28
step-001500,12000,color,sample_accuracy,vision,blank,11.0,6.5,50,0.22,0.13,0.09,0.02,0.16,12,3,35
step-001500,12000,color,sample_accuracy,vision,same_image,11.0,8.5,50,0.22,0.17,0.05,-0.06,0.16,18,13,19
step-001500,12000,color,sample_accuracy,vision,shuffled_image,11.0,9.0,50,0.22,0.18,0.04,-0.03,0.11,8,4,38
step-001500,12000,color,sample_accuracy,vision,patch_permutation,11.0,10.5,50,0.22,0.21,0.01,-0.09,0.12,13,11,26
step-001500,12000,color,sample_accuracy,vision,paired_counterfactual_image,11.0,11.0,50,0.22,0.22,0.0,0.0,0.0,0,0,50
step-001500,12000,color,sample_accuracy,vision,background_matched_aux,11.0,9.0,50,0.22,0.18,0.04,-0.05,0.13,12,8,30
step-001500,12000,color,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,coordinate,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,coordinate,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,coordinate,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,coordinate,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,coordinate,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,coordinate,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,coordinate,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,coordinate,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,count,sample_accuracy,vision,blind,5.5,0.0,50,0.11,0.0,0.11,0.06,0.17,11,0,39
step-001500,12000,count,sample_accuracy,vision,blank,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001500,12000,count,sample_accuracy,vision,same_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001500,12000,count,sample_accuracy,vision,shuffled_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001500,12000,count,sample_accuracy,vision,patch_permutation,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001500,12000,count,sample_accuracy,vision,paired_counterfactual_image,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001500,12000,count,sample_accuracy,vision,background_matched_aux,5.5,5.5,50,0.11,0.11,0.0,0.0,0.0,0,0,50
step-001500,12000,count,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,ocr,sample_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,ocr,sample_accuracy,vision,blank,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,ocr,sample_accuracy,vision,same_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,ocr,sample_accuracy,vision,shuffled_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,ocr,sample_accuracy,vision,patch_permutation,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,ocr,sample_accuracy,vision,paired_counterfactual_image,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,ocr,sample_accuracy,vision,background_matched_aux,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,ocr,paired_answer_flip_accuracy,vision,blind,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0,0,50
step-001500,12000,shape,sample_accuracy,vision,blind,13.0,0.0,50,0.26,0.0,0.26,0.19,0.33,26,0,24
step-001500,12000,shape,sample_accuracy,vision,blank,13.0,13.0,50,0.26,0.26,0.0,0.0,0.0,0,0,50
