state,kind,adaptation_step,adaptation_examples_seen,interpolation_alpha,condition,task,records,pairs,sample_preference_accuracy,paired_preference_accuracy,mean_correct_margin
anchor-1e-3,projector,100,2400,,paired_counterfactual_image,count,100,50,0.48,0.06,-0.5068750059604645
anchor-1e-3,projector,100,2400,,paired_counterfactual_image,ocr,100,50,0.41,0.0,-0.7153843285015651
anchor-1e-3,projector,100,2400,,paired_counterfactual_image,shape,100,50,0.23,0.0,-6.018437535561389
anchor-1e-3,projector,100,2400,,paired_counterfactual_image,spatial,100,50,0.0,0.0,-3.797425049780868
anchor-1e-3,projector,100,2400,,shuffled_image,overall,600,300,0.48333333333333334,0.14,-0.34132824957653296
anchor-1e-3,projector,100,2400,,shuffled_image,color,100,50,0.52,0.28,0.12312501129694282
anchor-1e-3,projector,100,2400,,shuffled_image,coordinate,100,50,0.54,0.18,0.09266119986772538
anchor-1e-3,projector,100,2400,,shuffled_image,count,100,50,0.45,0.14,-0.02875000685453415
anchor-1e-3,projector,100,2400,,shuffled_image,ocr,100,50,0.5,0.08,-0.018385691937946116
anchor-1e-3,projector,100,2400,,shuffled_image,shape,100,50,0.52,0.16,0.19968745780526662
anchor-1e-3,projector,100,2400,,shuffled_image,spatial,100,50,0.37,0.0,-2.4163074676366523
anchor-1e-4,projector,100,2400,,vision,overall,600,300,0.74,0.49666666666666665,2.4203644022299793
anchor-1e-4,projector,100,2400,,vision,color,100,50,0.85,0.7,3.0681249632500114
anchor-1e-4,projector,100,2400,,vision,coordinate,100,50,0.74,0.48,1.3144805228710175
anchor-1e-4,projector,100,2400,,vision,count,100,50,0.53,0.16,0.405625002682209
anchor-1e-4,projector,100,2400,,vision,ocr,100,50,0.61,0.22,0.7212211199715024
anchor-1e-4,projector,100,2400,,vision,shape,100,50,0.71,0.42,5.27593748469837
anchor-1e-4,projector,100,2400,,vision,spatial,100,50,1.0,1.0,3.736797319906764
anchor-1e-4,projector,100,2400,,paired_counterfactual_image,overall,600,300,0.25666666666666665,0.01,-2.4203644022299793
anchor-1e-4,projector,100,2400,,paired_counterfactual_image,color,100,50,0.15,0.0,-3.0681249632500114
anchor-1e-4,projector,100,2400,,paired_counterfactual_image,coordinate,100,50,0.26,0.0,-1.3144805228710175
anchor-1e-4,projector,100,2400,,paired_counterfactual_image,count,100,50,0.45,0.06,-0.405625002682209
anchor-1e-4,projector,100,2400,,paired_counterfactual_image,ocr,100,50,0.39,0.0,-0.7212211199715024
anchor-1e-4,projector,100,2400,,paired_counterfactual_image,shape,100,50,0.29,0.0,-5.27593748469837
anchor-1e-4,projector,100,2400,,paired_counterfactual_image,spatial,100,50,0.0,0.0,-3.736797319906764
anchor-1e-4,projector,100,2400,,shuffled_image,overall,600,300,0.4666666666666667,0.14333333333333334,-0.30785921118939147
anchor-1e-4,projector,100,2400,,shuffled_image,color,100,50,0.51,0.28,-0.04375003039836883
anchor-1e-4,projector,100,2400,,shuffled_image,coordinate,100,50,0.55,0.18,0.14081960827112197
anchor-1e-4,projector,100,2400,,shuffled_image,count,100,50,0.47,0.18,-0.010624996721744537
anchor-1e-4,projector,100,2400,,shuffled_image,ocr,100,50,0.51,0.1,-0.016408061754135908
anchor-1e-4,projector,100,2400,,shuffled_image,shape,100,50,0.51,0.12,0.4834374561160803
anchor-1e-4,projector,100,2400,,shuffled_image,spatial,100,50,0.25,0.0,-2.400629242649302
resume-control,projector,100,2400,,vision,overall,600,300,0.75,0.5166666666666667,2.5322879816515433
resume-control,projector,100,2400,,vision,color,100,50,0.87,0.74,3.600000024421606
resume-control,projector,100,2400,,vision,coordinate,100,50,0.77,0.54,1.5377499413490296
resume-control,projector,100,2400,,vision,count,100,50,0.51,0.12,0.35125000417232516
resume-control,projector,100,2400,,vision,ocr,100,50,0.61,0.22,0.7732174833842685
resume-control,projector,100,2400,,vision,shape,100,50,0.74,0.48,4.946562510877848
resume-control,projector,100,2400,,vision,spatial,100,50,1.0,1.0,3.984947925704182
resume-control,projector,100,2400,,paired_counterfactual_image,overall,600,300,0.245,0.016666666666666666,-2.5322879816515433
resume-control,projector,100,2400,,paired_counterfactual_image,color,100,50,0.11,0.0,-3.600000024421606
resume-control,projector,100,2400,,paired_counterfactual_image,coordinate,100,50,0.23,0.0,-1.5377499413490296
resume-control,projector,100,2400,,paired_counterfactual_image,count,100,50,0.48,0.1,-0.35125000417232516
resume-control,projector,100,2400,,paired_counterfactual_image,ocr,100,50,0.39,0.0,-0.7732174833842685
resume-control,projector,100,2400,,paired_counterfactual_image,shape,100,50,0.26,0.0,-4.946562510877848
resume-control,projector,100,2400,,paired_counterfactual_image,spatial,100,50,0.0,0.0,-3.984947925704182
resume-control,projector,100,2400,,shuffled_image,overall,600,300,0.44166666666666665,0.14666666666666667,-0.30473046509010276
resume-control,projector,100,2400,,shuffled_image,color,100,50,0.51,0.28,0.009999985098838806
resume-control,projector,100,2400,,shuffled_image,coordinate,100,50,0.52,0.16,0.10555765390396118
resume-control,projector,100,2400,,shuffled_image,count,100,50,0.45,0.16,-0.039999998658895496
resume-control,projector,100,2400,,shuffled_image,ocr,100,50,0.52,0.12,-0.01788814179102578
resume-control,projector,100,2400,,shuffled_image,shape,100,50,0.52,0.16,0.41281252628192305
resume-control,projector,100,2400,,shuffled_image,spatial,100,50,0.13,0.0,-2.2988648153754183
