modality,state,condition,task,metric,pairs,mean
preference,exchange-step50,paired_counterfactual_image,count,sample_preference,200,0.285
preference,exchange-step50,paired_counterfactual_image,count,mean_margin,200,-0.3317187450826168
preference,exchange-step50,paired_counterfactual_image,ocr,paired_preference,200,0.005
preference,exchange-step50,paired_counterfactual_image,ocr,sample_preference,200,0.425
preference,exchange-step50,paired_counterfactual_image,ocr,mean_margin,200,-0.5105445665291378
preference,exchange-step50,paired_counterfactual_image,shape,paired_preference,200,0.0
preference,exchange-step50,paired_counterfactual_image,shape,sample_preference,200,0.12
preference,exchange-step50,paired_counterfactual_image,shape,mean_margin,200,-6.109453103743144
preference,exchange-step50,paired_counterfactual_image,spatial,paired_preference,200,0.0
preference,exchange-step50,paired_counterfactual_image,spatial,sample_preference,200,0.125
preference,exchange-step50,paired_counterfactual_image,spatial,mean_margin,200,-0.9596427157521248
preference,exchange-step50,shuffled_image,overall,paired_preference,1200,0.11416666666666667
preference,exchange-step50,shuffled_image,overall,sample_preference,1200,0.42625
preference,exchange-step50,shuffled_image,overall,mean_margin,1200,-0.21532882158500272
preference,exchange-step50,shuffled_image,color,paired_preference,200,0.16
preference,exchange-step50,shuffled_image,color,sample_preference,200,0.4575
preference,exchange-step50,shuffled_image,color,mean_margin,200,-0.03375000894069671
preference,exchange-step50,shuffled_image,coordinate,paired_preference,200,0.09
preference,exchange-step50,shuffled_image,coordinate,sample_preference,200,0.5125
preference,exchange-step50,shuffled_image,coordinate,mean_margin,200,-0.004405829161405563
preference,exchange-step50,shuffled_image,count,paired_preference,200,0.165
preference,exchange-step50,shuffled_image,count,sample_preference,200,0.4625
preference,exchange-step50,shuffled_image,count,mean_margin,200,-0.023750002682209014
preference,exchange-step50,shuffled_image,ocr,paired_preference,200,0.08
preference,exchange-step50,shuffled_image,ocr,sample_preference,200,0.5175
preference,exchange-step50,shuffled_image,ocr,mean_margin,200,0.02022860912481945
preference,exchange-step50,shuffled_image,shape,paired_preference,200,0.19
preference,exchange-step50,shuffled_image,shape,sample_preference,200,0.4825
preference,exchange-step50,shuffled_image,shape,mean_margin,200,-0.532421865639626
preference,exchange-step50,shuffled_image,spatial,paired_preference,200,0.0
preference,exchange-step50,shuffled_image,spatial,sample_preference,200,0.125
preference,exchange-step50,shuffled_image,spatial,mean_margin,200,-0.7178738322108984
preference,exchange-step50,vision,overall,paired_preference,1200,0.5116666666666667
preference,exchange-step50,vision,overall,sample_preference,1200,0.7520833333333333
preference,exchange-step50,vision,overall,mean_margin,1200,1.7913725143226968
preference,exchange-step50,vision,color,paired_preference,200,0.635
preference,exchange-step50,vision,color,sample_preference,200,0.8175
preference,exchange-step50,vision,color,mean_margin,200,2.14906249884516
preference,exchange-step50,vision,coordinate,paired_preference,200,0.415
preference,exchange-step50,vision,coordinate,sample_preference,200,0.7075
preference,exchange-step50,vision,coordinate,mean_margin,200,0.6878134559839963
preference,exchange-step50,vision,count,paired_preference,200,0.38
preference,exchange-step50,vision,count,sample_preference,200,0.67
preference,exchange-step50,vision,count,mean_margin,200,0.3317187450826168
preference,exchange-step50,vision,ocr,paired_preference,200,0.155
preference,exchange-step50,vision,ocr,sample_preference,200,0.575
preference,exchange-step50,vision,ocr,mean_margin,200,0.5105445665291378
preference,exchange-step50,vision,shape,paired_preference,200,0.735
preference,exchange-step50,vision,shape,sample_preference,200,0.8675
preference,exchange-step50,vision,shape,mean_margin,200,6.109453103743144
preference,exchange-step50,vision,spatial,paired_preference,200,0.75
preference,exchange-step50,vision,spatial,sample_preference,200,0.875
preference,exchange-step50,vision,spatial,mean_margin,200,0.9596427157521248
preference,fixed-step100,paired_counterfactual_image,overall,paired_preference,1200,0.0033333333333333335
preference,fixed-step100,paired_counterfactual_image,overall,sample_preference,1200,0.18666666666666668
preference,fixed-step100,paired_counterfactual_image,overall,mean_margin,1200,-2.4513708940701893
preference,fixed-step100,paired_counterfactual_image,color,paired_preference,200,0.0
preference,fixed-step100,paired_counterfactual_image,color,sample_preference,200,0.05
preference,fixed-step100,paired_counterfactual_image,color,mean_margin,200,-3.7989062636502786
preference,fixed-step100,paired_counterfactual_image,coordinate,paired_preference,200,0.0
preference,fixed-step100,paired_counterfactual_image,coordinate,sample_preference,200,0.2275
preference,fixed-step100,paired_counterfactual_image,coordinate,mean_margin,200,-1.2768476480618118
preference,fixed-step100,paired_counterfactual_image,count,paired_preference,200,0.01
preference,fixed-step100,paired_counterfactual_image,count,sample_preference,200,0.2125
preference,fixed-step100,paired_counterfactual_image,count,mean_margin,200,-0.6673437459766864
preference,fixed-step100,paired_counterfactual_image,ocr,paired_preference,200,0.01
preference,fixed-step100,paired_counterfactual_image,ocr,sample_preference,200,0.4075
preference,fixed-step100,paired_counterfactual_image,ocr,mean_margin,200,-0.6666954078220186
preference,fixed-step100,paired_counterfactual_image,shape,paired_preference,200,0.0
preference,fixed-step100,paired_counterfactual_image,shape,sample_preference,200,0.2225
preference,fixed-step100,paired_counterfactual_image,shape,mean_margin,200,-4.936015571471071
preference,fixed-step100,paired_counterfactual_image,spatial,paired_preference,200,0.0
preference,fixed-step100,paired_counterfactual_image,spatial,sample_preference,200,0.0
preference,fixed-step100,paired_counterfactual_image,spatial,mean_margin,200,-3.3624167274392676
preference,fixed-step100,shuffled_image,overall,paired_preference,1200,0.13166666666666665
preference,fixed-step100,shuffled_image,overall,sample_preference,1200,0.4533333333333333
preference,fixed-step100,shuffled_image,overall,mean_margin,1200,-0.3887984997267642
preference,fixed-step100,shuffled_image,color,paired_preference,200,0.26
preference,fixed-step100,shuffled_image,color,sample_preference,200,0.5025
preference,fixed-step100,shuffled_image,color,mean_margin,200,-0.0992187463096343
preference,fixed-step100,shuffled_image,coordinate,paired_preference,200,0.13
preference,fixed-step100,shuffled_image,coordinate,sample_preference,200,0.5125
preference,fixed-step100,shuffled_image,coordinate,mean_margin,200,-0.002780013270676136
preference,fixed-step100,shuffled_image,count,paired_preference,200,0.16
preference,fixed-step100,shuffled_image,count,sample_preference,200,0.4575
preference,fixed-step100,shuffled_image,count,mean_margin,200,-0.05046875275671482
preference,fixed-step100,shuffled_image,ocr,paired_preference,200,0.08
preference,fixed-step100,shuffled_image,ocr,sample_preference,200,0.5025
preference,fixed-step100,shuffled_image,ocr,mean_margin,200,0.03359315511726197
preference,fixed-step100,shuffled_image,shape,paired_preference,200,0.16
preference,fixed-step100,shuffled_image,shape,sample_preference,200,0.495
preference,fixed-step100,shuffled_image,shape,mean_margin,200,-0.3696093726658728
preference,fixed-step100,shuffled_image,spatial,paired_preference,200,0.0
preference,fixed-step100,shuffled_image,spatial,sample_preference,200,0.25
preference,fixed-step100,shuffled_image,spatial,mean_margin,200,-1.8443072684749495
preference,fixed-step100,vision,overall,paired_preference,1200,0.5983333333333334
preference,fixed-step100,vision,overall,sample_preference,1200,0.7970833333333334
preference,fixed-step100,vision,overall,mean_margin,1200,2.4513708940701893
preference,fixed-step100,vision,color,paired_preference,200,0.805
preference,fixed-step100,vision,color,sample_preference,200,0.9025
preference,fixed-step100,vision,color,mean_margin,200,3.7989062636502786
preference,fixed-step100,vision,coordinate,paired_preference,200,0.545
preference,fixed-step100,vision,coordinate,sample_preference,200,0.7725
preference,fixed-step100,vision,coordinate,mean_margin,200,1.2768476480618118
preference,fixed-step100,vision,count,paired_preference,200,0.49
preference,fixed-step100,vision,count,sample_preference,200,0.7375
preference,fixed-step100,vision,count,mean_margin,200,0.6673437459766864
preference,fixed-step100,vision,ocr,paired_preference,200,0.195
preference,fixed-step100,vision,ocr,sample_preference,200,0.5925
preference,fixed-step100,vision,ocr,mean_margin,200,0.6666954078220186
preference,fixed-step100,vision,shape,paired_preference,200,0.555
preference,fixed-step100,vision,shape,sample_preference,200,0.7775
preference,fixed-step100,vision,shape,mean_margin,200,4.936015571471071
preference,fixed-step100,vision,spatial,paired_preference,200,1.0
preference,fixed-step100,vision,spatial,sample_preference,200,1.0
preference,fixed-step100,vision,spatial,mean_margin,200,3.3624167274392676
preference,fixed-step75,paired_counterfactual_image,overall,paired_preference,1200,0.015
preference,fixed-step75,paired_counterfactual_image,overall,sample_preference,1200,0.26375
preference,fixed-step75,paired_counterfactual_image,overall,mean_margin,1200,-2.119389842176551
preference,fixed-step75,paired_counterfactual_image,color,paired_preference,200,0.0
preference,fixed-step75,paired_counterfactual_image,color,sample_preference,200,0.1075
preference,fixed-step75,paired_counterfactual_image,color,mean_margin,200,-2.9789062744076364
preference,fixed-step75,paired_counterfactual_image,coordinate,paired_preference,200,0.0
preference,fixed-step75,paired_counterfactual_image,coordinate,sample_preference,200,0.215
preference,fixed-step75,paired_counterfactual_image,coordinate,mean_margin,200,-0.9994291562587023
preference,fixed-step75,paired_counterfactual_image,count,paired_preference,200,0.09
preference,fixed-step75,paired_counterfactual_image,count,sample_preference,200,0.49
preference,fixed-step75,paired_counterfactual_image,count,mean_margin,200,-0.21874999977648257
preference,fixed-step75,paired_counterfactual_image,ocr,paired_preference,200,0.0
preference,fixed-step75,paired_counterfactual_image,ocr,sample_preference,200,0.4125
preference,fixed-step75,paired_counterfactual_image,ocr,mean_margin,200,-0.5983682720263799
preference,fixed-step75,paired_counterfactual_image,shape,paired_preference,200,0.0
preference,fixed-step75,paired_counterfactual_image,shape,sample_preference,200,0.2325
preference,fixed-step75,paired_counterfactual_image,shape,mean_margin,200,-5.662812542496249
preference,fixed-step75,paired_counterfactual_image,spatial,paired_preference,200,0.0
preference,fixed-step75,paired_counterfactual_image,spatial,sample_preference,200,0.125
preference,fixed-step75,paired_counterfactual_image,spatial,mean_margin,200,-2.258072808093857
preference,fixed-step75,shuffled_image,overall,paired_preference,1200,0.12416666666666666
preference,fixed-step75,shuffled_image,overall,sample_preference,1200,0.45416666666666666
preference,fixed-step75,shuffled_image,overall,mean_margin,1200,-0.3409950754730186
preference,fixed-step75,shuffled_image,color,paired_preference,200,0.26
preference,fixed-step75,shuffled_image,color,sample_preference,200,0.5025
preference,fixed-step75,shuffled_image,color,mean_margin,200,-0.04546875744126737
preference,fixed-step75,shuffled_image,coordinate,paired_preference,200,0.105
preference,fixed-step75,shuffled_image,coordinate,sample_preference,200,0.52
preference,fixed-step75,shuffled_image,coordinate,mean_margin,200,0.006008246913552284
preference,fixed-step75,shuffled_image,count,paired_preference,200,0.135
preference,fixed-step75,shuffled_image,count,sample_preference,200,0.455
preference,fixed-step75,shuffled_image,count,mean_margin,200,-0.03171875320374966
preference,fixed-step75,shuffled_image,ocr,paired_preference,200,0.09
preference,fixed-step75,shuffled_image,ocr,sample_preference,200,0.5125
preference,fixed-step75,shuffled_image,ocr,mean_margin,200,0.024686352491378797
preference,fixed-step75,shuffled_image,shape,paired_preference,200,0.155
preference,fixed-step75,shuffled_image,shape,sample_preference,200,0.485
preference,fixed-step75,shuffled_image,shape,mean_margin,200,-0.38117185595910996
preference,fixed-step75,shuffled_image,spatial,paired_preference,200,0.0
preference,fixed-step75,shuffled_image,spatial,sample_preference,200,0.25
preference,fixed-step75,shuffled_image,spatial,mean_margin,200,-1.6183056856389157
preference,fixed-step75,vision,overall,paired_preference,1200,0.47583333333333333
preference,fixed-step75,vision,overall,sample_preference,1200,0.7295833333333334
preference,fixed-step75,vision,overall,mean_margin,1200,2.119389842176551
preference,fixed-step75,vision,color,paired_preference,200,0.75
preference,fixed-step75,vision,color,sample_preference,200,0.875
preference,fixed-step75,vision,color,mean_margin,200,2.9789062744076364
preference,fixed-step75,vision,coordinate,paired_preference,200,0.57
preference,fixed-step75,vision,coordinate,sample_preference,200,0.785
preference,fixed-step75,vision,coordinate,mean_margin,200,0.9994291562587023
preference,fixed-step75,vision,count,paired_preference,200,0.075
preference,fixed-step75,vision,count,sample_preference,200,0.4875
preference,fixed-step75,vision,count,mean_margin,200,0.21874999977648257
preference,fixed-step75,vision,ocr,paired_preference,200,0.175
preference,fixed-step75,vision,ocr,sample_preference,200,0.5875
preference,fixed-step75,vision,ocr,mean_margin,200,0.5983682720263799
preference,fixed-step75,vision,shape,paired_preference,200,0.535
preference,fixed-step75,vision,shape,sample_preference,200,0.7675
preference,fixed-step75,vision,shape,mean_margin,200,5.662812542496249
preference,fixed-step75,vision,spatial,paired_preference,200,0.75
preference,fixed-step75,vision,spatial,sample_preference,200,0.875
preference,fixed-step75,vision,spatial,mean_margin,200,2.258072808093857
preference,ordinary-step100,paired_counterfactual_image,overall,paired_preference,1200,0.0125
preference,ordinary-step100,paired_counterfactual_image,overall,sample_preference,1200,0.24791666666666667
preference,ordinary-step100,paired_counterfactual_image,overall,mean_margin,1200,-2.488188296928481
preference,ordinary-step100,paired_counterfactual_image,color,paired_preference,200,0.0
preference,ordinary-step100,paired_counterfactual_image,color,sample_preference,200,0.1225
preference,ordinary-step100,paired_counterfactual_image,color,mean_margin,200,-3.6750000094616553
preference,ordinary-step100,paired_counterfactual_image,coordinate,paired_preference,200,0.0
preference,ordinary-step100,paired_counterfactual_image,coordinate,sample_preference,200,0.2125
preference,ordinary-step100,paired_counterfactual_image,coordinate,mean_margin,200,-1.4868434239178896
preference,ordinary-step100,paired_counterfactual_image,count,paired_preference,200,0.07
preference,ordinary-step100,paired_counterfactual_image,count,sample_preference,200,0.4775
preference,ordinary-step100,paired_counterfactual_image,count,mean_margin,200,-0.31187500443309546
preference,ordinary-step100,paired_counterfactual_image,ocr,paired_preference,200,0.005
preference,ordinary-step100,paired_counterfactual_image,ocr,sample_preference,200,0.3925
preference,ordinary-step100,paired_counterfactual_image,ocr,mean_margin,200,-0.669762419184049
preference,ordinary-step100,paired_counterfactual_image,shape,paired_preference,200,0.0
preference,ordinary-step100,paired_counterfactual_image,shape,sample_preference,200,0.2825
preference,ordinary-step100,paired_counterfactual_image,shape,mean_margin,200,-4.828671916743624
preference,ordinary-step100,paired_counterfactual_image,spatial,paired_preference,200,0.0
preference,ordinary-step100,paired_counterfactual_image,spatial,sample_preference,200,0.0
preference,ordinary-step100,paired_counterfactual_image,spatial,mean_margin,200,-3.9569770078305737
preference,ordinary-step100,shuffled_image,overall,paired_preference,1200,0.12583333333333332
preference,ordinary-step100,shuffled_image,overall,sample_preference,1200,0.43333333333333335
preference,ordinary-step100,shuffled_image,overall,mean_margin,1200,-0.46406210699434797
preference,ordinary-step100,shuffled_image,color,paired_preference,200,0.24
preference,ordinary-step100,shuffled_image,color,sample_preference,200,0.4925
preference,ordinary-step100,shuffled_image,color,mean_margin,200,-0.12234374823747203
preference,ordinary-step100,shuffled_image,coordinate,paired_preference,200,0.125
preference,ordinary-step100,shuffled_image,coordinate,sample_preference,200,0.505
preference,ordinary-step100,shuffled_image,coordinate,mean_margin,200,-0.003136185109615326
preference,ordinary-step100,shuffled_image,count,paired_preference,200,0.165
preference,ordinary-step100,shuffled_image,count,sample_preference,200,0.4675
preference,ordinary-step100,shuffled_image,count,mean_margin,200,-0.05640625063329935
preference,ordinary-step100,shuffled_image,ocr,paired_preference,200,0.11
preference,ordinary-step100,shuffled_image,ocr,sample_preference,200,0.5175
preference,ordinary-step100,shuffled_image,ocr,mean_margin,200,0.026825853977884572
preference,ordinary-step100,shuffled_image,shape,paired_preference,200,0.115
preference,ordinary-step100,shuffled_image,shape,sample_preference,200,0.4925
preference,ordinary-step100,shuffled_image,shape,mean_margin,200,-0.31539062927418854
preference,ordinary-step100,shuffled_image,spatial,paired_preference,200,0.0
preference,ordinary-step100,shuffled_image,spatial,sample_preference,200,0.125
preference,ordinary-step100,shuffled_image,spatial,mean_margin,200,-2.313921682689397
preference,ordinary-step100,vision,overall,paired_preference,1200,0.5108333333333334
preference,ordinary-step100,vision,overall,sample_preference,1200,0.7491666666666666
preference,ordinary-step100,vision,overall,mean_margin,1200,2.488188296928481
preference,ordinary-step100,vision,color,paired_preference,200,0.735
preference,ordinary-step100,vision,color,sample_preference,200,0.8675
preference,ordinary-step100,vision,color,mean_margin,200,3.6750000094616553
preference,ordinary-step100,vision,coordinate,paired_preference,200,0.575
preference,ordinary-step100,vision,coordinate,sample_preference,200,0.7875
preference,ordinary-step100,vision,coordinate,mean_margin,200,1.4868434239178896
preference,ordinary-step100,vision,count,paired_preference,200,0.1
preference,ordinary-step100,vision,count,sample_preference,200,0.515
preference,ordinary-step100,vision,count,mean_margin,200,0.31187500443309546
preference,ordinary-step100,vision,ocr,paired_preference,200,0.22
preference,ordinary-step100,vision,ocr,sample_preference,200,0.6075
preference,ordinary-step100,vision,ocr,mean_margin,200,0.669762419184049
preference,ordinary-step100,vision,shape,paired_preference,200,0.435
preference,ordinary-step100,vision,shape,sample_preference,200,0.7175
preference,ordinary-step100,vision,shape,mean_margin,200,4.828671916743624
preference,ordinary-step100,vision,spatial,paired_preference,200,1.0
preference,ordinary-step100,vision,spatial,sample_preference,200,1.0
preference,ordinary-step100,vision,spatial,mean_margin,200,3.9569770078305737
preference,ordinary-step75,paired_counterfactual_image,overall,paired_preference,1200,0.015
preference,ordinary-step75,paired_counterfactual_image,overall,sample_preference,1200,0.22416666666666665
preference,ordinary-step75,paired_counterfactual_image,overall,mean_margin,1200,-2.2061895300857315
preference,ordinary-step75,paired_counterfactual_image,color,paired_preference,200,0.0
preference,ordinary-step75,paired_counterfactual_image,color,sample_preference,200,0.0725
preference,ordinary-step75,paired_counterfactual_image,color,mean_margin,200,-3.2320312727335843
preference,ordinary-step75,paired_counterfactual_image,coordinate,paired_preference,200,0.0
preference,ordinary-step75,paired_counterfactual_image,coordinate,sample_preference,200,0.245
preference,ordinary-step75,paired_counterfactual_image,coordinate,mean_margin,200,-0.8263618974387645
preference,ordinary-step75,paired_counterfactual_image,count,paired_preference,200,0.09
preference,ordinary-step75,paired_counterfactual_image,count,sample_preference,200,0.4725
preference,ordinary-step75,paired_counterfactual_image,count,mean_margin,200,-0.23171874180436133
preference,ordinary-step75,paired_counterfactual_image,ocr,paired_preference,200,0.0
preference,ordinary-step75,paired_counterfactual_image,ocr,sample_preference,200,0.405
preference,ordinary-step75,paired_counterfactual_image,ocr,mean_margin,200,-0.580852004244214
preference,ordinary-step75,paired_counterfactual_image,shape,paired_preference,200,0.0
preference,ordinary-step75,paired_counterfactual_image,shape,sample_preference,200,0.15
preference,ordinary-step75,paired_counterfactual_image,shape,mean_margin,200,-6.147929692945909
preference,ordinary-step75,paired_counterfactual_image,spatial,paired_preference,200,0.0
preference,ordinary-step75,paired_counterfactual_image,spatial,sample_preference,200,0.0
preference,ordinary-step75,paired_counterfactual_image,spatial,mean_margin,200,-2.218243571347557
preference,ordinary-step75,shuffled_image,overall,paired_preference,1200,0.115
preference,ordinary-step75,shuffled_image,overall,sample_preference,1200,0.4475
preference,ordinary-step75,shuffled_image,overall,mean_margin,1200,-0.3208221752205531
preference,ordinary-step75,shuffled_image,color,paired_preference,200,0.215
preference,ordinary-step75,shuffled_image,color,sample_preference,200,0.495
preference,ordinary-step75,shuffled_image,color,mean_margin,200,-0.04078124526888132
preference,ordinary-step75,shuffled_image,coordinate,paired_preference,200,0.105
preference,ordinary-step75,shuffled_image,coordinate,sample_preference,200,0.52
preference,ordinary-step75,shuffled_image,coordinate,mean_margin,200,0.002666574269533157
preference,ordinary-step75,shuffled_image,count,paired_preference,200,0.145
preference,ordinary-step75,shuffled_image,count,sample_preference,200,0.45
preference,ordinary-step75,shuffled_image,count,mean_margin,200,-0.030781245008111
preference,ordinary-step75,shuffled_image,ocr,paired_preference,200,0.07
preference,ordinary-step75,shuffled_image,ocr,sample_preference,200,0.5025
preference,ordinary-step75,shuffled_image,ocr,mean_margin,200,0.025819056613104702
preference,ordinary-step75,shuffled_image,shape,paired_preference,200,0.155
preference,ordinary-step75,shuffled_image,shape,sample_preference,200,0.4675
preference,ordinary-step75,shuffled_image,shape,mean_margin,200,-0.42613279042067004
preference,ordinary-step75,shuffled_image,spatial,paired_preference,200,0.0
preference,ordinary-step75,shuffled_image,spatial,sample_preference,200,0.25
preference,ordinary-step75,shuffled_image,spatial,mean_margin,200,-1.455723401508294
preference,ordinary-step75,vision,overall,paired_preference,1200,0.5516666666666666
preference,ordinary-step75,vision,overall,sample_preference,1200,0.7675
preference,ordinary-step75,vision,overall,mean_margin,1200,2.2061895300857315
preference,ordinary-step75,vision,color,paired_preference,200,0.835
preference,ordinary-step75,vision,color,sample_preference,200,0.9175
preference,ordinary-step75,vision,color,mean_margin,200,3.2320312727335843
preference,ordinary-step75,vision,coordinate,paired_preference,200,0.51
preference,ordinary-step75,vision,coordinate,sample_preference,200,0.755
preference,ordinary-step75,vision,coordinate,mean_margin,200,0.8263618974387645
preference,ordinary-step75,vision,count,paired_preference,200,0.075
preference,ordinary-step75,vision,count,sample_preference,200,0.4875
preference,ordinary-step75,vision,count,mean_margin,200,0.23171874180436133
preference,ordinary-step75,vision,ocr,paired_preference,200,0.19
preference,ordinary-step75,vision,ocr,sample_preference,200,0.595
preference,ordinary-step75,vision,ocr,mean_margin,200,0.580852004244214
preference,ordinary-step75,vision,shape,paired_preference,200,0.7
preference,ordinary-step75,vision,shape,sample_preference,200,0.85
preference,ordinary-step75,vision,shape,mean_margin,200,6.147929692945909
preference,ordinary-step75,vision,spatial,paired_preference,200,1.0
preference,ordinary-step75,vision,spatial,sample_preference,200,1.0
preference,ordinary-step75,vision,spatial,mean_margin,200,2.218243571347557
preference,triggered-step100,paired_counterfactual_image,overall,paired_preference,1200,0.0025
preference,triggered-step100,paired_counterfactual_image,overall,sample_preference,1200,0.23041666666666666
preference,triggered-step100,paired_counterfactual_image,overall,mean_margin,1200,-2.7315018966653106
preference,triggered-step100,paired_counterfactual_image,color,paired_preference,200,0.0
preference,triggered-step100,paired_counterfactual_image,color,sample_preference,200,0.1425
preference,triggered-step100,paired_counterfactual_image,color,mean_margin,200,-4.131093692754511
preference,triggered-step100,paired_counterfactual_image,coordinate,paired_preference,200,0.0
preference,triggered-step100,paired_counterfactual_image,coordinate,sample_preference,200,0.175
preference,triggered-step100,paired_counterfactual_image,coordinate,mean_margin,200,-1.6013653970137238
preference,triggered-step100,paired_counterfactual_image,count,paired_preference,200,0.015
preference,triggered-step100,paired_counterfactual_image,count,sample_preference,200,0.36
preference,triggered-step100,paired_counterfactual_image,count,mean_margin,200,-0.7746874987939373
preference,triggered-step100,paired_counterfactual_image,ocr,paired_preference,200,0.0
preference,triggered-step100,paired_counterfactual_image,ocr,sample_preference,200,0.4225
preference,triggered-step100,paired_counterfactual_image,ocr,mean_margin,200,-0.654879626938275
preference,triggered-step100,paired_counterfactual_image,shape,paired_preference,200,0.0
preference,triggered-step100,paired_counterfactual_image,shape,sample_preference,200,0.2825
preference,triggered-step100,paired_counterfactual_image,shape,mean_margin,200,-5.025468764560137
preference,triggered-step100,paired_counterfactual_image,spatial,paired_preference,200,0.0
