checkpoint,optimizer_steps,examples_seen,condition,task,accuracy_numerator,accuracy_denominator,accuracy,paired_numerator,paired_denominator,paired_accuracy,answer_flip_numerator,answer_flip_denominator,answer_flip_accuracy,prediction_flip_rate
balanced-projector-step25,1525,12600,vision,color,13,100,0.13,0,50,0.0,0,50,0.0,0.06
balanced-projector-step25,1525,12600,vision,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,vision,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,vision,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,vision,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,vision,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,blind,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.0
balanced-projector-step25,1525,12600,blind,color,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,blind,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,blind,count,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,blind,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,blind,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,blind,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,shuffled_image,overall,83,600,0.13833333333333334,0,300,0.0,0,300,0.0,0.02
balanced-projector-step25,1525,12600,shuffled_image,color,13,100,0.13,0,50,0.0,0,50,0.0,0.08
balanced-projector-step25,1525,12600,shuffled_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,shuffled_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,shuffled_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.04
balanced-projector-step25,1525,12600,shuffled_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,shuffled_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,paired_counterfactual_image,overall,83,600,0.13833333333333334,0,300,0.0,0,300,0.0,0.01
balanced-projector-step25,1525,12600,paired_counterfactual_image,color,13,100,0.13,0,50,0.0,0,50,0.0,0.06
balanced-projector-step25,1525,12600,paired_counterfactual_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,paired_counterfactual_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,paired_counterfactual_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,paired_counterfactual_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,paired_counterfactual_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,background_matched_aux,overall,83,600,0.13833333333333334,0,300,0.0,0,300,0.0,0.0
balanced-projector-step25,1525,12600,background_matched_aux,color,13,100,0.13,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,background_matched_aux,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,background_matched_aux,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,background_matched_aux,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,background_matched_aux,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
balanced-projector-step25,1525,12600,background_matched_aux,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,vision,overall,135,600,0.225,10,300,0.03333333333333333,10,300,0.03333333333333333,0.13333333333333333
balanced-projector-step50,1550,13200,vision,color,22,100,0.22,2,50,0.04,2,50,0.04,0.28
balanced-projector-step50,1550,13200,vision,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,vision,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,vision,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,vision,shape,52,100,0.52,8,50,0.16,8,50,0.16,0.52
balanced-projector-step50,1550,13200,vision,spatial,50,100,0.5,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,blind,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.0
balanced-projector-step50,1550,13200,blind,color,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,blind,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,blind,count,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,blind,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,blind,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,blind,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,shuffled_image,overall,106,600,0.17666666666666667,12,300,0.04,12,300,0.04,0.16
balanced-projector-step50,1550,13200,shuffled_image,color,12,100,0.12,1,50,0.02,1,50,0.02,0.3
balanced-projector-step50,1550,13200,shuffled_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,shuffled_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,shuffled_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,shuffled_image,shape,22,100,0.22,0,50,0.0,0,50,0.0,0.44
balanced-projector-step50,1550,13200,shuffled_image,spatial,61,100,0.61,11,50,0.22,11,50,0.22,0.22
balanced-projector-step50,1550,13200,paired_counterfactual_image,overall,135,600,0.225,10,300,0.03333333333333333,10,300,0.03333333333333333,0.13333333333333333
balanced-projector-step50,1550,13200,paired_counterfactual_image,color,22,100,0.22,2,50,0.04,2,50,0.04,0.28
balanced-projector-step50,1550,13200,paired_counterfactual_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,paired_counterfactual_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,paired_counterfactual_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,paired_counterfactual_image,shape,52,100,0.52,8,50,0.16,8,50,0.16,0.52
balanced-projector-step50,1550,13200,paired_counterfactual_image,spatial,50,100,0.5,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,background_matched_aux,overall,125,600,0.20833333333333334,15,300,0.05,15,300,0.05,0.17333333333333334
balanced-projector-step50,1550,13200,background_matched_aux,color,22,100,0.22,2,50,0.04,2,50,0.04,0.3
balanced-projector-step50,1550,13200,background_matched_aux,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,background_matched_aux,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,background_matched_aux,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step50,1550,13200,background_matched_aux,shape,31,100,0.31,2,50,0.04,2,50,0.04,0.52
balanced-projector-step50,1550,13200,background_matched_aux,spatial,61,100,0.61,11,50,0.22,11,50,0.22,0.22
balanced-projector-step100,1600,14400,vision,overall,127,600,0.21166666666666667,19,300,0.06333333333333334,19,300,0.06333333333333334,0.37
balanced-projector-step100,1600,14400,vision,color,6,100,0.06,0,50,0.0,0,50,0.0,0.22
balanced-projector-step100,1600,14400,vision,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step100,1600,14400,vision,count,8,100,0.08,0,50,0.0,0,50,0.0,0.3
balanced-projector-step100,1600,14400,vision,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.76
balanced-projector-step100,1600,14400,vision,shape,52,100,0.52,8,50,0.16,8,50,0.16,0.72
balanced-projector-step100,1600,14400,vision,spatial,61,100,0.61,11,50,0.22,11,50,0.22,0.22
balanced-projector-step100,1600,14400,blind,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.0
balanced-projector-step100,1600,14400,blind,color,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step100,1600,14400,blind,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step100,1600,14400,blind,count,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step100,1600,14400,blind,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step100,1600,14400,blind,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step100,1600,14400,blind,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step100,1600,14400,shuffled_image,overall,72,600,0.12,2,300,0.006666666666666667,2,300,0.006666666666666667,0.36
balanced-projector-step100,1600,14400,shuffled_image,color,4,100,0.04,1,50,0.02,1,50,0.02,0.16
balanced-projector-step100,1600,14400,shuffled_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step100,1600,14400,shuffled_image,count,8,100,0.08,0,50,0.0,0,50,0.0,0.4
balanced-projector-step100,1600,14400,shuffled_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.78
balanced-projector-step100,1600,14400,shuffled_image,shape,21,100,0.21,1,50,0.02,1,50,0.02,0.6
balanced-projector-step100,1600,14400,shuffled_image,spatial,39,100,0.39,0,50,0.0,0,50,0.0,0.22
balanced-projector-step100,1600,14400,paired_counterfactual_image,overall,127,600,0.21166666666666667,19,300,0.06333333333333334,19,300,0.06333333333333334,0.37
balanced-projector-step100,1600,14400,paired_counterfactual_image,color,6,100,0.06,0,50,0.0,0,50,0.0,0.22
balanced-projector-step100,1600,14400,paired_counterfactual_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step100,1600,14400,paired_counterfactual_image,count,8,100,0.08,0,50,0.0,0,50,0.0,0.3
balanced-projector-step100,1600,14400,paired_counterfactual_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.76
balanced-projector-step100,1600,14400,paired_counterfactual_image,shape,52,100,0.52,8,50,0.16,8,50,0.16,0.72
balanced-projector-step100,1600,14400,paired_counterfactual_image,spatial,61,100,0.61,11,50,0.22,11,50,0.22,0.22
balanced-projector-step100,1600,14400,background_matched_aux,overall,123,600,0.205,10,300,0.03333333333333333,10,300,0.03333333333333333,0.43
balanced-projector-step100,1600,14400,background_matched_aux,color,19,100,0.19,2,50,0.04,2,50,0.04,0.56
balanced-projector-step100,1600,14400,background_matched_aux,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
balanced-projector-step100,1600,14400,background_matched_aux,count,2,100,0.02,0,50,0.0,0,50,0.0,0.38
balanced-projector-step100,1600,14400,background_matched_aux,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.9
balanced-projector-step100,1600,14400,background_matched_aux,shape,52,100,0.52,8,50,0.16,8,50,0.16,0.74
balanced-projector-step100,1600,14400,background_matched_aux,spatial,50,100,0.5,0,50,0.0,0,50,0.0,0.0
