family,modality,metric,state_a,condition_a,state_b,condition_b,task,denominator,sum_a,sum_b,mean_a,mean_b,mean_gap,a_only_better,b_only_better,equal,ci95_low,ci95_high,bootstrap_samples,seed
interpolation_minus_alpha1,preference,mean_margin,projector-interp000,vision,projector-interp100,vision,spatial,50,48.250350423157215,199.2473962852091,0.9650070084631444,3.984947925704182,-3.019940917241038,0,50,0,-3.228720426555956,-2.8190879223233787,2000,20260863
interpolation_minus_frozen,preference,paired_preference,projector-interp025,vision,frozen-base,vision,overall,300,160.0,66.0,0.5333333333333333,0.22,0.31333333333333335,103,9,188,0.25333333333333335,0.37333333333333335,2000,20260864
interpolation_minus_alpha0,preference,paired_preference,projector-interp025,vision,projector-interp000,vision,overall,300,160.0,158.0,0.5333333333333333,0.5266666666666666,0.006666666666666667,22,20,258,-0.03666666666666667,0.05,2000,20260865
interpolation_minus_alpha1,preference,paired_preference,projector-interp025,vision,projector-interp100,vision,overall,300,160.0,155.0,0.5333333333333333,0.5166666666666667,0.016666666666666666,27,22,251,-0.02666666666666667,0.06333333333333334,2000,20260866
interpolation_minus_frozen,preference,sample_preference,projector-interp025,vision,frozen-base,vision,overall,300,228.5,182.0,0.7616666666666667,0.6066666666666667,0.155,105,12,183,0.125,0.185,2000,20260867
interpolation_minus_alpha0,preference,sample_preference,projector-interp025,vision,projector-interp000,vision,overall,300,228.5,227.5,0.7616666666666667,0.7583333333333333,0.0033333333333333335,22,20,258,-0.018333333333333333,0.025,2000,20260868
interpolation_minus_alpha1,preference,sample_preference,projector-interp025,vision,projector-interp100,vision,overall,300,228.5,225.0,0.7616666666666667,0.75,0.011666666666666667,28,22,250,-0.011666666666666667,0.035,2000,20260869
interpolation_minus_frozen,preference,mean_margin,projector-interp025,vision,frozen-base,vision,overall,300,614.0376850920729,292.0251442624345,2.0467922836402432,0.9734171475414483,1.0733751360987949,276,23,1,0.9525940599091727,1.1977074366287914,2000,20260870
interpolation_minus_alpha0,preference,mean_margin,projector-interp025,vision,projector-interp000,vision,overall,300,614.0376850920729,543.7104052717054,2.0467922836402432,1.8123680175723516,0.23442426606789155,243,55,2,0.20017194938395794,0.26894243979943355,2000,20260871
interpolation_minus_alpha1,preference,mean_margin,projector-interp025,vision,projector-interp100,vision,overall,300,614.0376850920729,759.686394495463,2.0467922836402432,2.5322879816515433,-0.4854956980113001,76,219,5,-0.6478086204328325,-0.3288245243288323,2000,20260872
interpolation_minus_frozen,preference,paired_preference,projector-interp025,vision,frozen-base,vision,color,50,30.0,11.0,0.6,0.22,0.38,20,1,29,0.24,0.52,2000,20260873
interpolation_minus_alpha0,preference,paired_preference,projector-interp025,vision,projector-interp000,vision,color,50,30.0,29.0,0.6,0.58,0.02,3,2,45,-0.06,0.1,2000,20260874
interpolation_minus_alpha1,preference,paired_preference,projector-interp025,vision,projector-interp100,vision,color,50,30.0,37.0,0.6,0.74,-0.14,5,12,33,-0.3,0.02,2000,20260875
interpolation_minus_frozen,preference,sample_preference,projector-interp025,vision,frozen-base,vision,color,50,40.0,30.5,0.8,0.61,0.19,20,1,29,0.12,0.26,2000,20260876
interpolation_minus_alpha0,preference,sample_preference,projector-interp025,vision,projector-interp000,vision,color,50,40.0,39.5,0.8,0.79,0.01,3,2,45,-0.03,0.06,2000,20260877
interpolation_minus_alpha1,preference,sample_preference,projector-interp025,vision,projector-interp100,vision,color,50,40.0,43.5,0.8,0.87,-0.07,5,12,33,-0.15,0.01,2000,20260878
interpolation_minus_frozen,preference,mean_margin,projector-interp025,vision,frozen-base,vision,color,50,122.40624997299165,30.125000536441803,2.448124999459833,0.6025000107288361,1.8456249887309968,50,0,0,1.4787500100769102,2.249999967627227,2000,20260879
interpolation_minus_alpha0,preference,mean_margin,projector-interp025,vision,projector-interp000,vision,color,50,122.40624997299165,102.81249975413084,2.448124999459833,2.056249995082617,0.3918750043772161,47,3,0,0.3118750024586916,0.4768749943189323,2000,20260880
interpolation_minus_alpha1,preference,mean_margin,projector-interp025,vision,projector-interp100,vision,color,50,122.40624997299165,180.0000012210803,2.448124999459833,3.600000024421606,-1.1518750249617733,1,49,0,-1.303750024382025,-1.001875045420602,2000,20260881
interpolation_minus_frozen,preference,paired_preference,projector-interp025,vision,frozen-base,vision,coordinate,50,24.0,1.0,0.48,0.02,0.46,23,0,27,0.32,0.6,2000,20260882
interpolation_minus_alpha0,preference,paired_preference,projector-interp025,vision,projector-interp000,vision,coordinate,50,24.0,22.0,0.48,0.44,0.04,4,2,44,-0.06,0.14,2000,20260883
interpolation_minus_alpha1,preference,paired_preference,projector-interp025,vision,projector-interp100,vision,coordinate,50,24.0,27.0,0.48,0.54,-0.06,1,4,45,-0.14,0.02,2000,20260884
interpolation_minus_frozen,preference,sample_preference,projector-interp025,vision,frozen-base,vision,coordinate,50,37.0,25.5,0.74,0.51,0.23,23,0,27,0.16,0.3,2000,20260885
interpolation_minus_alpha0,preference,sample_preference,projector-interp025,vision,projector-interp000,vision,coordinate,50,37.0,36.0,0.74,0.72,0.02,4,2,44,-0.03,0.07,2000,20260886
interpolation_minus_alpha1,preference,sample_preference,projector-interp025,vision,projector-interp100,vision,coordinate,50,37.0,38.5,0.74,0.77,-0.03,1,4,45,-0.08,0.01,2000,20260887
interpolation_minus_frozen,preference,mean_margin,projector-interp025,vision,frozen-base,vision,coordinate,50,46.223488450050354,3.2378735542297363,0.9244697690010071,0.06475747108459473,0.8597122979164123,46,4,0,0.6732854306697845,1.0526774698495864,2000,20260888
interpolation_minus_alpha0,preference,mean_margin,projector-interp025,vision,projector-interp000,vision,coordinate,50,46.223488450050354,35.5944567322731,0.9244697690010071,0.711889134645462,0.21258063435554506,40,10,0,0.15161130756139754,0.2695946970582008,2000,20260889
interpolation_minus_alpha1,preference,mean_margin,projector-interp025,vision,projector-interp100,vision,coordinate,50,46.223488450050354,76.88749706745148,0.9244697690010071,1.5377499413490296,-0.6132801723480225,0,50,0,-0.7104399058222771,-0.5214100617170334,2000,20260890
interpolation_minus_frozen,preference,paired_preference,projector-interp025,vision,frozen-base,vision,count,50,13.0,8.0,0.26,0.16,0.1,8,3,39,-0.02,0.22,2000,20260891
interpolation_minus_alpha0,preference,paired_preference,projector-interp025,vision,projector-interp000,vision,count,50,13.0,21.0,0.26,0.42,-0.16,1,9,40,-0.28,-0.04,2000,20260892
interpolation_minus_alpha1,preference,paired_preference,projector-interp025,vision,projector-interp100,vision,count,50,13.0,6.0,0.26,0.12,0.14,8,1,41,0.02,0.26,2000,20260893
interpolation_minus_frozen,preference,sample_preference,projector-interp025,vision,frozen-base,vision,count,50,30.0,28.0,0.6,0.56,0.04,10,6,34,-0.04,0.12,2000,20260894
interpolation_minus_alpha0,preference,sample_preference,projector-interp025,vision,projector-interp000,vision,count,50,30.0,34.0,0.6,0.68,-0.08,1,9,40,-0.14,-0.02,2000,20260895
interpolation_minus_alpha1,preference,sample_preference,projector-interp025,vision,projector-interp100,vision,count,50,30.0,25.5,0.6,0.51,0.09,9,1,40,0.03,0.16,2000,20260896
interpolation_minus_frozen,preference,mean_margin,projector-interp025,vision,frozen-base,vision,count,50,19.374999940395355,2.2187501192092896,0.3874999988079071,0.04437500238418579,0.3431249964237213,43,6,1,0.2587499928474426,0.42812500417232513,2000,20260897
interpolation_minus_alpha0,preference,mean_margin,projector-interp025,vision,projector-interp000,vision,count,50,19.374999940395355,18.281249701976776,0.3874999988079071,0.3656249940395355,0.02187500476837158,32,17,1,-0.008749992847442626,0.05062501788139343,2000,20260898
interpolation_minus_alpha1,preference,mean_margin,projector-interp025,vision,projector-interp100,vision,count,50,19.374999940395355,17.562500208616257,0.3874999988079071,0.35125000417232516,0.03624999463558197,21,24,5,-0.04562501013278961,0.12624999582767488,2000,20260899
interpolation_minus_frozen,preference,paired_preference,projector-interp025,vision,frozen-base,vision,ocr,50,8.0,5.0,0.16,0.1,0.06,3,0,47,0.0,0.14,2000,20260900
interpolation_minus_alpha0,preference,paired_preference,projector-interp025,vision,projector-interp000,vision,ocr,50,8.0,9.0,0.16,0.18,-0.02,0,1,49,-0.06,0.0,2000,20260901
interpolation_minus_alpha1,preference,paired_preference,projector-interp025,vision,projector-interp100,vision,ocr,50,8.0,11.0,0.16,0.22,-0.06,2,5,43,-0.16,0.04,2000,20260902
interpolation_minus_frozen,preference,sample_preference,projector-interp025,vision,frozen-base,vision,ocr,50,29.0,27.5,0.58,0.55,0.03,3,0,47,0.0,0.07,2000,20260903
interpolation_minus_alpha0,preference,sample_preference,projector-interp025,vision,projector-interp000,vision,ocr,50,29.0,29.5,0.58,0.59,-0.01,0,1,49,-0.03,0.0,2000,20260904
interpolation_minus_alpha1,preference,sample_preference,projector-interp025,vision,projector-interp100,vision,ocr,50,29.0,30.5,0.58,0.61,-0.03,2,5,43,-0.08,0.02,2000,20260905
interpolation_minus_frozen,preference,mean_margin,projector-interp025,vision,frozen-base,vision,ocr,50,34.20308327674866,24.095561588378178,0.6840616655349732,0.48191123176756356,0.20215043376740957,40,10,0,0.1454508870896839,0.26157780629112604,2000,20260906
interpolation_minus_alpha0,preference,mean_margin,projector-interp025,vision,projector-interp000,vision,ocr,50,34.20308327674866,30.80309904189337,0.6840616655349732,0.6160619808378673,0.06799968469710578,40,9,1,0.045082190354665166,0.09398395960671561,2000,20260907
interpolation_minus_alpha1,preference,mean_margin,projector-interp025,vision,projector-interp100,vision,ocr,50,34.20308327674866,38.66087416921343,0.6840616655349732,0.7732174833842685,-0.08915581784929548,14,36,0,-0.14973510583241784,-0.03220264659609107,2000,20260908
interpolation_minus_frozen,preference,paired_preference,projector-interp025,vision,frozen-base,vision,shape,50,35.0,28.0,0.7,0.56,0.14,12,5,33,-0.02,0.3,2000,20260909
interpolation_minus_alpha0,preference,paired_preference,projector-interp025,vision,projector-interp000,vision,shape,50,35.0,40.0,0.7,0.8,-0.1,1,6,43,-0.2,0.0,2000,20260910
interpolation_minus_alpha1,preference,paired_preference,projector-interp025,vision,projector-interp100,vision,shape,50,35.0,24.0,0.7,0.48,0.22,11,0,39,0.1,0.34,2000,20260911
interpolation_minus_frozen,preference,sample_preference,projector-interp025,vision,frozen-base,vision,shape,50,42.5,39.0,0.85,0.78,0.07,12,5,33,-0.01,0.14,2000,20260912
interpolation_minus_alpha0,preference,sample_preference,projector-interp025,vision,projector-interp000,vision,shape,50,42.5,45.0,0.85,0.9,-0.05,1,6,43,-0.1,0.0,2000,20260913
interpolation_minus_alpha1,preference,sample_preference,projector-interp025,vision,projector-interp100,vision,shape,50,42.5,37.0,0.85,0.74,0.11,11,0,39,0.06,0.17,2000,20260914
interpolation_minus_frozen,preference,mean_margin,projector-interp025,vision,frozen-base,vision,shape,50,313.7656225380488,225.34375235065818,6.275312450760976,4.506875047013164,1.7684374037478119,47,3,0,1.4771873803623021,2.080937395794317,2000,20260915
interpolation_minus_alpha0,preference,mean_margin,projector-interp025,vision,projector-interp000,vision,shape,50,313.7656225380488,307.96874961827416,6.275312450760976,6.159374992365483,0.11593745839549228,34,16,0,0.0028124751127325,0.22156245172489433,2000,20260916
interpolation_minus_alpha1,preference,mean_margin,projector-interp025,vision,projector-interp100,vision,shape,50,313.7656225380488,247.32812554389238,6.275312450760976,4.946562510877848,1.3287499398831277,40,10,0,0.9162499393848702,1.7674999469053,2000,20260917
interpolation_minus_frozen,preference,paired_preference,projector-interp025,vision,frozen-base,vision,spatial,50,50.0,13.0,1.0,0.26,0.74,37,0,13,0.62,0.86,2000,20260918
interpolation_minus_alpha0,preference,paired_preference,projector-interp025,vision,projector-interp000,vision,spatial,50,50.0,37.0,1.0,0.74,0.26,13,0,37,0.14,0.38,2000,20260919
interpolation_minus_alpha1,preference,paired_preference,projector-interp025,vision,projector-interp100,vision,spatial,50,50.0,50.0,1.0,1.0,0.0,0,0,50,0.0,0.0,2000,20260920
interpolation_minus_frozen,preference,sample_preference,projector-interp025,vision,frozen-base,vision,spatial,50,50.0,31.5,1.0,0.63,0.37,37,0,13,0.31,0.43,2000,20260921
interpolation_minus_alpha0,preference,sample_preference,projector-interp025,vision,projector-interp000,vision,spatial,50,50.0,43.5,1.0,0.87,0.13,13,0,37,0.07,0.2,2000,20260922
interpolation_minus_alpha1,preference,sample_preference,projector-interp025,vision,projector-interp100,vision,spatial,50,50.0,50.0,1.0,1.0,0.0,0,0,50,0.0,0.0,2000,20260923
interpolation_minus_frozen,preference,mean_margin,projector-interp025,vision,frozen-base,vision,spatial,50,78.06424091383815,7.004206113517284,1.561284818276763,0.1400841222703457,1.4212006960064172,50,0,0,1.2017174212634563,1.6466338017582893,2000,20260924
interpolation_minus_alpha0,preference,mean_margin,projector-interp025,vision,projector-interp000,vision,spatial,50,78.06424091383815,48.250350423157215,1.561284818276763,0.9650070084631444,0.5962778098136187,50,0,0,0.5237870904058218,0.6687685292214155,2000,20260925
interpolation_minus_alpha1,preference,mean_margin,projector-interp025,vision,projector-interp100,vision,spatial,50,78.06424091383815,199.2473962852091,1.561284818276763,3.984947925704182,-2.4236631074274193,0,50,0,-2.579309798605391,-2.273663135517272,2000,20260926
interpolation_minus_frozen,preference,paired_preference,projector-interp050,vision,frozen-base,vision,overall,300,158.0,66.0,0.5266666666666666,0.22,0.30666666666666664,102,10,188,0.24666666666666667,0.36666666666666664,2000,20260927
interpolation_minus_alpha0,preference,paired_preference,projector-interp050,vision,projector-interp000,vision,overall,300,158.0,158.0,0.5266666666666666,0.5266666666666666,0.0,29,29,242,-0.05,0.05,2000,20260928
interpolation_minus_alpha1,preference,paired_preference,projector-interp050,vision,projector-interp100,vision,overall,300,158.0,155.0,0.5266666666666666,0.5166666666666667,0.01,16,13,271,-0.02666666666666667,0.04666666666666667,2000,20260929
interpolation_minus_frozen,preference,sample_preference,projector-interp050,vision,frozen-base,vision,overall,300,227.0,182.0,0.7566666666666667,0.6066666666666667,0.15,104,14,182,0.11833333333333333,0.18166666666666667,2000,20260930
interpolation_minus_alpha0,preference,sample_preference,projector-interp050,vision,projector-interp000,vision,overall,300,227.0,227.5,0.7566666666666667,0.7583333333333333,-0.0016666666666666668,29,29,242,-0.028333333333333332,0.023333333333333334,2000,20260931
interpolation_minus_alpha1,preference,sample_preference,projector-interp050,vision,projector-interp100,vision,overall,300,227.0,225.0,0.7566666666666667,0.75,0.006666666666666667,17,13,270,-0.01,0.025,2000,20260932
interpolation_minus_frozen,preference,mean_margin,projector-interp050,vision,frozen-base,vision,overall,300,675.2436724783132,292.0251442624345,2.250812241594377,0.9734171475414483,1.277395094052929,287,11,2,1.1435999731675552,1.4275737102620787,2000,20260933
interpolation_minus_alpha0,preference,mean_margin,projector-interp050,vision,projector-interp000,vision,overall,300,675.2436724783132,543.7104052717054,2.250812241594377,1.8123680175723516,0.4384442240220258,246,52,2,0.36860563037333094,0.5121709223676655,2000,20260934
interpolation_minus_alpha1,preference,mean_margin,projector-interp050,vision,projector-interp100,vision,overall,300,675.2436724783132,759.686394495463,2.250812241594377,2.5322879816515433,-0.28147574005716586,79,216,5,-0.40339127485262644,-0.1565229082629251,2000,20260935
interpolation_minus_frozen,preference,paired_preference,projector-interp050,vision,frozen-base,vision,color,50,34.0,11.0,0.68,0.22,0.46,24,1,25,0.32,0.6,2000,20260936
interpolation_minus_alpha0,preference,paired_preference,projector-interp050,vision,projector-interp000,vision,color,50,34.0,29.0,0.68,0.58,0.1,8,3,39,-0.02,0.22,2000,20260937
interpolation_minus_alpha1,preference,paired_preference,projector-interp050,vision,projector-interp100,vision,color,50,34.0,37.0,0.68,0.74,-0.06,4,7,39,-0.2,0.08,2000,20260938
interpolation_minus_frozen,preference,sample_preference,projector-interp050,vision,frozen-base,vision,color,50,42.0,30.5,0.84,0.61,0.23,24,1,25,0.16,0.3,2000,20260939
interpolation_minus_alpha0,preference,sample_preference,projector-interp050,vision,projector-interp000,vision,color,50,42.0,39.5,0.84,0.79,0.05,8,3,39,-0.01,0.11,2000,20260940
interpolation_minus_alpha1,preference,sample_preference,projector-interp050,vision,projector-interp100,vision,color,50,42.0,43.5,0.84,0.87,-0.03,4,7,39,-0.09,0.03,2000,20260941
interpolation_minus_frozen,preference,mean_margin,projector-interp050,vision,frozen-base,vision,color,50,141.71875046030618,30.125000536441803,2.8343750092061235,0.6025000107288361,2.2318749984772874,50,0,0,1.8393750079441815,2.6631249505421146,2000,20260942
interpolation_minus_alpha0,preference,mean_margin,projector-interp050,vision,projector-interp000,vision,color,50,141.71875046030618,102.81249975413084,2.8343750092061235,2.056249995082617,0.7781250141235069,49,1,0,0.6568750086566433,0.9075000298162922,2000,20260943
interpolation_minus_alpha1,preference,mean_margin,projector-interp050,vision,projector-interp100,vision,color,50,141.71875046030618,180.0000012210803,2.8343750092061235,3.600000024421606,-0.7656250152154825,1,49,0,-0.8806250039138831,-0.6500000125961378,2000,20260944
interpolation_minus_frozen,preference,paired_preference,projector-interp050,vision,frozen-base,vision,coordinate,50,25.0,1.0,0.5,0.02,0.48,24,0,26,0.34,0.62,2000,20260945
interpolation_minus_alpha0,preference,paired_preference,projector-interp050,vision,projector-interp000,vision,coordinate,50,25.0,22.0,0.5,0.44,0.06,5,2,43,-0.04,0.16,2000,20260946
interpolation_minus_alpha1,preference,paired_preference,projector-interp050,vision,projector-interp100,vision,coordinate,50,25.0,27.0,0.5,0.54,-0.04,1,3,46,-0.12,0.04,2000,20260947
interpolation_minus_frozen,preference,sample_preference,projector-interp050,vision,frozen-base,vision,coordinate,50,37.5,25.5,0.75,0.51,0.24,24,0,26,0.17,0.31,2000,20260948
interpolation_minus_alpha0,preference,sample_preference,projector-interp050,vision,projector-interp000,vision,coordinate,50,37.5,36.0,0.75,0.72,0.03,5,2,43,-0.02,0.08,2000,20260949
interpolation_minus_alpha1,preference,sample_preference,projector-interp050,vision,projector-interp100,vision,coordinate,50,37.5,38.5,0.75,0.77,-0.02,1,3,46,-0.06,0.02,2000,20260950
interpolation_minus_frozen,preference,mean_margin,projector-interp050,vision,frozen-base,vision,coordinate,50,58.26451966166496,3.2378735542297363,1.1652903932332992,0.06475747108459473,1.1005329221487046,50,0,0,0.8794662225246429,1.3254010233283042,2000,20260951
interpolation_minus_alpha0,preference,mean_margin,projector-interp050,vision,projector-interp000,vision,coordinate,50,58.26451966166496,35.5944567322731,1.1652903932332992,0.711889134645462,0.4534012585878372,46,4,0,0.35641304969787596,0.5486901071667671,2000,20260952
interpolation_minus_alpha1,preference,mean_margin,projector-interp050,vision,projector-interp100,vision,coordinate,50,58.26451966166496,76.88749706745148,1.1652903932332992,1.5377499413490296,-0.3724595481157303,0,50,0,-0.43311813414096834,-0.31639147698879244,2000,20260953
interpolation_minus_frozen,preference,paired_preference,projector-interp050,vision,frozen-base,vision,count,50,7.0,8.0,0.14,0.16,-0.02,3,4,43,-0.12,0.08,2000,20260954
interpolation_minus_alpha0,preference,paired_preference,projector-interp050,vision,projector-interp000,vision,count,50,7.0,21.0,0.14,0.42,-0.28,0,14,36,-0.42,-0.16,2000,20260955
interpolation_minus_alpha1,preference,paired_preference,projector-interp050,vision,projector-interp100,vision,count,50,7.0,6.0,0.14,0.12,0.02,2,1,47,-0.04,0.1,2000,20260956
interpolation_minus_frozen,preference,sample_preference,projector-interp050,vision,frozen-base,vision,count,50,26.5,28.0,0.53,0.56,-0.03,5,8,37,-0.1,0.04,2000,20260957
