modality,checkpoint,condition,task,metric,pairs,mean
preference,step-001500,background_matched_aux,color,mean_margin,200,0.021562503576278688
preference,step-001500,background_matched_aux,coordinate,paired_preference,200,0.03
preference,step-001500,background_matched_aux,coordinate,sample_preference,200,0.515
preference,step-001500,background_matched_aux,coordinate,mean_margin,200,0.009200754165649415
preference,step-001500,background_matched_aux,count,paired_preference,200,0.0
preference,step-001500,background_matched_aux,count,sample_preference,200,0.5
preference,step-001500,background_matched_aux,count,mean_margin,200,0.0018749970197677612
preference,step-001500,background_matched_aux,ocr,paired_preference,200,0.0
preference,step-001500,background_matched_aux,ocr,sample_preference,200,0.5
preference,step-001500,background_matched_aux,ocr,mean_margin,200,0.00398840011869159
preference,step-001500,background_matched_aux,shape,paired_preference,200,0.105
preference,step-001500,background_matched_aux,shape,sample_preference,200,0.5525
preference,step-001500,background_matched_aux,shape,mean_margin,200,0.17140622258186342
preference,step-001500,background_matched_aux,spatial,paired_preference,200,0.0
preference,step-001500,background_matched_aux,spatial,sample_preference,200,0.5
preference,step-001500,background_matched_aux,spatial,mean_margin,200,0.0067484453320503235
preference,step-001500,paired_counterfactual_image,overall,paired_preference,1200,0.04416666666666667
preference,step-001500,paired_counterfactual_image,overall,sample_preference,1200,0.5095833333333334
preference,step-001500,paired_counterfactual_image,overall,mean_margin,1200,-0.017687294908459227
preference,step-001500,paired_counterfactual_image,color,paired_preference,200,0.0
preference,step-001500,paired_counterfactual_image,color,sample_preference,200,0.49
preference,step-001500,paired_counterfactual_image,color,mean_margin,200,-0.012968751192092896
preference,step-001500,paired_counterfactual_image,coordinate,paired_preference,200,0.0
preference,step-001500,paired_counterfactual_image,coordinate,sample_preference,200,0.5
preference,step-001500,paired_counterfactual_image,coordinate,mean_margin,200,0.006257575750350952
preference,step-001500,paired_counterfactual_image,count,paired_preference,200,0.0
preference,step-001500,paired_counterfactual_image,count,sample_preference,200,0.5
preference,step-001500,paired_counterfactual_image,count,mean_margin,200,-0.0057812540233135225
preference,step-001500,paired_counterfactual_image,ocr,paired_preference,200,0.015
preference,step-001500,paired_counterfactual_image,ocr,sample_preference,200,0.5075
preference,step-001500,paired_counterfactual_image,ocr,mean_margin,200,-0.001912658680053002
preference,step-001500,paired_counterfactual_image,shape,paired_preference,200,0.0
preference,step-001500,paired_counterfactual_image,shape,sample_preference,200,0.435
preference,step-001500,paired_counterfactual_image,shape,mean_margin,200,-0.1329687276482582
preference,step-001500,paired_counterfactual_image,spatial,paired_preference,200,0.25
preference,step-001500,paired_counterfactual_image,spatial,sample_preference,200,0.625
preference,step-001500,paired_counterfactual_image,spatial,mean_margin,200,0.04125004634261131
preference,step-001500,shuffled_image,overall,paired_preference,1200,0.0025
preference,step-001500,shuffled_image,overall,sample_preference,1200,0.49333333333333335
preference,step-001500,shuffled_image,overall,mean_margin,1200,-0.008209860454712595
preference,step-001500,shuffled_image,color,paired_preference,200,0.0
preference,step-001500,shuffled_image,color,sample_preference,200,0.4825
preference,step-001500,shuffled_image,color,mean_margin,200,-0.0018749994039535523
preference,step-001500,shuffled_image,coordinate,paired_preference,200,0.0
preference,step-001500,shuffled_image,coordinate,sample_preference,200,0.495
preference,step-001500,shuffled_image,coordinate,mean_margin,200,0.00093794584274292
preference,step-001500,shuffled_image,count,paired_preference,200,0.0
preference,step-001500,shuffled_image,count,sample_preference,200,0.5
preference,step-001500,shuffled_image,count,mean_margin,200,0.0023437485098838804
preference,step-001500,shuffled_image,ocr,paired_preference,200,0.0
preference,step-001500,shuffled_image,ocr,sample_preference,200,0.5
preference,step-001500,shuffled_image,ocr,mean_margin,200,-0.0015519225937979575
preference,step-001500,shuffled_image,shape,paired_preference,200,0.015
preference,step-001500,shuffled_image,shape,sample_preference,200,0.4825
preference,step-001500,shuffled_image,shape,mean_margin,200,-0.024531247317790984
preference,step-001500,shuffled_image,spatial,paired_preference,200,0.0
preference,step-001500,shuffled_image,spatial,sample_preference,200,0.5
preference,step-001500,shuffled_image,spatial,mean_margin,200,-0.02458268776535988
preference,step-001500,vision,overall,paired_preference,1200,0.021666666666666667
preference,step-001500,vision,overall,sample_preference,1200,0.4870833333333333
preference,step-001500,vision,overall,mean_margin,1200,0.017687294908459227
preference,step-001500,vision,color,paired_preference,200,0.0
preference,step-001500,vision,color,sample_preference,200,0.49
preference,step-001500,vision,color,mean_margin,200,0.012968751192092896
preference,step-001500,vision,coordinate,paired_preference,200,0.0
preference,step-001500,vision,coordinate,sample_preference,200,0.5
preference,step-001500,vision,coordinate,mean_margin,200,-0.006257575750350952
preference,step-001500,vision,count,paired_preference,200,0.0
preference,step-001500,vision,count,sample_preference,200,0.5
preference,step-001500,vision,count,mean_margin,200,0.0057812540233135225
preference,step-001500,vision,ocr,paired_preference,200,0.0
preference,step-001500,vision,ocr,sample_preference,200,0.4925
preference,step-001500,vision,ocr,mean_margin,200,0.001912658680053002
preference,step-001500,vision,shape,paired_preference,200,0.13
preference,step-001500,vision,shape,sample_preference,200,0.565
preference,step-001500,vision,shape,mean_margin,200,0.1329687276482582
preference,step-001500,vision,spatial,paired_preference,200,0.0
preference,step-001500,vision,spatial,sample_preference,200,0.375
preference,step-001500,vision,spatial,mean_margin,200,-0.04125004634261131
preference,shape-projector-step50,background_matched_aux,overall,paired_preference,1200,0.15583333333333332
preference,shape-projector-step50,background_matched_aux,overall,sample_preference,1200,0.5745833333333333
preference,shape-projector-step50,background_matched_aux,overall,mean_margin,1200,1.4357009025567746
preference,shape-projector-step50,background_matched_aux,color,paired_preference,200,0.0
preference,shape-projector-step50,background_matched_aux,color,sample_preference,200,0.49
preference,shape-projector-step50,background_matched_aux,color,mean_margin,200,0.11999999551102519
preference,shape-projector-step50,background_matched_aux,coordinate,paired_preference,200,0.0
preference,shape-projector-step50,background_matched_aux,coordinate,sample_preference,200,0.5
preference,shape-projector-step50,background_matched_aux,coordinate,mean_margin,200,-0.02229249358177185
preference,shape-projector-step50,background_matched_aux,count,paired_preference,200,0.02
preference,shape-projector-step50,background_matched_aux,count,sample_preference,200,0.5025
preference,shape-projector-step50,background_matched_aux,count,mean_margin,200,0.030625003837049008
preference,shape-projector-step50,background_matched_aux,ocr,paired_preference,200,0.01
preference,shape-projector-step50,background_matched_aux,ocr,sample_preference,200,0.5025
preference,shape-projector-step50,background_matched_aux,ocr,mean_margin,200,-0.02597536165373663
preference,shape-projector-step50,background_matched_aux,shape,paired_preference,200,0.905
preference,shape-projector-step50,background_matched_aux,shape,sample_preference,200,0.9525
preference,shape-projector-step50,background_matched_aux,shape,mean_margin,200,8.509999990128854
preference,shape-projector-step50,background_matched_aux,spatial,paired_preference,200,0.0
preference,shape-projector-step50,background_matched_aux,spatial,sample_preference,200,0.5
preference,shape-projector-step50,background_matched_aux,spatial,mean_margin,200,0.0018482810992281884
preference,shape-projector-step50,paired_counterfactual_image,overall,paired_preference,1200,0.009166666666666667
preference,shape-projector-step50,paired_counterfactual_image,overall,sample_preference,1200,0.41541666666666666
preference,shape-projector-step50,paired_counterfactual_image,overall,mean_margin,1200,-1.7091412843077118
preference,shape-projector-step50,paired_counterfactual_image,color,paired_preference,200,0.03
preference,shape-projector-step50,paired_counterfactual_image,color,sample_preference,200,0.51
preference,shape-projector-step50,paired_counterfactual_image,color,mean_margin,200,-0.1534374942444265
preference,shape-projector-step50,paired_counterfactual_image,coordinate,paired_preference,200,0.0
preference,shape-projector-step50,paired_counterfactual_image,coordinate,sample_preference,200,0.495
preference,shape-projector-step50,paired_counterfactual_image,coordinate,mean_margin,200,0.05188676357269287
preference,shape-projector-step50,paired_counterfactual_image,count,paired_preference,200,0.01
preference,shape-projector-step50,paired_counterfactual_image,count,sample_preference,200,0.4875
preference,shape-projector-step50,paired_counterfactual_image,count,mean_margin,200,-0.004687504544854164
preference,shape-projector-step50,paired_counterfactual_image,ocr,paired_preference,200,0.015
preference,shape-projector-step50,paired_counterfactual_image,ocr,sample_preference,200,0.5
preference,shape-projector-step50,paired_counterfactual_image,ocr,mean_margin,200,0.03876132096563067
preference,shape-projector-step50,paired_counterfactual_image,shape,paired_preference,200,0.0
preference,shape-projector-step50,paired_counterfactual_image,shape,sample_preference,200,0.0
preference,shape-projector-step50,paired_counterfactual_image,shape,mean_margin,200,-10.210781190428534
preference,shape-projector-step50,paired_counterfactual_image,spatial,paired_preference,200,0.0
preference,shape-projector-step50,paired_counterfactual_image,spatial,sample_preference,200,0.5
preference,shape-projector-step50,paired_counterfactual_image,spatial,mean_margin,200,0.023410398833220825
preference,shape-projector-step50,shuffled_image,overall,paired_preference,1200,0.035833333333333335
preference,shape-projector-step50,shuffled_image,overall,sample_preference,1200,0.48833333333333334
preference,shape-projector-step50,shuffled_image,overall,mean_margin,1200,-0.10632943880659369
preference,shape-projector-step50,shuffled_image,color,paired_preference,200,0.025
preference,shape-projector-step50,shuffled_image,color,sample_preference,200,0.5
preference,shape-projector-step50,shuffled_image,color,mean_margin,200,0.036874988265335557
preference,shape-projector-step50,shuffled_image,coordinate,paired_preference,200,0.0
preference,shape-projector-step50,shuffled_image,coordinate,sample_preference,200,0.4975
preference,shape-projector-step50,shuffled_image,coordinate,mean_margin,200,0.005025255680084229
preference,shape-projector-step50,shuffled_image,count,paired_preference,200,0.01
preference,shape-projector-step50,shuffled_image,count,sample_preference,200,0.465
preference,shape-projector-step50,shuffled_image,count,mean_margin,200,-0.013124998584389687
preference,shape-projector-step50,shuffled_image,ocr,paired_preference,200,0.0
preference,shape-projector-step50,shuffled_image,ocr,sample_preference,200,0.49
preference,shape-projector-step50,shuffled_image,ocr,mean_margin,200,-0.02441237627892269
preference,shape-projector-step50,shuffled_image,shape,paired_preference,200,0.18
preference,shape-projector-step50,shuffled_image,shape,sample_preference,200,0.4775
preference,shape-projector-step50,shuffled_image,shape,mean_margin,200,-0.38593750788888426
preference,shape-projector-step50,shuffled_image,spatial,paired_preference,200,0.0
preference,shape-projector-step50,shuffled_image,spatial,sample_preference,200,0.5
preference,shape-projector-step50,shuffled_image,spatial,mean_margin,200,-0.2564019940327853
preference,shape-projector-step50,vision,overall,paired_preference,1200,0.17166666666666666
preference,shape-projector-step50,vision,overall,sample_preference,1200,0.58
preference,shape-projector-step50,vision,overall,mean_margin,1200,1.7091412843077118
preference,shape-projector-step50,vision,color,paired_preference,200,0.01
preference,shape-projector-step50,vision,color,sample_preference,200,0.49
preference,shape-projector-step50,vision,color,mean_margin,200,0.1534374942444265
preference,shape-projector-step50,vision,coordinate,paired_preference,200,0.0
preference,shape-projector-step50,vision,coordinate,sample_preference,200,0.5
preference,shape-projector-step50,vision,coordinate,mean_margin,200,-0.05188676357269287
preference,shape-projector-step50,vision,count,paired_preference,200,0.005
preference,shape-projector-step50,vision,count,sample_preference,200,0.49
preference,shape-projector-step50,vision,count,mean_margin,200,0.004687504544854164
preference,shape-projector-step50,vision,ocr,paired_preference,200,0.015
preference,shape-projector-step50,vision,ocr,sample_preference,200,0.5
preference,shape-projector-step50,vision,ocr,mean_margin,200,-0.03876132096563067
preference,shape-projector-step50,vision,shape,paired_preference,200,1.0
preference,shape-projector-step50,vision,shape,sample_preference,200,1.0
preference,shape-projector-step50,vision,shape,mean_margin,200,10.210781190428534
preference,shape-projector-step50,vision,spatial,paired_preference,200,0.0
preference,shape-projector-step50,vision,spatial,sample_preference,200,0.5
preference,shape-projector-step50,vision,spatial,mean_margin,200,-0.023410398833220825
generation,step-000000,background_matched_aux,overall,generation_paired,300,0.0
generation,step-000000,background_matched_aux,overall,generation_sample,300,0.0
generation,step-000000,background_matched_aux,overall,prediction_flip,300,0.37333333333333335
generation,step-000000,background_matched_aux,color,generation_paired,50,0.0
generation,step-000000,background_matched_aux,color,generation_sample,50,0.0
generation,step-000000,background_matched_aux,color,prediction_flip,50,0.28
generation,step-000000,background_matched_aux,coordinate,generation_paired,50,0.0
generation,step-000000,background_matched_aux,coordinate,generation_sample,50,0.0
generation,step-000000,background_matched_aux,coordinate,prediction_flip,50,0.0
generation,step-000000,background_matched_aux,count,generation_paired,50,0.0
generation,step-000000,background_matched_aux,count,generation_sample,50,0.0
generation,step-000000,background_matched_aux,count,prediction_flip,50,0.68
generation,step-000000,background_matched_aux,ocr,generation_paired,50,0.0
generation,step-000000,background_matched_aux,ocr,generation_sample,50,0.0
generation,step-000000,background_matched_aux,ocr,prediction_flip,50,0.74
generation,step-000000,background_matched_aux,shape,generation_paired,50,0.0
generation,step-000000,background_matched_aux,shape,generation_sample,50,0.0
generation,step-000000,background_matched_aux,shape,prediction_flip,50,0.54
generation,step-000000,background_matched_aux,spatial,generation_paired,50,0.0
generation,step-000000,background_matched_aux,spatial,generation_sample,50,0.0
generation,step-000000,background_matched_aux,spatial,prediction_flip,50,0.0
generation,step-000000,blind,overall,generation_paired,300,0.0
generation,step-000000,blind,overall,generation_sample,300,0.0
generation,step-000000,blind,overall,prediction_flip,300,0.0
generation,step-000000,blind,color,generation_paired,50,0.0
generation,step-000000,blind,color,generation_sample,50,0.0
generation,step-000000,blind,color,prediction_flip,50,0.0
generation,step-000000,blind,coordinate,generation_paired,50,0.0
generation,step-000000,blind,coordinate,generation_sample,50,0.0
generation,step-000000,blind,coordinate,prediction_flip,50,0.0
generation,step-000000,blind,count,generation_paired,50,0.0
generation,step-000000,blind,count,generation_sample,50,0.0
generation,step-000000,blind,count,prediction_flip,50,0.0
generation,step-000000,blind,ocr,generation_paired,50,0.0
generation,step-000000,blind,ocr,generation_sample,50,0.0
generation,step-000000,blind,ocr,prediction_flip,50,0.0
generation,step-000000,blind,shape,generation_paired,50,0.0
generation,step-000000,blind,shape,generation_sample,50,0.0
generation,step-000000,blind,shape,prediction_flip,50,0.0
generation,step-000000,blind,spatial,generation_paired,50,0.0
generation,step-000000,blind,spatial,generation_sample,50,0.0
generation,step-000000,blind,spatial,prediction_flip,50,0.0
generation,step-000000,paired_counterfactual_image,overall,generation_paired,300,0.0
generation,step-000000,paired_counterfactual_image,overall,generation_sample,300,0.0
generation,step-000000,paired_counterfactual_image,overall,prediction_flip,300,0.49
generation,step-000000,paired_counterfactual_image,color,generation_paired,50,0.0
generation,step-000000,paired_counterfactual_image,color,generation_sample,50,0.0
generation,step-000000,paired_counterfactual_image,color,prediction_flip,50,0.66
generation,step-000000,paired_counterfactual_image,coordinate,generation_paired,50,0.0
generation,step-000000,paired_counterfactual_image,coordinate,generation_sample,50,0.0
generation,step-000000,paired_counterfactual_image,coordinate,prediction_flip,50,0.0
generation,step-000000,paired_counterfactual_image,count,generation_paired,50,0.0
generation,step-000000,paired_counterfactual_image,count,generation_sample,50,0.0
generation,step-000000,paired_counterfactual_image,count,prediction_flip,50,0.66
generation,step-000000,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,step-000000,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,step-000000,paired_counterfactual_image,ocr,prediction_flip,50,0.7
generation,step-000000,paired_counterfactual_image,shape,generation_paired,50,0.0
generation,step-000000,paired_counterfactual_image,shape,generation_sample,50,0.0
generation,step-000000,paired_counterfactual_image,shape,prediction_flip,50,0.92
generation,step-000000,paired_counterfactual_image,spatial,generation_paired,50,0.0
generation,step-000000,paired_counterfactual_image,spatial,generation_sample,50,0.0
generation,step-000000,paired_counterfactual_image,spatial,prediction_flip,50,0.0
generation,step-000000,shuffled_image,overall,generation_paired,300,0.0
generation,step-000000,shuffled_image,overall,generation_sample,300,0.0
generation,step-000000,shuffled_image,overall,prediction_flip,300,0.5033333333333333
generation,step-000000,shuffled_image,color,generation_paired,50,0.0
generation,step-000000,shuffled_image,color,generation_sample,50,0.0
generation,step-000000,shuffled_image,color,prediction_flip,50,0.66
generation,step-000000,shuffled_image,coordinate,generation_paired,50,0.0
generation,step-000000,shuffled_image,coordinate,generation_sample,50,0.0
generation,step-000000,shuffled_image,coordinate,prediction_flip,50,0.0
generation,step-000000,shuffled_image,count,generation_paired,50,0.0
generation,step-000000,shuffled_image,count,generation_sample,50,0.0
generation,step-000000,shuffled_image,count,prediction_flip,50,0.72
generation,step-000000,shuffled_image,ocr,generation_paired,50,0.0
generation,step-000000,shuffled_image,ocr,generation_sample,50,0.0
generation,step-000000,shuffled_image,ocr,prediction_flip,50,0.74
generation,step-000000,shuffled_image,shape,generation_paired,50,0.0
generation,step-000000,shuffled_image,shape,generation_sample,50,0.0
generation,step-000000,shuffled_image,shape,prediction_flip,50,0.9
generation,step-000000,shuffled_image,spatial,generation_paired,50,0.0
generation,step-000000,shuffled_image,spatial,generation_sample,50,0.0
generation,step-000000,shuffled_image,spatial,prediction_flip,50,0.0
generation,step-000000,vision,overall,generation_paired,300,0.0
generation,step-000000,vision,overall,generation_sample,300,0.0
generation,step-000000,vision,overall,prediction_flip,300,0.49
generation,step-000000,vision,color,generation_paired,50,0.0
generation,step-000000,vision,color,generation_sample,50,0.0
generation,step-000000,vision,color,prediction_flip,50,0.66
generation,step-000000,vision,coordinate,generation_paired,50,0.0
generation,step-000000,vision,coordinate,generation_sample,50,0.0
generation,step-000000,vision,coordinate,prediction_flip,50,0.0
generation,step-000000,vision,count,generation_paired,50,0.0
generation,step-000000,vision,count,generation_sample,50,0.0
generation,step-000000,vision,count,prediction_flip,50,0.66
generation,step-000000,vision,ocr,generation_paired,50,0.0
generation,step-000000,vision,ocr,generation_sample,50,0.0
generation,step-000000,vision,ocr,prediction_flip,50,0.7
generation,step-000000,vision,shape,generation_paired,50,0.0
generation,step-000000,vision,shape,generation_sample,50,0.0
generation,step-000000,vision,shape,prediction_flip,50,0.92
generation,step-000000,vision,spatial,generation_paired,50,0.0
generation,step-000000,vision,spatial,generation_sample,50,0.0
generation,step-000000,vision,spatial,prediction_flip,50,0.0
generation,step-001500,background_matched_aux,overall,generation_paired,300,0.0
generation,step-001500,background_matched_aux,overall,generation_sample,300,0.14666666666666667
generation,step-001500,background_matched_aux,overall,prediction_flip,300,0.17
generation,step-001500,background_matched_aux,color,generation_paired,50,0.0
generation,step-001500,background_matched_aux,color,generation_sample,50,0.18
generation,step-001500,background_matched_aux,color,prediction_flip,50,0.06
generation,step-001500,background_matched_aux,coordinate,generation_paired,50,0.0
generation,step-001500,background_matched_aux,coordinate,generation_sample,50,0.0
generation,step-001500,background_matched_aux,coordinate,prediction_flip,50,0.56
generation,step-001500,background_matched_aux,count,generation_paired,50,0.0
generation,step-001500,background_matched_aux,count,generation_sample,50,0.11
generation,step-001500,background_matched_aux,count,prediction_flip,50,0.0
generation,step-001500,background_matched_aux,ocr,generation_paired,50,0.0
generation,step-001500,background_matched_aux,ocr,generation_sample,50,0.0
generation,step-001500,background_matched_aux,ocr,prediction_flip,50,0.4
generation,step-001500,background_matched_aux,shape,generation_paired,50,0.0
generation,step-001500,background_matched_aux,shape,generation_sample,50,0.26
generation,step-001500,background_matched_aux,shape,prediction_flip,50,0.0
generation,step-001500,background_matched_aux,spatial,generation_paired,50,0.0
generation,step-001500,background_matched_aux,spatial,generation_sample,50,0.33
generation,step-001500,background_matched_aux,spatial,prediction_flip,50,0.0
generation,step-001500,blind,overall,generation_paired,300,0.0
generation,step-001500,blind,overall,generation_sample,300,0.0
generation,step-001500,blind,overall,prediction_flip,300,0.0
generation,step-001500,blind,color,generation_paired,50,0.0
generation,step-001500,blind,color,generation_sample,50,0.0
generation,step-001500,blind,color,prediction_flip,50,0.0
generation,step-001500,blind,coordinate,generation_paired,50,0.0
generation,step-001500,blind,coordinate,generation_sample,50,0.0
generation,step-001500,blind,coordinate,prediction_flip,50,0.0
generation,step-001500,blind,count,generation_paired,50,0.0
generation,step-001500,blind,count,generation_sample,50,0.0
generation,step-001500,blind,count,prediction_flip,50,0.0
generation,step-001500,blind,ocr,generation_paired,50,0.0
generation,step-001500,blind,ocr,generation_sample,50,0.0
generation,step-001500,blind,ocr,prediction_flip,50,0.0
generation,step-001500,blind,shape,generation_paired,50,0.0
generation,step-001500,blind,shape,generation_sample,50,0.0
generation,step-001500,blind,shape,prediction_flip,50,0.0
generation,step-001500,blind,spatial,generation_paired,50,0.0
generation,step-001500,blind,spatial,generation_sample,50,0.0
generation,step-001500,blind,spatial,prediction_flip,50,0.0
generation,step-001500,paired_counterfactual_image,overall,generation_paired,300,0.0
generation,step-001500,paired_counterfactual_image,overall,generation_sample,300,0.135
generation,step-001500,paired_counterfactual_image,overall,prediction_flip,300,0.2733333333333333
generation,step-001500,paired_counterfactual_image,color,generation_paired,50,0.0
generation,step-001500,paired_counterfactual_image,color,generation_sample,50,0.22
generation,step-001500,paired_counterfactual_image,color,prediction_flip,50,0.4
generation,step-001500,paired_counterfactual_image,coordinate,generation_paired,50,0.0
generation,step-001500,paired_counterfactual_image,coordinate,generation_sample,50,0.0
generation,step-001500,paired_counterfactual_image,coordinate,prediction_flip,50,0.52
generation,step-001500,paired_counterfactual_image,count,generation_paired,50,0.0
generation,step-001500,paired_counterfactual_image,count,generation_sample,50,0.11
generation,step-001500,paired_counterfactual_image,count,prediction_flip,50,0.0
generation,step-001500,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,step-001500,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,step-001500,paired_counterfactual_image,ocr,prediction_flip,50,0.5
generation,step-001500,paired_counterfactual_image,shape,generation_paired,50,0.0
generation,step-001500,paired_counterfactual_image,shape,generation_sample,50,0.26
generation,step-001500,paired_counterfactual_image,shape,prediction_flip,50,0.0
generation,step-001500,paired_counterfactual_image,spatial,generation_paired,50,0.0
generation,step-001500,paired_counterfactual_image,spatial,generation_sample,50,0.22
generation,step-001500,paired_counterfactual_image,spatial,prediction_flip,50,0.22
generation,step-001500,shuffled_image,overall,generation_paired,300,0.0
generation,step-001500,shuffled_image,overall,generation_sample,300,0.14666666666666667
generation,step-001500,shuffled_image,overall,prediction_flip,300,0.19
generation,step-001500,shuffled_image,color,generation_paired,50,0.0
generation,step-001500,shuffled_image,color,generation_sample,50,0.18
generation,step-001500,shuffled_image,color,prediction_flip,50,0.34
