family,modality,metric,checkpoint_a,condition_a,checkpoint_b,condition_b,task,denominator,sum_a,sum_b,mean_a,mean_b,mean_gap,a_only_better,b_only_better,equal,ci95_low,ci95_high,bootstrap_samples,seed
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,paired_counterfactual_image,color,200,3.0,14.0,0.015,0.07,-0.055,3,14,183,-0.1,-0.015,2000,20260829
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,shuffled_image,color,200,3.0,8.0,0.015,0.04,-0.025,3,8,189,-0.06,0.005,2000,20260830
checkpoint_minus_baseline,preference,paired_preference,step-000000,vision,step-001500,vision,color,200,3.0,0.0,0.015,0.0,0.015,3,0,197,0.0,0.035,2000,20260831
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,background_matched_aux,color,200,94.5,92.0,0.4725,0.46,0.0125,12,7,181,-0.01,0.0325,2000,20260832
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,paired_counterfactual_image,color,200,94.5,105.5,0.4725,0.5275,-0.055,3,14,183,-0.095,-0.015,2000,20260833
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,shuffled_image,color,200,94.5,98.5,0.4725,0.4925,-0.02,12,16,172,-0.055,0.0125,2000,20260834
checkpoint_minus_baseline,preference,sample_preference,step-000000,vision,step-001500,vision,color,200,94.5,98.0,0.4725,0.49,-0.0175,7,14,179,-0.04,0.005,2000,20260835
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,background_matched_aux,color,200,-10.687490940093994,-13.703123569488525,-0.05343745470046997,-0.06851561784744263,0.015078163146972657,94,104,2,-0.01218747854232788,0.043046904802322386,2000,20260836
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,paired_counterfactual_image,color,200,-10.687490940093994,10.687490940093994,-0.05343745470046997,0.05343745470046997,-0.10687490940093994,78,115,7,-0.16124989986419677,-0.0515624737739563,2000,20260837
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,shuffled_image,color,200,-10.687490940093994,-3.187500476837158,-0.05343745470046997,-0.01593750238418579,-0.03749995231628418,94,101,5,-0.08007807612419128,0.0025000405311584473,2000,20260838
checkpoint_minus_baseline,preference,mean_margin,step-000000,vision,step-001500,vision,color,200,-10.687490940093994,2.593750238418579,-0.05343745470046997,0.012968751192092896,-0.06640620589256287,73,117,10,-0.09632806450128556,-0.03898434549570084,2000,20260839
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,background_matched_aux,coordinate,200,14.0,6.0,0.07,0.03,0.04,8,0,192,0.015,0.07,2000,20260840
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,paired_counterfactual_image,coordinate,200,14.0,0.0,0.07,0.0,0.07,14,0,186,0.035,0.11,2000,20260841
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,shuffled_image,coordinate,200,14.0,6.0,0.07,0.03,0.04,12,4,184,0.0,0.08,2000,20260842
checkpoint_minus_baseline,preference,paired_preference,step-000000,vision,step-001500,vision,coordinate,200,14.0,0.0,0.07,0.0,0.07,14,0,186,0.035,0.105,2000,20260843
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,background_matched_aux,coordinate,200,107.0,99.5,0.535,0.4975,0.0375,15,0,185,0.0225,0.055,2000,20260844
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,paired_counterfactual_image,coordinate,200,107.0,93.0,0.535,0.465,0.07,14,0,186,0.035,0.11,2000,20260845
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,shuffled_image,coordinate,200,107.0,100.5,0.535,0.5025,0.0325,14,4,182,0.0075,0.0575,2000,20260846
checkpoint_minus_baseline,preference,sample_preference,step-000000,vision,step-001500,vision,coordinate,200,107.0,100.0,0.535,0.5,0.035,14,0,186,0.0175,0.055,2000,20260847
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,background_matched_aux,coordinate,200,-5.453078031539917,9.054414987564087,-0.027265390157699586,0.045272074937820435,-0.07253746509552002,54,146,0,-0.09462507367134095,-0.052135393619537354,2000,20260848
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,paired_counterfactual_image,coordinate,200,-5.453078031539917,5.453078031539917,-0.027265390157699586,0.027265390157699586,-0.05453078031539917,79,121,0,-0.10646422386169434,-0.0008673214912414551,2000,20260849
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,shuffled_image,coordinate,200,-5.453078031539917,-1.8588438034057617,-0.027265390157699586,-0.009294219017028808,-0.017971171140670775,87,109,4,-0.05533317089080811,0.017883487939834596,2000,20260850
checkpoint_minus_baseline,preference,mean_margin,step-000000,vision,step-001500,vision,coordinate,200,-5.453078031539917,-1.2515151500701904,-0.027265390157699586,-0.006257575750350952,-0.021007814407348634,72,123,5,-0.04898415923118591,0.00746904730796814,2000,20260851
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,background_matched_aux,count,200,0.0,1.0,0.0,0.005,-0.005,0,1,199,-0.015,0.0,2000,20260852
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,paired_counterfactual_image,count,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260853
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,shuffled_image,count,200,0.0,3.0,0.0,0.015,-0.015,0,3,197,-0.035,0.0,2000,20260854
checkpoint_minus_baseline,preference,paired_preference,step-000000,vision,step-001500,vision,count,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260855
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,background_matched_aux,count,200,94.0,91.5,0.47,0.4575,0.0125,10,5,185,-0.0075,0.03,2000,20260856
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,paired_counterfactual_image,count,200,94.0,97.0,0.47,0.485,-0.015,2,8,190,-0.03,0.0,2000,20260857
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,shuffled_image,count,200,94.0,96.5,0.47,0.4825,-0.0125,7,11,182,-0.035,0.0075,2000,20260858
checkpoint_minus_baseline,preference,sample_preference,step-000000,vision,step-001500,vision,count,200,94.0,100.0,0.47,0.5,-0.03,0,12,188,-0.0475,-0.015,2000,20260859
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,background_matched_aux,count,200,2.5312494039535522,5.375000536441803,0.012656247019767761,0.026875002682209014,-0.014218755662441254,76,92,32,-0.023281257450580597,-0.005156256556510926,2000,20260860
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,paired_counterfactual_image,count,200,2.5312494039535522,-2.5312494039535522,0.012656247019767761,-0.012656247019767761,0.025312494039535522,93,54,53,0.009374990463256835,0.041874990463256836,2000,20260861
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,shuffled_image,count,200,2.5312494039535522,0.34374934434890747,0.012656247019767761,0.0017187467217445373,0.010937500298023223,94,69,37,0.0001562538743019104,0.022343753576278685,2000,20260862
checkpoint_minus_baseline,preference,mean_margin,step-000000,vision,step-001500,vision,count,200,2.5312494039535522,1.1562508046627045,0.012656247019767761,0.0057812540233135225,0.0068749929964542385,81,82,37,-0.0010937592387199402,0.015156243145465851,2000,20260863
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,background_matched_aux,ocr,200,6.0,9.0,0.03,0.045,-0.015,4,7,189,-0.045,0.015,2000,20260864
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,paired_counterfactual_image,ocr,200,6.0,5.0,0.03,0.025,0.005,6,5,189,-0.03,0.04,2000,20260865
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,shuffled_image,ocr,200,6.0,4.0,0.03,0.02,0.01,5,3,192,-0.02,0.04,2000,20260866
checkpoint_minus_baseline,preference,paired_preference,step-000000,vision,step-001500,vision,ocr,200,6.0,0.0,0.03,0.0,0.03,6,0,194,0.01,0.055,2000,20260867
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,background_matched_aux,ocr,200,100.5,103.0,0.5025,0.515,-0.0125,6,10,184,-0.035,0.0075,2000,20260868
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,paired_counterfactual_image,ocr,200,100.5,99.5,0.5025,0.4975,0.005,6,5,189,-0.03,0.035,2000,20260869
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,shuffled_image,ocr,200,100.5,99.0,0.5025,0.495,0.0075,7,4,189,-0.0125,0.0275,2000,20260870
checkpoint_minus_baseline,preference,sample_preference,step-000000,vision,step-001500,vision,ocr,200,100.5,98.5,0.5025,0.4925,0.01,9,5,186,-0.0075,0.0275,2000,20260871
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,background_matched_aux,ocr,200,6.636624474752519,8.4448499021076,0.0331831223737626,0.042224249510538006,-0.009041127136775408,102,98,0,-0.058409788404192184,0.04142062288238891,2000,20260872
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,paired_counterfactual_image,ocr,200,6.636624474752519,-6.636624474752519,0.0331831223737626,-0.0331831223737626,0.0663662447475252,94,106,0,-0.024707370689936968,0.16312998238063997,2000,20260873
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,shuffled_image,ocr,200,6.636624474752519,5.301003033774237,0.0331831223737626,0.026505015168871188,0.006678107204891409,92,108,0,-0.05869332186381019,0.06655341814813168,2000,20260874
checkpoint_minus_baseline,preference,mean_margin,step-000000,vision,step-001500,vision,ocr,200,6.636624474752519,0.3825317360106004,0.0331831223737626,0.001912658680053002,0.031270463693709595,97,103,0,-0.013448022728874545,0.07755584250177659,2000,20260875
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,background_matched_aux,shape,200,11.0,0.0,0.055,0.0,0.055,11,0,189,0.025,0.09,2000,20260876
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,paired_counterfactual_image,shape,200,11.0,0.0,0.055,0.0,0.055,11,0,189,0.03,0.09,2000,20260877
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,shuffled_image,shape,200,11.0,5.0,0.055,0.025,0.03,10,4,186,-0.005,0.07,2000,20260878
checkpoint_minus_baseline,preference,paired_preference,step-000000,vision,step-001500,vision,shape,200,11.0,26.0,0.055,0.13,-0.075,11,26,163,-0.135,-0.02,2000,20260879
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,background_matched_aux,shape,200,105.5,100.0,0.5275,0.5,0.0275,11,0,189,0.0125,0.045,2000,20260880
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,paired_counterfactual_image,shape,200,105.5,94.5,0.5275,0.4725,0.055,11,0,189,0.025,0.09,2000,20260881
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,shuffled_image,shape,200,105.5,101.0,0.5275,0.505,0.0225,12,4,184,0.0025,0.045,2000,20260882
checkpoint_minus_baseline,preference,sample_preference,step-000000,vision,step-001500,vision,shape,200,105.5,113.0,0.5275,0.565,-0.0375,11,26,163,-0.0675,-0.0075,2000,20260883
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,background_matched_aux,shape,200,-4.29686975479126,-21.921881437301636,-0.0214843487739563,-0.10960940718650818,0.08812505841255187,107,93,0,0.03242194175720215,0.14375004649162293,2000,20260884
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,paired_counterfactual_image,shape,200,-4.29686975479126,4.29686975479126,-0.0214843487739563,0.0214843487739563,-0.0429686975479126,100,100,0,-0.10874993324279786,0.027968792915344237,2000,20260885
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,shuffled_image,shape,200,-4.29686975479126,-0.6093754768371582,-0.0214843487739563,-0.003046877384185791,-0.018437471389770508,96,100,4,-0.07820309281349182,0.039296891689300534,2000,20260886
checkpoint_minus_baseline,preference,mean_margin,step-000000,vision,step-001500,vision,shape,200,-4.29686975479126,26.593745529651642,-0.0214843487739563,0.1329687276482582,-0.1544530764222145,54,116,30,-0.19593744426965715,-0.11343745172023773,2000,20260887
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,background_matched_aux,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260888
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,paired_counterfactual_image,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260889
vision_minus_condition,preference,paired_preference,step-000000,vision,step-000000,shuffled_image,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260890
checkpoint_minus_baseline,preference,paired_preference,step-000000,vision,step-001500,vision,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260891
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,background_matched_aux,spatial,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260892
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,paired_counterfactual_image,spatial,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260893
vision_minus_condition,preference,sample_preference,step-000000,vision,step-000000,shuffled_image,spatial,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260894
checkpoint_minus_baseline,preference,sample_preference,step-000000,vision,step-001500,vision,spatial,200,100.0,75.0,0.5,0.375,0.125,50,0,150,0.0975,0.155,2000,20260895
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,background_matched_aux,spatial,200,26.075565814971924,-6.878411769866943,0.13037782907485962,-0.03439205884933472,0.16476988792419434,200,0,0,0.1476389718055725,0.18167381525039672,2000,20260896
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,paired_counterfactual_image,spatial,200,26.075565814971924,-26.075565814971924,0.13037782907485962,-0.13037782907485962,0.26075565814971924,100,100,0,0.21403906345367432,0.3075696396827698,2000,20260897
vision_minus_condition,preference,mean_margin,step-000000,vision,step-000000,shuffled_image,spatial,200,26.075565814971924,9.89539623260498,0.13037782907485962,0.0494769811630249,0.08090084791183472,150,50,0,0.03985229730606079,0.12091116666793823,2000,20260898
checkpoint_minus_baseline,preference,mean_margin,step-000000,vision,step-001500,vision,spatial,200,26.075565814971924,-8.250009268522263,0.13037782907485962,-0.04125004634261131,0.17162787541747093,150,50,0,0.14767714440822602,0.19636479929089545,2000,20260899
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,background_matched_aux,overall,1200,26.0,27.0,0.021666666666666667,0.0225,-0.0008333333333333334,5,6,1189,-0.006666666666666667,0.004166666666666667,2000,20260900
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,paired_counterfactual_image,overall,1200,26.0,53.0,0.021666666666666667,0.04416666666666667,-0.0225,26,53,1121,-0.0375,-0.008333333333333333,2000,20260901
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,shuffled_image,overall,1200,26.0,3.0,0.021666666666666667,0.0025,0.019166666666666665,23,0,1177,0.011666666666666667,0.0275,2000,20260902
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,background_matched_aux,overall,1200,584.5,612.0,0.4870833333333333,0.51,-0.022916666666666665,7,62,1131,-0.029583333333333333,-0.01625,2000,20260903
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,paired_counterfactual_image,overall,1200,584.5,611.5,0.4870833333333333,0.5095833333333334,-0.0225,27,54,1119,-0.0375,-0.00875,2000,20260904
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,shuffled_image,overall,1200,584.5,592.0,0.4870833333333333,0.49333333333333335,-0.00625,32,57,1111,-0.015,0.002916666666666667,2000,20260905
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,background_matched_aux,overall,1200,21.224753890151074,42.956264558860234,0.017687294908459227,0.03579688713238353,-0.018109592223924303,353,702,145,-0.02063009321736911,-0.015763332043020495,2000,20260906
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,paired_counterfactual_image,overall,1200,21.224753890151074,-21.224753890151074,0.017687294908459227,-0.017687294908459227,0.035374589816918454,600,389,211,0.024790560165094955,0.046200191113683925,2000,20260907
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,shuffled_image,overall,1200,21.224753890151074,-9.851832545655114,0.017687294908459227,-0.008209860454712595,0.025897155363171824,633,477,90,0.01851696167318595,0.03413933078921031,2000,20260908
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,background_matched_aux,color,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260909
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,paired_counterfactual_image,color,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260910
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,shuffled_image,color,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260911
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,background_matched_aux,color,200,98.0,98.5,0.49,0.4925,-0.0025,2,3,195,-0.015,0.0075,2000,20260912
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,paired_counterfactual_image,color,200,98.0,98.0,0.49,0.49,0.0,1,1,198,-0.0075,0.0075,2000,20260913
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,shuffled_image,color,200,98.0,96.5,0.49,0.4825,0.0075,7,4,189,-0.0075,0.0225,2000,20260914
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,background_matched_aux,color,200,2.593750238418579,4.312500715255737,0.012968751192092896,0.021562503576278688,-0.00859375238418579,59,95,46,-0.014218753278255463,-0.0029687535762786864,2000,20260915
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,paired_counterfactual_image,color,200,2.593750238418579,-2.593750238418579,0.012968751192092896,-0.012968751192092896,0.025937502384185792,99,28,73,0.017812505960464478,0.03343750417232513,2000,20260916
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,shuffled_image,color,200,2.593750238418579,-0.37499988079071045,0.012968751192092896,-0.0018749994039535523,0.014843750596046448,116,54,30,0.008593749701976777,0.021250002086162567,2000,20260917
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,background_matched_aux,coordinate,200,0.0,6.0,0.0,0.03,-0.03,0,6,194,-0.055,-0.01,2000,20260918
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,paired_counterfactual_image,coordinate,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260919
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,shuffled_image,coordinate,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260920
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,background_matched_aux,coordinate,200,100.0,103.0,0.5,0.515,-0.015,0,6,194,-0.0275,-0.005,2000,20260921
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,paired_counterfactual_image,coordinate,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260922
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,shuffled_image,coordinate,200,100.0,99.0,0.5,0.495,0.005,2,0,198,0.0,0.0125,2000,20260923
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,background_matched_aux,coordinate,200,-1.2515151500701904,1.8401508331298828,-0.006257575750350952,0.009200754165649415,-0.015458329916000366,76,117,7,-0.02035830020904541,-0.01033716917037964,2000,20260924
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,paired_counterfactual_image,coordinate,200,-1.2515151500701904,1.2515151500701904,-0.006257575750350952,0.006257575750350952,-0.012515151500701904,93,92,15,-0.019796373844146727,-0.005534646511077881,2000,20260925
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,shuffled_image,coordinate,200,-1.2515151500701904,0.18758916854858398,-0.006257575750350952,0.00093794584274292,-0.0071955215930938725,90,100,10,-0.012398394346237183,-0.0017293941974639892,2000,20260926
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,background_matched_aux,count,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260927
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,paired_counterfactual_image,count,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260928
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,shuffled_image,count,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260929
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,background_matched_aux,count,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260930
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,paired_counterfactual_image,count,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260931
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,shuffled_image,count,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260932
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,background_matched_aux,count,200,1.1562508046627045,0.37499940395355225,0.0057812540233135225,0.0018749970197677612,0.003906257003545761,88,57,55,1.0281801223754882e-08,0.007812501192092895,2000,20260933
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,paired_counterfactual_image,count,200,1.1562508046627045,-1.1562508046627045,0.0057812540233135225,-0.0057812540233135225,0.011562508046627045,85,42,73,0.005937513709068298,0.017187503874301912,2000,20260934
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,shuffled_image,count,200,1.1562508046627045,0.4687497019767761,0.0057812540233135225,0.0023437485098838804,0.0034375055134296417,89,65,46,-0.0006249906122684479,0.007187510579824447,2000,20260935
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,background_matched_aux,ocr,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260936
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,paired_counterfactual_image,ocr,200,0.0,3.0,0.0,0.015,-0.015,0,3,197,-0.035,0.0,2000,20260937
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,shuffled_image,ocr,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260938
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,background_matched_aux,ocr,200,98.5,100.0,0.4925,0.5,-0.0075,0,3,197,-0.0175,0.0,2000,20260939
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,paired_counterfactual_image,ocr,200,98.5,101.5,0.4925,0.5075,-0.015,0,3,197,-0.035,0.0,2000,20260940
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,shuffled_image,ocr,200,98.5,100.0,0.4925,0.5,-0.0075,0,3,197,-0.0175,0.0,2000,20260941
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,background_matched_aux,ocr,200,0.3825317360106004,0.7976800237383179,0.001912658680053002,0.00398840011869159,-0.0020757414386385876,95,105,0,-0.005936753420602696,0.0016861680916377241,2000,20260942
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,paired_counterfactual_image,ocr,200,0.3825317360106004,-0.3825317360106004,0.001912658680053002,-0.001912658680053002,0.003825317360106004,106,94,0,-0.0070020292827061344,0.013628516719454815,2000,20260943
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,shuffled_image,ocr,200,0.3825317360106004,-0.3103845187595915,0.001912658680053002,-0.0015519225937979575,0.0034645812738509597,103,97,0,-0.004067869345347069,0.010220485641842792,2000,20260944
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,background_matched_aux,shape,200,26.0,21.0,0.13,0.105,0.025,5,0,195,0.005,0.05,2000,20260945
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,paired_counterfactual_image,shape,200,26.0,0.0,0.13,0.0,0.13,26,0,174,0.085,0.18,2000,20260946
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,shuffled_image,shape,200,26.0,3.0,0.13,0.015,0.115,23,0,177,0.075,0.16,2000,20260947
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,background_matched_aux,shape,200,113.0,110.5,0.565,0.5525,0.0125,5,0,195,0.0025,0.025,2000,20260948
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,paired_counterfactual_image,shape,200,113.0,87.0,0.565,0.435,0.13,26,0,174,0.085,0.18,2000,20260949
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,shuffled_image,shape,200,113.0,96.5,0.565,0.4825,0.0825,23,0,177,0.05,0.12,2000,20260950
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,background_matched_aux,shape,200,26.593745529651642,34.28124451637268,0.1329687276482582,0.17140622258186342,-0.038437494933605196,35,128,37,-0.047031235992908475,-0.029531242847442626,2000,20260951
