checkpoint,optimizer_steps,examples_seen,condition,task,accuracy_numerator,accuracy_denominator,accuracy,paired_numerator,paired_denominator,paired_accuracy,answer_flip_numerator,answer_flip_denominator,answer_flip_accuracy,prediction_flip_rate
step-000000,0,0,blank,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,same_image,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.0
step-000000,0,0,same_image,color,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,same_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,same_image,count,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,same_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,same_image,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,same_image,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,shuffled_image,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.5033333333333333
step-000000,0,0,shuffled_image,color,0,100,0.0,0,50,0.0,0,50,0.0,0.66
step-000000,0,0,shuffled_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,shuffled_image,count,0,100,0.0,0,50,0.0,0,50,0.0,0.72
step-000000,0,0,shuffled_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.74
step-000000,0,0,shuffled_image,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.9
step-000000,0,0,shuffled_image,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,patch_permutation,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.57
step-000000,0,0,patch_permutation,color,0,100,0.0,0,50,0.0,0,50,0.0,0.66
step-000000,0,0,patch_permutation,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.04
step-000000,0,0,patch_permutation,count,0,100,0.0,0,50,0.0,0,50,0.0,0.66
step-000000,0,0,patch_permutation,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.58
step-000000,0,0,patch_permutation,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.9
step-000000,0,0,patch_permutation,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.58
step-000000,0,0,paired_counterfactual_image,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.49
step-000000,0,0,paired_counterfactual_image,color,0,100,0.0,0,50,0.0,0,50,0.0,0.66
step-000000,0,0,paired_counterfactual_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,paired_counterfactual_image,count,0,100,0.0,0,50,0.0,0,50,0.0,0.66
step-000000,0,0,paired_counterfactual_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.7
step-000000,0,0,paired_counterfactual_image,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.92
step-000000,0,0,paired_counterfactual_image,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,background_matched_aux,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.37333333333333335
step-000000,0,0,background_matched_aux,color,0,100,0.0,0,50,0.0,0,50,0.0,0.28
step-000000,0,0,background_matched_aux,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000000,0,0,background_matched_aux,count,0,100,0.0,0,50,0.0,0,50,0.0,0.68
step-000000,0,0,background_matched_aux,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.74
step-000000,0,0,background_matched_aux,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.54
step-000000,0,0,background_matched_aux,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,vision,overall,82,600,0.13666666666666666,0,300,0.0,0,300,0.0,0.043333333333333335
step-000500,500,4000,vision,color,12,100,0.12,0,50,0.0,0,50,0.0,0.18
step-000500,500,4000,vision,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,vision,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,vision,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.08
step-000500,500,4000,vision,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,vision,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blind,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.0
step-000500,500,4000,blind,color,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blind,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blind,count,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blind,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blind,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blind,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blank,overall,57,600,0.095,0,300,0.0,0,300,0.0,0.0
step-000500,500,4000,blank,color,13,100,0.13,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blank,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blank,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blank,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blank,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,blank,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,same_image,overall,83,600,0.13833333333333334,0,300,0.0,0,300,0.0,0.0
step-000500,500,4000,same_image,color,13,100,0.13,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,same_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,same_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,same_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,same_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,same_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,shuffled_image,overall,83,600,0.13833333333333334,0,300,0.0,0,300,0.0,0.03
step-000500,500,4000,shuffled_image,color,13,100,0.13,0,50,0.0,0,50,0.0,0.12
step-000500,500,4000,shuffled_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,shuffled_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,shuffled_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.06
step-000500,500,4000,shuffled_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,shuffled_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,patch_permutation,overall,88,600,0.14666666666666667,1,300,0.0033333333333333335,1,300,0.0033333333333333335,0.13
step-000500,500,4000,patch_permutation,color,19,100,0.19,0,50,0.0,0,50,0.0,0.4
step-000500,500,4000,patch_permutation,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,patch_permutation,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,patch_permutation,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.2
step-000500,500,4000,patch_permutation,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,patch_permutation,spatial,32,100,0.32,1,50,0.02,1,50,0.02,0.18
step-000500,500,4000,paired_counterfactual_image,overall,82,600,0.13666666666666666,0,300,0.0,0,300,0.0,0.043333333333333335
step-000500,500,4000,paired_counterfactual_image,color,12,100,0.12,0,50,0.0,0,50,0.0,0.18
step-000500,500,4000,paired_counterfactual_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,paired_counterfactual_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,paired_counterfactual_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.08
step-000500,500,4000,paired_counterfactual_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,paired_counterfactual_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,background_matched_aux,overall,87,600,0.145,0,300,0.0,0,300,0.0,0.02
step-000500,500,4000,background_matched_aux,color,17,100,0.17,0,50,0.0,0,50,0.0,0.12
step-000500,500,4000,background_matched_aux,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,background_matched_aux,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,background_matched_aux,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,background_matched_aux,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-000500,500,4000,background_matched_aux,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,vision,overall,93,600,0.155,0,300,0.0,0,300,0.0,0.13333333333333333
step-001000,1000,8000,vision,color,23,100,0.23,0,50,0.0,0,50,0.0,0.12
step-001000,1000,8000,vision,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.58
step-001000,1000,8000,vision,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,vision,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.1
step-001000,1000,8000,vision,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,vision,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blind,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.0
step-001000,1000,8000,blind,color,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blind,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blind,count,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blind,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blind,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blind,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blank,overall,83,600,0.13833333333333334,0,300,0.0,0,300,0.0,0.0
step-001000,1000,8000,blank,color,13,100,0.13,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blank,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blank,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blank,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blank,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,blank,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,same_image,overall,87,600,0.145,0,300,0.0,0,300,0.0,0.0
step-001000,1000,8000,same_image,color,17,100,0.17,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,same_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,same_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,same_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,same_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,same_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,shuffled_image,overall,88,600,0.14666666666666667,0,300,0.0,0,300,0.0,0.07666666666666666
step-001000,1000,8000,shuffled_image,color,18,100,0.18,0,50,0.0,0,50,0.0,0.06
step-001000,1000,8000,shuffled_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.3
step-001000,1000,8000,shuffled_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,shuffled_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.1
step-001000,1000,8000,shuffled_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,shuffled_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,patch_permutation,overall,89,600,0.14833333333333334,2,300,0.006666666666666667,2,300,0.006666666666666667,0.16
step-001000,1000,8000,patch_permutation,color,17,100,0.17,0,50,0.0,0,50,0.0,0.02
step-001000,1000,8000,patch_permutation,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.04
step-001000,1000,8000,patch_permutation,count,11,100,0.11,0,50,0.0,0,50,0.0,0.18
step-001000,1000,8000,patch_permutation,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.68
step-001000,1000,8000,patch_permutation,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,patch_permutation,spatial,35,100,0.35,2,50,0.04,2,50,0.04,0.04
step-001000,1000,8000,paired_counterfactual_image,overall,93,600,0.155,0,300,0.0,0,300,0.0,0.13333333333333333
step-001000,1000,8000,paired_counterfactual_image,color,23,100,0.23,0,50,0.0,0,50,0.0,0.12
step-001000,1000,8000,paired_counterfactual_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.58
step-001000,1000,8000,paired_counterfactual_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,paired_counterfactual_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.1
step-001000,1000,8000,paired_counterfactual_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,paired_counterfactual_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,background_matched_aux,overall,90,600,0.15,1,300,0.0033333333333333335,1,300,0.0033333333333333335,0.07666666666666666
step-001000,1000,8000,background_matched_aux,color,20,100,0.2,1,50,0.02,1,50,0.02,0.06
step-001000,1000,8000,background_matched_aux,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.4
step-001000,1000,8000,background_matched_aux,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,background_matched_aux,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,background_matched_aux,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001000,1000,8000,background_matched_aux,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,vision,overall,81,600,0.135,0,300,0.0,0,300,0.0,0.2733333333333333
step-001500,1500,12000,vision,color,22,100,0.22,0,50,0.0,0,50,0.0,0.4
step-001500,1500,12000,vision,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.52
step-001500,1500,12000,vision,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,vision,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.5
step-001500,1500,12000,vision,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,vision,spatial,22,100,0.22,0,50,0.0,0,50,0.0,0.22
step-001500,1500,12000,blind,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.0
step-001500,1500,12000,blind,color,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blind,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blind,count,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blind,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blind,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blind,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blank,overall,83,600,0.13833333333333334,0,300,0.0,0,300,0.0,0.0
step-001500,1500,12000,blank,color,13,100,0.13,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blank,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blank,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blank,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blank,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,blank,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,same_image,overall,87,600,0.145,0,300,0.0,0,300,0.0,0.0
step-001500,1500,12000,same_image,color,17,100,0.17,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,same_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,same_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,same_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,same_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,same_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,shuffled_image,overall,88,600,0.14666666666666667,0,300,0.0,0,300,0.0,0.19
step-001500,1500,12000,shuffled_image,color,18,100,0.18,0,50,0.0,0,50,0.0,0.34
step-001500,1500,12000,shuffled_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.42
step-001500,1500,12000,shuffled_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,shuffled_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.38
step-001500,1500,12000,shuffled_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,shuffled_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,patch_permutation,overall,74,600,0.12333333333333334,8,300,0.02666666666666667,8,300,0.02666666666666667,0.36333333333333334
step-001500,1500,12000,patch_permutation,color,21,100,0.21,3,50,0.06,3,50,0.06,0.46
step-001500,1500,12000,patch_permutation,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.62
step-001500,1500,12000,patch_permutation,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,patch_permutation,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.34
step-001500,1500,12000,patch_permutation,shape,6,100,0.06,0,50,0.0,0,50,0.0,0.44
step-001500,1500,12000,patch_permutation,spatial,36,100,0.36,5,50,0.1,5,50,0.1,0.32
step-001500,1500,12000,paired_counterfactual_image,overall,81,600,0.135,0,300,0.0,0,300,0.0,0.2733333333333333
step-001500,1500,12000,paired_counterfactual_image,color,22,100,0.22,0,50,0.0,0,50,0.0,0.4
step-001500,1500,12000,paired_counterfactual_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.52
step-001500,1500,12000,paired_counterfactual_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,paired_counterfactual_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.5
step-001500,1500,12000,paired_counterfactual_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,paired_counterfactual_image,spatial,22,100,0.22,0,50,0.0,0,50,0.0,0.22
step-001500,1500,12000,background_matched_aux,overall,88,600,0.14666666666666667,0,300,0.0,0,300,0.0,0.17
step-001500,1500,12000,background_matched_aux,color,18,100,0.18,0,50,0.0,0,50,0.0,0.06
step-001500,1500,12000,background_matched_aux,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.56
step-001500,1500,12000,background_matched_aux,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,background_matched_aux,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.4
step-001500,1500,12000,background_matched_aux,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-001500,1500,12000,background_matched_aux,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,vision,overall,85,600,0.14166666666666666,0,300,0.0,0,300,0.0,0.04
step-002000,2000,16000,vision,color,15,100,0.15,0,50,0.0,0,50,0.0,0.24
step-002000,2000,16000,vision,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,vision,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,vision,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,vision,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,vision,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blind,overall,0,600,0.0,0,300,0.0,0,300,0.0,0.0
step-002000,2000,16000,blind,color,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blind,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blind,count,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blind,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blind,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blind,spatial,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blank,overall,62,600,0.10333333333333333,0,300,0.0,0,300,0.0,0.0
step-002000,2000,16000,blank,color,18,100,0.18,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blank,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blank,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blank,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blank,shape,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,blank,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,same_image,overall,87,600,0.145,0,300,0.0,0,300,0.0,0.0
step-002000,2000,16000,same_image,color,17,100,0.17,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,same_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,same_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,same_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,same_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,same_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,shuffled_image,overall,87,600,0.145,0,300,0.0,0,300,0.0,0.04
step-002000,2000,16000,shuffled_image,color,17,100,0.17,0,50,0.0,0,50,0.0,0.24
step-002000,2000,16000,shuffled_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,shuffled_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,shuffled_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,shuffled_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,shuffled_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,patch_permutation,overall,74,600,0.12333333333333334,0,300,0.0,0,300,0.0,0.15666666666666668
step-002000,2000,16000,patch_permutation,color,14,100,0.14,0,50,0.0,0,50,0.0,0.24
step-002000,2000,16000,patch_permutation,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.16
step-002000,2000,16000,patch_permutation,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,patch_permutation,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.16
step-002000,2000,16000,patch_permutation,shape,16,100,0.16,0,50,0.0,0,50,0.0,0.22
step-002000,2000,16000,patch_permutation,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.16
step-002000,2000,16000,paired_counterfactual_image,overall,85,600,0.14166666666666666,0,300,0.0,0,300,0.0,0.04
step-002000,2000,16000,paired_counterfactual_image,color,15,100,0.15,0,50,0.0,0,50,0.0,0.24
step-002000,2000,16000,paired_counterfactual_image,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,paired_counterfactual_image,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,paired_counterfactual_image,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,paired_counterfactual_image,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,paired_counterfactual_image,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,background_matched_aux,overall,84,600,0.14,0,300,0.0,0,300,0.0,0.02
step-002000,2000,16000,background_matched_aux,color,14,100,0.14,0,50,0.0,0,50,0.0,0.12
step-002000,2000,16000,background_matched_aux,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,background_matched_aux,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,background_matched_aux,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,background_matched_aux,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
step-002000,2000,16000,background_matched_aux,spatial,33,100,0.33,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,vision,overall,85,600,0.14166666666666666,0,300,0.0,0,300,0.0,0.04
current-final,2000,16000,vision,color,15,100,0.15,0,50,0.0,0,50,0.0,0.24
current-final,2000,16000,vision,coordinate,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,vision,count,11,100,0.11,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,vision,ocr,0,100,0.0,0,50,0.0,0,50,0.0,0.0
current-final,2000,16000,vision,shape,26,100,0.26,0,50,0.0,0,50,0.0,0.0
