family,modality,metric,state_a,condition_a,state_b,condition_b,task,denominator,sum_a,sum_b,mean_a,mean_b,mean_gap,a_only_better,b_only_better,equal,ci95_low,ci95_high,bootstrap_samples,seed
state_minus_step50,preference,sample_preference,anchor-1e-2,vision,frozen-base,vision,ocr,50,30.5,29.5,0.61,0.59,0.02,3,1,46,-0.02,0.06,2000,20260849
anchor_minus_control,preference,sample_preference,anchor-1e-2,vision,resume-control,vision,ocr,50,30.5,30.5,0.61,0.61,0.0,3,3,44,-0.04,0.05,2000,20260850
state_minus_step50,preference,mean_margin,anchor-1e-2,vision,frozen-base,vision,ocr,50,37.66231603849502,30.80309904189337,0.7532463207699004,0.6160619808378673,0.137184339932033,37,13,0,0.08446239623569302,0.19461078843616303,2000,20260851
anchor_minus_control,preference,mean_margin,anchor-1e-2,vision,resume-control,vision,ocr,50,37.66231603849502,38.66087416921343,0.7532463207699004,0.7732174833842685,-0.019971162614368283,24,26,0,-0.05349464766184489,0.01357279316584263,2000,20260852
state_minus_step50,preference,paired_preference,anchor-1e-2,vision,frozen-base,vision,shape,50,27.0,40.0,0.54,0.8,-0.26,0,13,37,-0.38,-0.14,2000,20260853
anchor_minus_control,preference,paired_preference,anchor-1e-2,vision,resume-control,vision,shape,50,27.0,24.0,0.54,0.48,0.06,3,0,47,0.0,0.14,2000,20260854
state_minus_step50,preference,sample_preference,anchor-1e-2,vision,frozen-base,vision,shape,50,38.5,45.0,0.77,0.9,-0.13,0,13,37,-0.19,-0.07,2000,20260855
anchor_minus_control,preference,sample_preference,anchor-1e-2,vision,resume-control,vision,shape,50,38.5,37.0,0.77,0.74,0.03,3,0,47,0.0,0.07,2000,20260856
state_minus_step50,preference,mean_margin,anchor-1e-2,vision,frozen-base,vision,shape,50,320.9218735782779,307.96874961827416,6.418437471565557,6.159374992365483,0.25906247920007447,25,25,0,0.08531242813449352,0.4571874814503826,2000,20260857
anchor_minus_control,preference,mean_margin,anchor-1e-2,vision,resume-control,vision,shape,50,320.9218735782779,247.32812554389238,6.418437471565557,4.946562510877848,1.47187496068771,34,16,0,1.0381249924073928,1.9353124571731315,2000,20260858
state_minus_step50,preference,paired_preference,anchor-1e-2,vision,frozen-base,vision,spatial,50,38.0,37.0,0.76,0.74,0.02,13,12,25,-0.18,0.22,2000,20260859
anchor_minus_control,preference,paired_preference,anchor-1e-2,vision,resume-control,vision,spatial,50,38.0,50.0,0.76,1.0,-0.24,0,12,38,-0.36,-0.12,2000,20260860
state_minus_step50,preference,sample_preference,anchor-1e-2,vision,frozen-base,vision,spatial,50,44.0,43.5,0.88,0.87,0.01,13,12,25,-0.09,0.11,2000,20260861
anchor_minus_control,preference,sample_preference,anchor-1e-2,vision,resume-control,vision,spatial,50,44.0,50.0,0.88,1.0,-0.12,0,12,38,-0.18,-0.06,2000,20260862
state_minus_step50,preference,mean_margin,anchor-1e-2,vision,frozen-base,vision,spatial,50,166.20154501020443,48.250350423157215,3.3240309002040886,0.9650070084631444,2.3590238917409443,50,0,0,2.219242150267819,2.4979365813045296,2000,20260863
anchor_minus_control,preference,mean_margin,anchor-1e-2,vision,resume-control,vision,spatial,50,166.20154501020443,199.2473962852091,3.3240309002040886,3.984947925704182,-0.6609170255000936,0,50,0,-0.7766739119973499,-0.5406532313348725,2000,20260864
state_minus_step50,preference,paired_preference,anchor-1e-3,vision,frozen-base,vision,overall,300,171.0,158.0,0.57,0.5266666666666666,0.043333333333333335,50,37,213,-0.02,0.1,2000,20260865
anchor_minus_control,preference,paired_preference,anchor-1e-3,vision,resume-control,vision,overall,300,171.0,155.0,0.57,0.5166666666666667,0.05333333333333334,21,5,274,0.02,0.08666666666666667,2000,20260866
state_minus_step50,preference,sample_preference,anchor-1e-3,vision,frozen-base,vision,overall,300,234.0,227.5,0.78,0.7583333333333333,0.021666666666666667,50,37,213,-0.006666666666666667,0.05333333333333334,2000,20260867
anchor_minus_control,preference,sample_preference,anchor-1e-3,vision,resume-control,vision,overall,300,234.0,225.0,0.78,0.75,0.03,23,5,272,0.015,0.04666666666666667,2000,20260868
state_minus_step50,preference,mean_margin,anchor-1e-3,vision,frozen-base,vision,overall,300,835.08565523819,543.7104052717054,2.783618850793967,1.8123680175723516,0.9712508332216152,227,72,1,0.8130390729807809,1.1372993375759384,2000,20260869
anchor_minus_control,preference,mean_margin,anchor-1e-3,vision,resume-control,vision,overall,300,835.08565523819,759.686394495463,2.783618850793967,2.5322879816515433,0.2513308691424235,177,121,2,0.14034548400721736,0.37252958610374476,2000,20260870
state_minus_step50,preference,paired_preference,anchor-1e-3,vision,frozen-base,vision,color,50,47.0,29.0,0.94,0.58,0.36,21,3,26,0.2,0.52,2000,20260871
anchor_minus_control,preference,paired_preference,anchor-1e-3,vision,resume-control,vision,color,50,47.0,37.0,0.94,0.74,0.2,10,0,40,0.1,0.32,2000,20260872
state_minus_step50,preference,sample_preference,anchor-1e-3,vision,frozen-base,vision,color,50,48.5,39.5,0.97,0.79,0.18,21,3,26,0.09,0.26,2000,20260873
anchor_minus_control,preference,sample_preference,anchor-1e-3,vision,resume-control,vision,color,50,48.5,43.5,0.97,0.87,0.1,10,0,40,0.05,0.16,2000,20260874
state_minus_step50,preference,mean_margin,anchor-1e-3,vision,frozen-base,vision,color,50,212.46875132847345,102.81249975413084,4.249375026569469,2.056249995082617,2.193125031486852,50,0,0,1.8981250343460123,2.4962500735302457,2000,20260875
anchor_minus_control,preference,mean_margin,anchor-1e-3,vision,resume-control,vision,color,50,212.46875132847345,180.0000012210803,4.249375026569469,3.600000024421606,0.6493750021478627,43,7,0,0.46875001494190655,0.8500000209081918,2000,20260876
state_minus_step50,preference,paired_preference,anchor-1e-3,vision,frozen-base,vision,coordinate,50,33.0,22.0,0.66,0.44,0.22,12,1,37,0.1,0.36,2000,20260877
anchor_minus_control,preference,paired_preference,anchor-1e-3,vision,resume-control,vision,coordinate,50,33.0,27.0,0.66,0.54,0.12,7,1,42,0.02,0.22,2000,20260878
state_minus_step50,preference,sample_preference,anchor-1e-3,vision,frozen-base,vision,coordinate,50,41.5,36.0,0.83,0.72,0.11,12,1,37,0.05,0.17,2000,20260879
anchor_minus_control,preference,sample_preference,anchor-1e-3,vision,resume-control,vision,coordinate,50,41.5,38.5,0.83,0.77,0.06,7,1,42,0.01,0.12,2000,20260880
state_minus_step50,preference,mean_margin,anchor-1e-3,vision,frozen-base,vision,coordinate,50,70.71080791950226,35.5944567322731,1.4142161583900452,0.711889134645462,0.7023270237445831,45,5,0,0.2694169870018959,1.082341543212533,2000,20260881
anchor_minus_control,preference,mean_margin,anchor-1e-3,vision,resume-control,vision,coordinate,50,70.71080791950226,76.88749706745148,1.4142161583900452,1.5377499413490296,-0.12353378295898437,31,19,0,-0.4720914992690086,0.16380730502307414,2000,20260882
state_minus_step50,preference,paired_preference,anchor-1e-3,vision,frozen-base,vision,count,50,5.0,21.0,0.1,0.42,-0.32,1,17,32,-0.46,-0.18,2000,20260883
anchor_minus_control,preference,paired_preference,anchor-1e-3,vision,resume-control,vision,count,50,5.0,6.0,0.1,0.12,-0.02,1,2,47,-0.08,0.04,2000,20260884
state_minus_step50,preference,sample_preference,anchor-1e-3,vision,frozen-base,vision,count,50,26.0,34.0,0.52,0.68,-0.16,1,17,32,-0.24,-0.09,2000,20260885
anchor_minus_control,preference,sample_preference,anchor-1e-3,vision,resume-control,vision,count,50,26.0,25.5,0.52,0.51,0.01,3,2,45,-0.03,0.05,2000,20260886
state_minus_step50,preference,mean_margin,anchor-1e-3,vision,frozen-base,vision,count,50,25.343750298023224,18.281249701976776,0.5068750059604645,0.3656249940395355,0.14125001192092895,35,14,1,0.01562501460313797,0.262500002682209,2000,20260887
anchor_minus_control,preference,mean_margin,anchor-1e-3,vision,resume-control,vision,count,50,25.343750298023224,17.562500208616257,0.5068750059604645,0.35125000417232516,0.15562500178813934,42,6,2,0.1168750074505806,0.19687497943639756,2000,20260888
state_minus_step50,preference,paired_preference,anchor-1e-3,vision,frozen-base,vision,ocr,50,9.0,9.0,0.18,0.18,0.0,3,3,44,-0.1,0.1,2000,20260889
anchor_minus_control,preference,paired_preference,anchor-1e-3,vision,resume-control,vision,ocr,50,9.0,11.0,0.18,0.22,-0.04,0,2,48,-0.1,0.0,2000,20260890
state_minus_step50,preference,sample_preference,anchor-1e-3,vision,frozen-base,vision,ocr,50,29.5,29.5,0.59,0.59,0.0,3,3,44,-0.05,0.05,2000,20260891
anchor_minus_control,preference,sample_preference,anchor-1e-3,vision,resume-control,vision,ocr,50,29.5,30.5,0.59,0.61,-0.02,0,2,48,-0.05,0.0,2000,20260892
state_minus_step50,preference,mean_margin,anchor-1e-3,vision,frozen-base,vision,ocr,50,35.769216425078255,30.80309904189337,0.7153843285015651,0.6160619808378673,0.09932234766369773,32,18,0,0.029471853437877855,0.17657762563796267,2000,20260893
anchor_minus_control,preference,mean_margin,anchor-1e-3,vision,resume-control,vision,ocr,50,35.769216425078255,38.66087416921343,0.7153843285015651,0.7732174833842685,-0.05783315488270354,12,38,0,-0.07881405971163793,-0.036811166377294674,2000,20260894
state_minus_step50,preference,paired_preference,anchor-1e-3,vision,frozen-base,vision,shape,50,27.0,40.0,0.54,0.8,-0.26,0,13,37,-0.38,-0.14,2000,20260895
anchor_minus_control,preference,paired_preference,anchor-1e-3,vision,resume-control,vision,shape,50,27.0,24.0,0.54,0.48,0.06,3,0,47,0.0,0.14,2000,20260896
state_minus_step50,preference,sample_preference,anchor-1e-3,vision,frozen-base,vision,shape,50,38.5,45.0,0.77,0.9,-0.13,0,13,37,-0.19,-0.07,2000,20260897
anchor_minus_control,preference,sample_preference,anchor-1e-3,vision,resume-control,vision,shape,50,38.5,37.0,0.77,0.74,0.03,3,0,47,0.0,0.07,2000,20260898
state_minus_step50,preference,mean_margin,anchor-1e-3,vision,frozen-base,vision,shape,50,300.9218767780694,307.96874961827416,6.018437535561389,6.159374992365483,-0.14093745680409484,15,35,0,-0.3043749719078187,0.020937579926103355,2000,20260899
anchor_minus_control,preference,mean_margin,anchor-1e-3,vision,resume-control,vision,shape,50,300.9218767780694,247.32812554389238,6.018437535561389,4.946562510877848,1.0718750246835407,37,13,0,0.61468753902358,1.5365624276944436,2000,20260900
state_minus_step50,preference,paired_preference,anchor-1e-3,vision,frozen-base,vision,spatial,50,50.0,37.0,1.0,0.74,0.26,13,0,37,0.14,0.38,2000,20260901
anchor_minus_control,preference,paired_preference,anchor-1e-3,vision,resume-control,vision,spatial,50,50.0,50.0,1.0,1.0,0.0,0,0,50,0.0,0.0,2000,20260902
state_minus_step50,preference,sample_preference,anchor-1e-3,vision,frozen-base,vision,spatial,50,50.0,43.5,1.0,0.87,0.13,13,0,37,0.07,0.19,2000,20260903
anchor_minus_control,preference,sample_preference,anchor-1e-3,vision,resume-control,vision,spatial,50,50.0,50.0,1.0,1.0,0.0,0,0,50,0.0,0.0,2000,20260904
state_minus_step50,preference,mean_margin,anchor-1e-3,vision,frozen-base,vision,spatial,50,189.8712524890434,48.250350423157215,3.797425049780868,0.9650070084631444,2.8324180413177236,50,0,0,2.590696760809515,3.0875563404278363,2000,20260905
anchor_minus_control,preference,mean_margin,anchor-1e-3,vision,resume-control,vision,spatial,50,189.8712524890434,199.2473962852091,3.797425049780868,3.984947925704182,-0.18752287592331413,12,38,0,-0.31877285790396853,-0.045015245228423734,2000,20260906
state_minus_step50,preference,paired_preference,anchor-1e-4,vision,frozen-base,vision,overall,300,149.0,158.0,0.49666666666666665,0.5266666666666666,-0.03,37,46,217,-0.08666666666666667,0.03,2000,20260907
anchor_minus_control,preference,paired_preference,anchor-1e-4,vision,resume-control,vision,overall,300,149.0,155.0,0.49666666666666665,0.5166666666666667,-0.02,5,11,284,-0.04666666666666667,0.006666666666666667,2000,20260908
state_minus_step50,preference,sample_preference,anchor-1e-4,vision,frozen-base,vision,overall,300,222.0,227.5,0.74,0.7583333333333333,-0.018333333333333333,37,47,216,-0.04833333333333333,0.013333333333333334,2000,20260909
anchor_minus_control,preference,sample_preference,anchor-1e-4,vision,resume-control,vision,overall,300,222.0,225.0,0.74,0.75,-0.01,5,11,284,-0.023333333333333334,0.0033333333333333335,2000,20260910
state_minus_step50,preference,mean_margin,anchor-1e-4,vision,frozen-base,vision,overall,300,726.1093206689937,543.7104052717054,2.4203644022299793,1.8123680175723516,0.6079963846576274,228,71,1,0.4585102810365563,0.7655583580305083,2000,20260911
anchor_minus_control,preference,mean_margin,anchor-1e-4,vision,resume-control,vision,overall,300,726.1093206689937,759.686394495463,2.4203644022299793,2.5322879816515433,-0.11192357942156425,91,204,5,-0.16162834420539657,-0.06455876582040218,2000,20260912
state_minus_step50,preference,paired_preference,anchor-1e-4,vision,frozen-base,vision,color,50,35.0,29.0,0.7,0.58,0.12,12,6,32,-0.04,0.28,2000,20260913
anchor_minus_control,preference,paired_preference,anchor-1e-4,vision,resume-control,vision,color,50,35.0,37.0,0.7,0.74,-0.04,1,3,46,-0.12,0.02,2000,20260914
state_minus_step50,preference,sample_preference,anchor-1e-4,vision,frozen-base,vision,color,50,42.5,39.5,0.85,0.79,0.06,12,6,32,-0.02,0.14,2000,20260915
anchor_minus_control,preference,sample_preference,anchor-1e-4,vision,resume-control,vision,color,50,42.5,43.5,0.85,0.87,-0.02,1,3,46,-0.06,0.02,2000,20260916
state_minus_step50,preference,mean_margin,anchor-1e-4,vision,frozen-base,vision,color,50,153.40624816250056,102.81249975413084,3.0681249632500114,2.056249995082617,1.0118749681673944,49,1,0,0.834374981764704,1.1924999808892607,2000,20260917
anchor_minus_control,preference,mean_margin,anchor-1e-4,vision,resume-control,vision,color,50,153.40624816250056,180.0000012210803,3.0681249632500114,3.600000024421606,-0.531875061171595,2,48,0,-0.6481250920635648,-0.42562505300622433,2000,20260918
state_minus_step50,preference,paired_preference,anchor-1e-4,vision,frozen-base,vision,coordinate,50,24.0,22.0,0.48,0.44,0.04,6,4,40,-0.08,0.16,2000,20260919
anchor_minus_control,preference,paired_preference,anchor-1e-4,vision,resume-control,vision,coordinate,50,24.0,27.0,0.48,0.54,-0.06,1,4,45,-0.16,0.02,2000,20260920
state_minus_step50,preference,sample_preference,anchor-1e-4,vision,frozen-base,vision,coordinate,50,37.0,36.0,0.74,0.72,0.02,6,4,40,-0.04,0.09,2000,20260921
anchor_minus_control,preference,sample_preference,anchor-1e-4,vision,resume-control,vision,coordinate,50,37.0,38.5,0.74,0.77,-0.03,1,4,45,-0.08,0.01,2000,20260922
state_minus_step50,preference,mean_margin,anchor-1e-4,vision,frozen-base,vision,coordinate,50,65.72402614355087,35.5944567322731,1.3144805228710175,0.711889134645462,0.6025913882255555,43,7,0,0.449149534702301,0.7700460097193718,2000,20260923
anchor_minus_control,preference,mean_margin,anchor-1e-4,vision,resume-control,vision,coordinate,50,65.72402614355087,76.88749706745148,1.3144805228710175,1.5377499413490296,-0.22326941847801207,4,46,0,-0.28944572538137436,-0.16205741465091705,2000,20260924
state_minus_step50,preference,paired_preference,anchor-1e-4,vision,frozen-base,vision,count,50,8.0,21.0,0.16,0.42,-0.26,1,14,35,-0.4,-0.14,2000,20260925
anchor_minus_control,preference,paired_preference,anchor-1e-4,vision,resume-control,vision,count,50,8.0,6.0,0.16,0.12,0.04,3,1,46,-0.04,0.12,2000,20260926
state_minus_step50,preference,sample_preference,anchor-1e-4,vision,frozen-base,vision,count,50,26.5,34.0,0.53,0.68,-0.15,1,15,34,-0.23,-0.08,2000,20260927
anchor_minus_control,preference,sample_preference,anchor-1e-4,vision,resume-control,vision,count,50,26.5,25.5,0.53,0.51,0.02,3,1,46,-0.02,0.06,2000,20260928
state_minus_step50,preference,mean_margin,anchor-1e-4,vision,frozen-base,vision,count,50,20.28125013411045,18.281249701976776,0.405625002682209,0.3656249940395355,0.040000008642673494,32,17,1,-0.03375000178813934,0.11375002145767212,2000,20260929
anchor_minus_control,preference,mean_margin,anchor-1e-4,vision,resume-control,vision,count,50,20.28125013411045,17.562500208616257,0.405625002682209,0.35125000417232516,0.05437499850988388,23,22,5,0.002499993145465851,0.10937499910593033,2000,20260930
state_minus_step50,preference,paired_preference,anchor-1e-4,vision,frozen-base,vision,ocr,50,11.0,9.0,0.22,0.18,0.04,5,3,42,-0.06,0.16,2000,20260931
anchor_minus_control,preference,paired_preference,anchor-1e-4,vision,resume-control,vision,ocr,50,11.0,11.0,0.22,0.22,0.0,0,0,50,0.0,0.0,2000,20260932
state_minus_step50,preference,sample_preference,anchor-1e-4,vision,frozen-base,vision,ocr,50,30.5,29.5,0.61,0.59,0.02,5,3,42,-0.03,0.07,2000,20260933
anchor_minus_control,preference,sample_preference,anchor-1e-4,vision,resume-control,vision,ocr,50,30.5,30.5,0.61,0.61,0.0,0,0,50,0.0,0.0,2000,20260934
state_minus_step50,preference,mean_margin,anchor-1e-4,vision,frozen-base,vision,ocr,50,36.06105599857512,30.80309904189337,0.7212211199715024,0.6160619808378673,0.105159139133635,35,15,0,0.03671019358862016,0.1758368342717489,2000,20260935
anchor_minus_control,preference,mean_margin,anchor-1e-4,vision,resume-control,vision,ocr,50,36.06105599857512,38.66087416921343,0.7212211199715024,0.7732174833842685,-0.05199636341276626,12,38,0,-0.07420180336634322,-0.03456740474700933,2000,20260936
state_minus_step50,preference,paired_preference,anchor-1e-4,vision,frozen-base,vision,shape,50,21.0,40.0,0.42,0.8,-0.38,0,19,31,-0.52,-0.24,2000,20260937
anchor_minus_control,preference,paired_preference,anchor-1e-4,vision,resume-control,vision,shape,50,21.0,24.0,0.42,0.48,-0.06,0,3,47,-0.14,0.0,2000,20260938
state_minus_step50,preference,sample_preference,anchor-1e-4,vision,frozen-base,vision,shape,50,35.5,45.0,0.71,0.9,-0.19,0,19,31,-0.26,-0.13,2000,20260939
anchor_minus_control,preference,sample_preference,anchor-1e-4,vision,resume-control,vision,shape,50,35.5,37.0,0.71,0.74,-0.03,0,3,47,-0.07,0.0,2000,20260940
state_minus_step50,preference,mean_margin,anchor-1e-4,vision,frozen-base,vision,shape,50,263.7968742349185,307.96874961827416,5.27593748469837,6.159374992365483,-0.883437507667113,19,31,0,-1.3034374338097405,-0.49187496404512787,2000,20260941
anchor_minus_control,preference,mean_margin,anchor-1e-4,vision,resume-control,vision,shape,50,263.7968742349185,247.32812554389238,5.27593748469837,4.946562510877848,0.32937497382052244,38,12,0,0.18406237909337506,0.4646874834271148,2000,20260942
state_minus_step50,preference,paired_preference,anchor-1e-4,vision,frozen-base,vision,spatial,50,50.0,37.0,1.0,0.74,0.26,13,0,37,0.16,0.38,2000,20260943
anchor_minus_control,preference,paired_preference,anchor-1e-4,vision,resume-control,vision,spatial,50,50.0,50.0,1.0,1.0,0.0,0,0,50,0.0,0.0,2000,20260944
state_minus_step50,preference,sample_preference,anchor-1e-4,vision,frozen-base,vision,spatial,50,50.0,43.5,1.0,0.87,0.13,13,0,37,0.07,0.19,2000,20260945
anchor_minus_control,preference,sample_preference,anchor-1e-4,vision,resume-control,vision,spatial,50,50.0,50.0,1.0,1.0,0.0,0,0,50,0.0,0.0,2000,20260946
state_minus_step50,preference,mean_margin,anchor-1e-4,vision,frozen-base,vision,spatial,50,186.8398659953382,48.250350423157215,3.736797319906764,0.9650070084631444,2.7717903114436195,50,0,0,2.616897181067616,2.938693515500054,2000,20260947
anchor_minus_control,preference,mean_margin,anchor-1e-4,vision,resume-control,vision,spatial,50,186.8398659953382,199.2473962852091,3.736797319906764,3.984947925704182,-0.2481506057974184,12,38,0,-0.3582005222589942,-0.13300079738430212,2000,20260948
state_minus_step50,preference,paired_preference,resume-control,vision,frozen-base,vision,overall,300,155.0,158.0,0.5166666666666667,0.5266666666666666,-0.01,38,41,221,-0.07,0.04666666666666667,2000,20260949
state_minus_step50,preference,sample_preference,resume-control,vision,frozen-base,vision,overall,300,225.0,227.5,0.75,0.7583333333333333,-0.008333333333333333,38,42,220,-0.03666666666666667,0.023333333333333334,2000,20260950
state_minus_step50,preference,mean_margin,resume-control,vision,frozen-base,vision,overall,300,759.686394495463,543.7104052717054,2.5322879816515433,1.8123680175723516,0.7199199640791917,233,65,2,0.5437587472498344,0.9046713976927725,2000,20260951
state_minus_step50,preference,paired_preference,resume-control,vision,frozen-base,vision,color,50,37.0,29.0,0.74,0.58,0.16,12,4,34,0.02,0.32,2000,20260952
state_minus_step50,preference,sample_preference,resume-control,vision,frozen-base,vision,color,50,43.5,39.5,0.87,0.79,0.08,12,4,34,0.0,0.16,2000,20260953
state_minus_step50,preference,mean_margin,resume-control,vision,frozen-base,vision,color,50,180.0000012210803,102.81249975413084,3.600000024421606,2.056249995082617,1.5437500293389894,49,1,0,1.3481250135204754,1.7562500436441042,2000,20260954
state_minus_step50,preference,paired_preference,resume-control,vision,frozen-base,vision,coordinate,50,27.0,22.0,0.54,0.44,0.1,8,3,39,-0.02,0.22,2000,20260955
state_minus_step50,preference,sample_preference,resume-control,vision,frozen-base,vision,coordinate,50,38.5,36.0,0.77,0.72,0.05,8,3,39,-0.01,0.12,2000,20260956
state_minus_step50,preference,mean_margin,resume-control,vision,frozen-base,vision,coordinate,50,76.88749706745148,35.5944567322731,1.5377499413490296,0.711889134645462,0.8258608067035675,50,0,0,0.6945979970693589,0.9652221515774727,2000,20260957
state_minus_step50,preference,paired_preference,resume-control,vision,frozen-base,vision,count,50,6.0,21.0,0.12,0.42,-0.3,0,15,35,-0.44,-0.18,2000,20260958
state_minus_step50,preference,sample_preference,resume-control,vision,frozen-base,vision,count,50,25.5,34.0,0.51,0.68,-0.17,0,16,34,-0.24,-0.1,2000,20260959
state_minus_step50,preference,mean_margin,resume-control,vision,frozen-base,vision,count,50,17.562500208616257,18.281249701976776,0.35125000417232516,0.3656249940395355,-0.014374989867210388,30,18,2,-0.12124999731779099,0.09000002235174179,2000,20260960
state_minus_step50,preference,paired_preference,resume-control,vision,frozen-base,vision,ocr,50,11.0,9.0,0.22,0.18,0.04,5,3,42,-0.06,0.16,2000,20260961
state_minus_step50,preference,sample_preference,resume-control,vision,frozen-base,vision,ocr,50,30.5,29.5,0.61,0.59,0.02,5,3,42,-0.04,0.08,2000,20260962
state_minus_step50,preference,mean_margin,resume-control,vision,frozen-base,vision,ocr,50,38.66087416921343,30.80309904189337,0.7732174833842685,0.6160619808378673,0.15715550254640126,38,12,0,0.08767853330430532,0.2358959287688846,2000,20260963
state_minus_step50,preference,paired_preference,resume-control,vision,frozen-base,vision,shape,50,24.0,40.0,0.48,0.8,-0.32,0,16,34,-0.46,-0.2,2000,20260964
