family,modality,metric,checkpoint_a,condition_a,checkpoint_b,condition_b,task,denominator,sum_a,sum_b,mean_a,mean_b,mean_gap,a_only_better,b_only_better,equal,ci95_low,ci95_high,bootstrap_samples,seed
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,background_matched_aux,ocr,200,98.5,100.0,0.4925,0.5,-0.0075,0,3,197,-0.0175,0.0,2000,20260855
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,paired_counterfactual_image,ocr,200,98.5,101.5,0.4925,0.5075,-0.015,0,3,197,-0.035,0.0,2000,20260856
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,shuffled_image,ocr,200,98.5,100.0,0.4925,0.5,-0.0075,0,3,197,-0.0175,0.0,2000,20260857
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,background_matched_aux,ocr,200,0.3825317360106004,0.7976800237383179,0.001912658680053002,0.00398840011869159,-0.0020757414386385876,95,105,0,-0.006065533547174323,0.0019159928276425043,2000,20260858
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,paired_counterfactual_image,ocr,200,0.3825317360106004,-0.3825317360106004,0.001912658680053002,-0.001912658680053002,0.003825317360106004,106,94,0,-0.007146107628231897,0.013848989781879293,2000,20260859
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,shuffled_image,ocr,200,0.3825317360106004,-0.3103845187595915,0.001912658680053002,-0.0015519225937979575,0.0034645812738509597,103,97,0,-0.0034721467381431583,0.010790571871258016,2000,20260860
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,background_matched_aux,shape,200,26.0,21.0,0.13,0.105,0.025,5,0,195,0.005,0.05,2000,20260861
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,paired_counterfactual_image,shape,200,26.0,0.0,0.13,0.0,0.13,26,0,174,0.085,0.175,2000,20260862
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,shuffled_image,shape,200,26.0,3.0,0.13,0.015,0.115,23,0,177,0.075,0.16,2000,20260863
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,background_matched_aux,shape,200,113.0,110.5,0.565,0.5525,0.0125,5,0,195,0.0025,0.025,2000,20260864
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,paired_counterfactual_image,shape,200,113.0,87.0,0.565,0.435,0.13,26,0,174,0.085,0.18,2000,20260865
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,shuffled_image,shape,200,113.0,96.5,0.565,0.4825,0.0825,23,0,177,0.0525,0.1175,2000,20260866
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,background_matched_aux,shape,200,26.593745529651642,34.28124451637268,0.1329687276482582,0.17140622258186342,-0.038437494933605196,35,128,37,-0.04734374493360519,-0.029843744337558747,2000,20260867
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,paired_counterfactual_image,shape,200,26.593745529651642,-26.593745529651642,0.1329687276482582,-0.1329687276482582,0.2659374552965164,167,33,0,0.21718747556209564,0.3121874392032623,2000,20260868
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,shuffled_image,shape,200,26.593745529651642,-4.906249463558197,0.1329687276482582,-0.024531247317790984,0.1574999749660492,135,61,4,0.11781247735023498,0.19874997168779374,2000,20260869
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,background_matched_aux,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260870
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,paired_counterfactual_image,spatial,200,0.0,50.0,0.0,0.25,-0.25,0,50,150,-0.31,-0.195,2000,20260871
vision_minus_condition,preference,paired_preference,step-001500,vision,step-001500,shuffled_image,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260872
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,background_matched_aux,spatial,200,75.0,100.0,0.375,0.5,-0.125,0,50,150,-0.155,-0.0975,2000,20260873
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,paired_counterfactual_image,spatial,200,75.0,125.0,0.375,0.625,-0.25,0,50,150,-0.31,-0.19,2000,20260874
vision_minus_condition,preference,sample_preference,step-001500,vision,step-001500,shuffled_image,spatial,200,75.0,100.0,0.375,0.5,-0.125,0,50,150,-0.155,-0.0975,2000,20260875
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,background_matched_aux,spatial,200,-8.250009268522263,1.3496890664100647,-0.04125004634261131,0.0067484453320503235,-0.047998491674661636,0,200,0,-0.051188825368881224,-0.04451812826097012,2000,20260876
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,paired_counterfactual_image,spatial,200,-8.250009268522263,8.250009268522263,-0.04125004634261131,0.04125004634261131,-0.08250009268522263,50,100,50,-0.09817508727312088,-0.06597510114312172,2000,20260877
vision_minus_condition,preference,mean_margin,step-001500,vision,step-001500,shuffled_image,spatial,200,-8.250009268522263,-4.916537553071976,-0.04125004634261131,-0.02458268776535988,-0.016667358577251434,100,100,0,-0.02322964757680893,-0.009167569130659104,2000,20260878
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,overall,1200,21.0,4.0,0.0175,0.0033333333333333335,0.014166666666666666,19,2,1179,0.006666666666666667,0.021666666666666667,2000,20260879
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,overall,1200,21.0,3.0,0.0175,0.0025,0.015,21,3,1176,0.0075,0.023333333333333334,2000,20260880
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,overall,1200,21.0,8.0,0.0175,0.006666666666666667,0.010833333333333334,19,6,1175,0.0025,0.019166666666666665,2000,20260881
checkpoint_minus_baseline,preference,paired_preference,balanced-projector-step25,vision,step-001500,vision,overall,1200,21.0,26.0,0.0175,0.021666666666666667,-0.004166666666666667,21,26,1153,-0.015,0.006666666666666667,2000,20260882
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,overall,1200,602.5,592.5,0.5020833333333333,0.49375,0.008333333333333333,30,10,1160,0.0033333333333333335,0.013333333333333334,2000,20260883
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,overall,1200,602.5,549.5,0.5020833333333333,0.4579166666666667,0.04416666666666667,93,5,1102,0.034166666666666665,0.055,2000,20260884
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,overall,1200,602.5,564.0,0.5020833333333333,0.47,0.03208333333333333,91,14,1095,0.02375,0.04041666666666666,2000,20260885
checkpoint_minus_baseline,preference,sample_preference,balanced-projector-step25,vision,step-001500,vision,overall,1200,602.5,584.5,0.5020833333333333,0.4870833333333333,0.015,78,42,1080,0.00625,0.024166666666666666,2000,20260886
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,overall,1200,81.42948366162322,41.22598371434779,0.06785790305135268,0.03435498642862316,0.033502916622729535,725,376,99,0.02803974140092495,0.039518417718391576,2000,20260887
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,overall,1200,81.42948366162322,-81.42948366162322,0.06785790305135268,-0.06785790305135268,0.13571580610270537,712,335,153,0.11422620636106484,0.1582836177614,2000,20260888
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,overall,1200,81.42948366162322,6.094281791647273,0.06785790305135268,0.00507856815970606,0.06277933489164664,706,405,89,0.04802162762979667,0.07865967429216418,2000,20260889
checkpoint_minus_baseline,preference,mean_margin,balanced-projector-step25,vision,step-001500,vision,overall,1200,81.42948366162322,21.224753890151074,0.06785790305135268,0.017687294908459227,0.050170608142893466,707,399,94,0.03784777877657187,0.06241848606119554,2000,20260890
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,color,200,5.0,1.0,0.025,0.005,0.02,5,1,194,0.0,0.045,2000,20260891
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,color,200,5.0,0.0,0.025,0.0,0.025,5,0,195,0.005,0.045,2000,20260892
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,color,200,5.0,2.0,0.025,0.01,0.015,5,2,193,-0.01,0.045,2000,20260893
checkpoint_minus_baseline,preference,paired_preference,balanced-projector-step25,vision,step-001500,vision,color,200,5.0,0.0,0.025,0.0,0.025,5,0,195,0.005,0.05,2000,20260894
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,color,200,102.5,100.5,0.5125,0.5025,0.01,5,1,194,0.0,0.0225,2000,20260895
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,color,200,102.5,93.5,0.5125,0.4675,0.045,13,0,187,0.0225,0.07,2000,20260896
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,color,200,102.5,98.0,0.5125,0.49,0.0225,11,2,187,0.005,0.04,2000,20260897
checkpoint_minus_baseline,preference,sample_preference,balanced-projector-step25,vision,step-001500,vision,color,200,102.5,98.0,0.5125,0.49,0.0225,9,0,191,0.01,0.0375,2000,20260898
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,color,200,2.781250238418579,3.9999942779541016,0.013906251192092895,0.01999997138977051,-0.0060937201976776125,101,82,17,-0.013124968409538269,0.00031252861022949217,2000,20260899
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,color,200,2.781250238418579,-2.781250238418579,0.013906251192092895,-0.013906251192092895,0.02781250238418579,94,55,51,0.01343749463558197,0.04375000774860382,2000,20260900
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,color,200,2.781250238418579,0.40624988079071045,0.013906251192092895,0.002031249403953552,0.011875001788139343,107,79,14,0.0014062514901161194,0.022499999701976775,2000,20260901
checkpoint_minus_baseline,preference,mean_margin,balanced-projector-step25,vision,step-001500,vision,color,200,2.781250238418579,2.593750238418579,0.013906251192092895,0.012968751192092896,0.0009375,91,83,26,-0.005781257748603821,0.007968752980232238,2000,20260902
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,coordinate,200,13.0,0.0,0.065,0.0,0.065,13,0,187,0.035,0.1,2000,20260903
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,coordinate,200,13.0,0.0,0.065,0.0,0.065,13,0,187,0.03,0.1,2000,20260904
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,coordinate,200,13.0,2.0,0.065,0.01,0.055,11,0,189,0.025,0.09,2000,20260905
checkpoint_minus_baseline,preference,paired_preference,balanced-projector-step25,vision,step-001500,vision,coordinate,200,13.0,0.0,0.065,0.0,0.065,13,0,187,0.03,0.1,2000,20260906
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,coordinate,200,106.5,100.0,0.5325,0.5,0.0325,13,0,187,0.0175,0.05,2000,20260907
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,coordinate,200,106.5,93.5,0.5325,0.4675,0.065,13,0,187,0.035,0.105,2000,20260908
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,coordinate,200,106.5,100.5,0.5325,0.5025,0.03,11,0,189,0.015,0.05,2000,20260909
checkpoint_minus_baseline,preference,sample_preference,balanced-projector-step25,vision,step-001500,vision,coordinate,200,106.5,100.0,0.5325,0.5,0.0325,13,0,187,0.0175,0.05,2000,20260910
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,coordinate,200,2.556442975997925,-1.1618036031723022,0.012782214879989625,-0.005809018015861511,0.018591232895851136,160,33,7,0.01519149124622345,0.021943588852882386,2000,20260911
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,coordinate,200,2.556442975997925,-2.556442975997925,0.012782214879989625,-0.012782214879989625,0.02556442975997925,135,49,16,0.014325933456420898,0.03686155796051025,2000,20260912
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,coordinate,200,2.556442975997925,0.5600699186325073,0.012782214879989625,0.0028003495931625366,0.009981865286827088,124,62,14,0.0016117101907730102,0.018345214128494262,2000,20260913
checkpoint_minus_baseline,preference,mean_margin,balanced-projector-step25,vision,step-001500,vision,coordinate,200,2.556442975997925,-1.2515151500701904,0.012782214879989625,-0.006257575750350952,0.019039790630340576,134,55,11,0.014309189319610595,0.02352532625198364,2000,20260914
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,count,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260915
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,count,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260916
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,count,200,0.0,1.0,0.0,0.005,-0.005,0,1,199,-0.015,0.0,2000,20260917
checkpoint_minus_baseline,preference,paired_preference,balanced-projector-step25,vision,step-001500,vision,count,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260918
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,count,200,93.5,90.5,0.4675,0.4525,0.015,11,5,184,-0.005,0.035,2000,20260919
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,count,200,93.5,87.5,0.4675,0.4375,0.03,14,2,184,0.0125,0.05,2000,20260920
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,count,200,93.5,89.0,0.4675,0.445,0.0225,16,7,177,0.0,0.0475,2000,20260921
checkpoint_minus_baseline,preference,sample_preference,balanced-projector-step25,vision,step-001500,vision,count,200,93.5,100.0,0.4675,0.5,-0.0325,0,13,187,-0.05,-0.0175,2000,20260922
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,count,200,1.2500004768371582,1.3125000596046448,0.006250002384185791,0.006562500298023224,-0.0003124979138374329,64,61,75,-0.004531246572732925,0.003906254321336746,2000,20260923
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,count,200,1.2500004768371582,-1.2500004768371582,0.006250002384185791,-0.006250002384185791,0.012500004768371582,77,37,86,0.006250005662441254,0.018750004172325134,2000,20260924
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,count,200,1.2500004768371582,0.1562502384185791,0.006250002384185791,0.0007812511920928955,0.005468751192092895,83,57,60,0.0010937507450580596,0.009843752086162567,2000,20260925
checkpoint_minus_baseline,preference,mean_margin,balanced-projector-step25,vision,step-001500,vision,count,200,1.2500004768371582,1.1562508046627045,0.006250002384185791,0.0057812540233135225,0.00046874836087226865,75,68,57,-0.0034375019371509553,0.004374995827674866,2000,20260926
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,ocr,200,3.0,3.0,0.015,0.015,0.0,1,1,198,-0.015,0.015,2000,20260927
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,ocr,200,3.0,3.0,0.015,0.015,0.0,3,3,194,-0.025,0.025,2000,20260928
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,ocr,200,3.0,3.0,0.015,0.015,0.0,3,3,194,-0.025,0.025,2000,20260929
checkpoint_minus_baseline,preference,paired_preference,balanced-projector-step25,vision,step-001500,vision,ocr,200,3.0,0.0,0.015,0.0,0.015,3,0,197,0.0,0.035,2000,20260930
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,ocr,200,100.0,101.5,0.5,0.5075,-0.0075,1,4,195,-0.02,0.0025,2000,20260931
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,ocr,200,100.0,100.0,0.5,0.5,0.0,3,3,194,-0.025,0.025,2000,20260932
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,ocr,200,100.0,101.5,0.5,0.5075,-0.0075,3,5,192,-0.025,0.0075,2000,20260933
checkpoint_minus_baseline,preference,sample_preference,balanced-projector-step25,vision,step-001500,vision,ocr,200,100.0,98.5,0.5,0.4925,0.0075,6,3,191,-0.0075,0.0225,2000,20260934
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,ocr,200,3.0593264943077463,3.4339404605683783,0.015296632471538731,0.017169702302841892,-0.0018730698313031602,97,103,0,-0.006401800831158924,0.00279461173216503,2000,20260935
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,ocr,200,3.0593264943077463,-3.0593264943077463,0.015296632471538731,-0.015296632471538731,0.030593264943077462,118,82,0,0.017346160218829253,0.045096270300093166,2000,20260936
vision_minus_condition,preference,mean_margin,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,ocr,200,3.0593264943077463,0.21451960404713644,0.015296632471538731,0.0010725980202356822,0.014224034451303049,109,91,0,0.004633161039579506,0.024176731291271403,2000,20260937
checkpoint_minus_baseline,preference,mean_margin,balanced-projector-step25,vision,step-001500,vision,ocr,200,3.0593264943077463,0.3825317360106004,0.015296632471538731,0.001912658680053002,0.01338397379148573,119,81,0,0.005734224444343928,0.0215005180495126,2000,20260938
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,shape,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260939
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,shape,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260940
vision_minus_condition,preference,paired_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,shape,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260941
checkpoint_minus_baseline,preference,paired_preference,balanced-projector-step25,vision,step-001500,vision,shape,200,0.0,26.0,0.0,0.13,-0.13,0,26,174,-0.18,-0.085,2000,20260942
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,background_matched_aux,shape,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260943
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,paired_counterfactual_image,shape,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260944
vision_minus_condition,preference,sample_preference,balanced-projector-step25,vision,balanced-projector-step25,shuffled_image,shape,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260945
checkpoint_minus_baseline,preference,sample_preference,balanced-projector-step25,vision,step-001500,vision,shape,200,100.0,113.0,0.5,0.565,-0.065,0,26,174,-0.09,-0.0425,2000,20260946
