checkpoint,examples_seen,task,metric,a,b,denominator,mean_a,mean_b,mean_gap,ci95_low,ci95_high,a_only_better,b_only_better,equal,bootstrap_samples,seed
step-000000,0,coordinate,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261025
step-000000,0,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261034
step-000000,0,count,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261035
step-000000,0,ocr,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261044
step-000000,0,ocr,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261045
step-000000,0,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261054
step-000000,0,shape,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261055
step-000000,0,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261064
step-000000,0,spatial,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261065
step-000000,0,overall,paired_preference,,,1200,0.0,0.0,0.0,0.0,0.0,0,0,1200,2000,20261104
step-000000,0,overall,mean_margin,,,1200,0.0,0.0,0.0,0.0,0.0,0,0,1200,2000,20261105
step-000000,0,color,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261114
step-000000,0,color,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261115
step-000000,0,coordinate,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261124
step-000000,0,coordinate,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261125
step-000000,0,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261134
step-000000,0,count,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261135
step-000000,0,ocr,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261144
step-000000,0,ocr,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261145
step-000000,0,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261154
step-000000,0,shape,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261155
step-000000,0,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261164
step-000000,0,spatial,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261165
step-000000,0,overall,paired_preference,,,1200,0.021666666666666667,0.0,0.021666666666666667,0.014166666666666666,0.03,26,0,1174,2000,20261204
step-000000,0,overall,mean_margin,,,1200,0.008237024044706704,0.0,0.008237024044706704,-0.005726981185258378,0.02279537042786205,520,538,142,2000,20261205
step-000000,0,color,paired_preference,,,200,0.04,0.0,0.04,0.015,0.07,8,0,192,2000,20261214
step-000000,0,color,mean_margin,,,200,-0.01593750238418579,0.0,-0.01593750238418579,-0.04601561188697815,0.015859349966049194,93,100,7,2000,20261215
step-000000,0,coordinate,paired_preference,,,200,0.03,0.0,0.03,0.01,0.055,6,0,194,2000,20261224
step-000000,0,coordinate,mean_margin,,,200,-0.009294219017028808,0.0,-0.009294219017028808,-0.037478020191192625,0.018474457263946534,85,89,26,2000,20261225
step-000000,0,count,paired_preference,,,200,0.015,0.0,0.015,0.0,0.035,3,0,197,2000,20261234
step-000000,0,count,mean_margin,,,200,0.0017187467217445373,0.0,0.0017187467217445373,-0.0051562488079071045,0.009062495231628418,87,71,42,2000,20261235
step-000000,0,ocr,paired_preference,,,200,0.02,0.0,0.02,0.005,0.04,4,0,196,2000,20261244
step-000000,0,ocr,mean_margin,,,200,0.026505015168871188,0.0,0.026505015168871188,-0.019963941630863034,0.07468786634717671,110,90,0,2000,20261245
step-000000,0,shape,paired_preference,,,200,0.025,0.0,0.025,0.005,0.05,5,0,195,2000,20261254
step-000000,0,shape,mean_margin,,,200,-0.003046877384185791,0.0,-0.003046877384185791,-0.05140625476837158,0.04523436784744263,95,88,17,2000,20261255
step-000000,0,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261264
step-000000,0,spatial,mean_margin,,,200,0.0494769811630249,0.0,0.0494769811630249,0.022549525499343873,0.07775838255882263,50,100,50,2000,20261265
step-000000,0,overall,paired_preference,,,1200,0.04083333333333333,0.0,0.04083333333333333,0.03,0.0525,49,0,1151,2000,20261304
step-000000,0,overall,mean_margin,,,1200,0.03875763160274142,0.0,0.03875763160274142,0.01873457891884304,0.059218438302713734,593,539,68,2000,20261305
step-000000,0,color,paired_preference,,,200,0.065,0.0,0.065,0.035,0.1,13,0,187,2000,20261314
step-000000,0,color,mean_margin,,,200,-0.08874998569488525,0.0,-0.08874998569488525,-0.1329687535762787,-0.046562497615814206,76,120,4,2000,20261315
step-000000,0,coordinate,paired_preference,,,200,0.04,0.0,0.04,0.015,0.07,8,0,192,2000,20261324
step-000000,0,coordinate,mean_margin,,,200,-0.07311836957931518,0.0,-0.07311836957931518,-0.12894623279571532,-0.011729729175567628,81,119,0,2000,20261325
step-000000,0,count,paired_preference,,,200,0.005,0.0,0.005,0.0,0.02,1,0,199,2000,20261334
step-000000,0,count,mean_margin,,,200,-0.000937502384185791,0.0,-0.000937502384185791,-0.0068749991059303284,0.005468748807907105,78,76,46,2000,20261335
step-000000,0,ocr,paired_preference,,,200,0.05,0.0,0.05,0.02,0.08,10,0,190,2000,20261344
step-000000,0,ocr,mean_margin,,,200,0.03912805570874896,0.0,0.03912805570874896,-0.016599759646824447,0.09187562212489897,110,90,0,2000,20261345
step-000000,0,shape,paired_preference,,,200,0.085,0.0,0.085,0.05,0.125,17,0,183,2000,20261354
step-000000,0,shape,mean_margin,,,200,0.3169531226158142,0.0,0.3169531226158142,0.2540625011920929,0.385,145,49,6,2000,20261355
step-000000,0,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261364
step-000000,0,spatial,mean_margin,,,200,0.03927046895027161,0.0,0.03927046895027161,0.01056018352508545,0.06689386129379273,103,85,12,2000,20261365
step-000000,0,overall,paired_preference,,,1200,0.015833333333333335,0.0,0.015833333333333335,0.009166666666666667,0.023333333333333334,19,0,1181,2000,20261404
step-000000,0,overall,mean_margin,,,1200,-0.012338334139377355,0.0,-0.012338334139377355,-0.025191604852203345,0.0004918291459953942,596,544,60,2000,20261405
step-000000,0,color,paired_preference,,,200,0.07,0.0,0.07,0.035,0.105,14,0,186,2000,20261414
step-000000,0,color,mean_margin,,,200,0.05343745470046997,0.0,0.05343745470046997,0.024999960660934448,0.08015618324279786,115,78,7,2000,20261415
step-000000,0,coordinate,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261424
step-000000,0,coordinate,mean_margin,,,200,0.027265390157699586,0.0,0.027265390157699586,-0.0004567146301269531,0.053638877868652346,121,79,0,2000,20261425
step-000000,0,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261434
step-000000,0,count,mean_margin,,,200,-0.012656247019767761,0.0,-0.012656247019767761,-0.020781249701976777,-0.004999998211860657,54,93,53,2000,20261435
step-000000,0,ocr,paired_preference,,,200,0.025,0.0,0.025,0.005,0.05,5,0,195,2000,20261444
step-000000,0,ocr,mean_margin,,,200,-0.0331831223737626,0.0,-0.0331831223737626,-0.07915889154161726,0.012947877770378459,106,94,0,2000,20261445
step-000000,0,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261454
step-000000,0,shape,mean_margin,,,200,0.0214843487739563,0.0,0.0214843487739563,-0.014296900033950805,0.05742184519767761,100,100,0,2000,20261455
step-000000,0,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261464
step-000000,0,spatial,mean_margin,,,200,-0.13037782907485962,0.0,-0.13037782907485962,-0.15374629616737365,-0.10697083830833436,100,100,0,2000,20261465
step-000000,0,overall,paired_preference,,,1200,0.019166666666666665,0.0,0.019166666666666665,0.011666666666666667,0.02666666666666667,23,0,1177,2000,20261504
step-000000,0,overall,mean_margin,,,1200,-0.016357626125453013,0.0,-0.016357626125453013,-0.03105216547657573,-0.0005773782380043536,516,618,66,2000,20261505
step-000000,0,color,paired_preference,,,200,0.035,0.0,0.035,0.01,0.06,7,0,193,2000,20261514
step-000000,0,color,mean_margin,,,200,-0.06851561784744263,0.0,-0.06851561784744263,-0.1036718738079071,-0.03328125,89,110,1,2000,20261515
step-000000,0,coordinate,paired_preference,,,200,0.03,0.0,0.03,0.01,0.055,6,0,194,2000,20261524
step-000000,0,coordinate,mean_margin,,,200,0.045272074937820435,0.0,0.045272074937820435,0.00938176155090332,0.07925108194351196,94,104,2,2000,20261525
step-000000,0,count,paired_preference,,,200,0.005,0.0,0.005,0.0,0.015,1,0,199,2000,20261534
step-000000,0,count,mean_margin,,,200,0.026875002682209014,0.0,0.026875002682209014,0.016562501490116118,0.037656250894069675,96,51,53,2000,20261535
step-000000,0,ocr,paired_preference,,,200,0.045,0.0,0.045,0.02,0.075,9,0,191,2000,20261544
step-000000,0,ocr,mean_margin,,,200,0.042224249510538006,0.0,0.042224249510538006,-0.005379091637475159,0.0923861955347515,110,90,0,2000,20261545
step-000000,0,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261554
step-000000,0,shape,mean_margin,,,200,-0.10960940718650818,0.0,-0.10960940718650818,-0.16343753814697265,-0.053281290531158446,77,113,10,2000,20261555
step-000000,0,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261564
step-000000,0,spatial,mean_margin,,,200,-0.03439205884933472,0.0,-0.03439205884933472,-0.04945999264717102,-0.01804355263710022,50,150,0,2000,20261565
step-000500,4000,overall,paired_preference,,,1200,0.0025,0.0,0.0025,0.0,0.005833333333333334,3,0,1197,2000,20261804
step-000500,4000,overall,mean_margin,,,1200,0.0036899462737261367,0.0,0.0036899462737261367,0.001010702321217183,0.006440422611813701,418,545,237,2000,20261805
step-000500,4000,color,paired_preference,,,200,0.015,0.0,0.015,0.0,0.035,3,0,197,2000,20261814
step-000500,4000,color,mean_margin,,,200,0.00765625,0.0,0.00765625,0.00390625,0.0115625,76,39,85,2000,20261815
step-000500,4000,coordinate,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261824
step-000500,4000,coordinate,mean_margin,,,200,0.0004347670078277588,0.0,0.0004347670078277588,-0.002004969120025635,0.0027813148498535157,96,88,16,2000,20261825
step-000500,4000,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261834
step-000500,4000,count,mean_margin,,,200,-0.001093747466802597,0.0,-0.001093747466802597,-0.003593748062849045,0.0014062571525573732,53,52,95,2000,20261835
step-000500,4000,ocr,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261844
step-000500,4000,ocr,mean_margin,,,200,-0.003028946728933387,0.0,-0.003028946728933387,-0.006883647441863958,0.0007486714294978935,94,106,0,2000,20261845
step-000500,4000,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261854
step-000500,4000,shape,mean_margin,,,200,0.039531238079071045,0.0,0.039531238079071045,0.026093735694885253,0.05234373152256012,99,60,41,2000,20261855
step-000500,4000,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261864
step-000500,4000,spatial,mean_margin,,,200,-0.021359883248806,0.0,-0.021359883248806,-0.02484889790415764,-0.01787086859345436,0,200,0,2000,20261865
step-000500,4000,overall,paired_preference,,,1200,0.0,0.0,0.0,0.0,0.0,0,0,1200,2000,20261904
step-000500,4000,overall,mean_margin,,,1200,0.0,0.0,0.0,0.0,0.0,0,0,1200,2000,20261905
step-000500,4000,color,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261914
step-000500,4000,color,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261915
step-000500,4000,coordinate,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261924
step-000500,4000,coordinate,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261925
step-000500,4000,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261934
step-000500,4000,count,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261935
step-000500,4000,ocr,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261944
step-000500,4000,ocr,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261945
step-000500,4000,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261954
step-000500,4000,shape,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261955
step-000500,4000,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261964
step-000500,4000,spatial,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20261965
step-000500,4000,overall,paired_preference,,,1200,0.0,0.0,0.0,0.0,0.0,0,0,1200,2000,20262004
step-000500,4000,overall,mean_margin,,,1200,0.0,0.0,0.0,0.0,0.0,0,0,1200,2000,20262005
step-000500,4000,color,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262014
step-000500,4000,color,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262015
step-000500,4000,coordinate,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262024
step-000500,4000,coordinate,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262025
step-000500,4000,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262034
step-000500,4000,count,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262035
step-000500,4000,ocr,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262044
step-000500,4000,ocr,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262045
step-000500,4000,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262054
step-000500,4000,shape,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262055
step-000500,4000,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262064
step-000500,4000,spatial,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262065
step-000500,4000,overall,paired_preference,,,1200,0.0,0.0,0.0,0.0,0.0,0,0,1200,2000,20262104
step-000500,4000,overall,mean_margin,,,1200,0.0,0.0,0.0,0.0,0.0,0,0,1200,2000,20262105
step-000500,4000,color,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262114
step-000500,4000,color,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262115
step-000500,4000,coordinate,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262124
step-000500,4000,coordinate,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262125
step-000500,4000,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262134
step-000500,4000,count,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262135
step-000500,4000,ocr,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262144
step-000500,4000,ocr,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262145
step-000500,4000,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262154
step-000500,4000,shape,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262155
step-000500,4000,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262164
step-000500,4000,spatial,mean_margin,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262165
step-000500,4000,overall,paired_preference,,,1200,0.0008333333333333334,0.0,0.0008333333333333334,0.0,0.0025,1,0,1199,2000,20262204
step-000500,4000,overall,mean_margin,,,1200,-0.006454956653099207,0.0,-0.006454956653099207,-0.009234699396860023,-0.003709895311603463,461,451,288,2000,20262205
step-000500,4000,color,paired_preference,,,200,0.005,0.0,0.005,0.0,0.015,1,0,199,2000,20262214
step-000500,4000,color,mean_margin,,,200,0.00109375,0.0,0.00109375,-0.00265625,0.0046875,56,49,95,2000,20262215
step-000500,4000,coordinate,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262224
step-000500,4000,coordinate,mean_margin,,,200,-0.0005857372283935547,0.0,-0.0005857372283935547,-0.003345714807510376,0.002331523895263672,82,79,39,2000,20262225
step-000500,4000,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262234
step-000500,4000,count,mean_margin,,,200,0.0004687526822090149,0.0,0.0004687526822090149,-0.0020312467217445374,0.0029687502980232238,58,46,96,2000,20262235
step-000500,4000,ocr,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262244
step-000500,4000,ocr,mean_margin,,,200,-0.0013904134773072463,0.0,-0.0013904134773072463,-0.005107907749357663,0.002215235630671204,97,103,0,2000,20262245
step-000500,4000,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262254
step-000500,4000,shape,mean_margin,,,200,-0.011093756556510926,0.0,-0.011093756556510926,-0.024843757152557374,0.002499997615814209,68,74,58,2000,20262255
step-000500,4000,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262264
step-000500,4000,spatial,mean_margin,,,200,-0.02722233533859253,0.0,-0.02722233533859253,-0.03226118922233581,-0.022283461093902588,100,100,0,2000,20262265
step-000500,4000,overall,paired_preference,,,1200,0.008333333333333333,0.0,0.008333333333333333,0.0033333333333333335,0.014166666666666666,10,0,1190,2000,20262304
step-000500,4000,overall,mean_margin,,,1200,0.004114573894275555,0.0,0.004114573894275555,-0.0008187736003171852,0.008755042163389059,501,505,194,2000,20262305
step-000500,4000,color,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262314
step-000500,4000,color,mean_margin,,,200,0.000625,0.0,0.000625,-0.005625,0.0065625,70,69,61,2000,20262315
step-000500,4000,coordinate,paired_preference,,,200,0.035,0.0,0.035,0.01,0.065,7,0,193,2000,20262324
step-000500,4000,coordinate,mean_margin,,,200,0.002137019634246826,0.0,0.002137019634246826,-0.0050956857204437255,0.009636813402175903,100,94,6,2000,20262325
step-000500,4000,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262334
step-000500,4000,count,mean_margin,,,200,0.002656250149011612,0.0,0.002656250149011612,-1.9371509552001954e-09,0.005468752682209015,70,50,80,2000,20262335
step-000500,4000,ocr,paired_preference,,,200,0.005,0.0,0.005,0.0,0.015,1,0,199,2000,20262344
step-000500,4000,ocr,mean_margin,,,200,-0.013616073290507028,0.0,-0.013616073290507028,-0.021328040111632602,-0.006014045034136115,80,120,0,2000,20262345
step-000500,4000,shape,paired_preference,,,200,0.01,0.0,0.01,0.0,0.025,2,0,198,2000,20262354
step-000500,4000,shape,mean_margin,,,200,0.0356249862909317,0.0,0.0356249862909317,0.0134374862909317,0.05874998033046722,92,87,21,2000,20262355
step-000500,4000,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262364
step-000500,4000,spatial,mean_margin,,,200,-0.002739739418029785,0.0,-0.002739739418029785,-0.01342959240078926,0.007694496959447861,89,85,26,2000,20262365
step-000500,4000,overall,paired_preference,,,1200,0.0,0.0,0.0,0.0,0.0,0,0,1200,2000,20262404
step-000500,4000,overall,mean_margin,,,1200,-0.0036899462737261367,0.0,-0.0036899462737261367,-0.006581052850399707,-0.000916963828698043,545,418,237,2000,20262405
step-000500,4000,color,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262414
step-000500,4000,color,mean_margin,,,200,-0.00765625,0.0,-0.00765625,-0.0115625,-0.00375,39,76,85,2000,20262415
step-000500,4000,coordinate,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262424
step-000500,4000,coordinate,mean_margin,,,200,-0.0004347670078277588,0.0,-0.0004347670078277588,-0.0029122745990753174,0.001984976530075073,88,96,16,2000,20262425
step-000500,4000,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262434
step-000500,4000,count,mean_margin,,,200,0.001093747466802597,0.0,0.001093747466802597,-0.001562502533197403,0.0035937437415122985,52,53,95,2000,20262435
step-000500,4000,ocr,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262444
step-000500,4000,ocr,mean_margin,,,200,0.003028946728933387,0.0,0.003028946728933387,-0.00042656912122455813,0.006629047189440014,106,94,0,2000,20262445
step-000500,4000,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262454
step-000500,4000,shape,mean_margin,,,200,-0.039531238079071045,0.0,-0.039531238079071045,-0.05265623092651367,-0.026093740463256836,60,99,41,2000,20262455
step-000500,4000,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262464
step-000500,4000,spatial,mean_margin,,,200,0.021359883248806,0.0,0.021359883248806,0.018057003766298294,0.024828974455595017,200,0,0,2000,20262465
step-000500,4000,overall,paired_preference,,,1200,0.0,0.0,0.0,0.0,0.0,0,0,1200,2000,20262504
step-000500,4000,overall,mean_margin,,,1200,0.0016433722890085674,0.0,0.0016433722890085674,-0.0010415249552045566,0.0044576250158605115,396,511,293,2000,20262505
step-000500,4000,color,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262514
step-000500,4000,color,mean_margin,,,200,0.00421875,0.0,0.00421875,0.00046875,0.00765625,55,36,109,2000,20262515
step-000500,4000,coordinate,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262524
step-000500,4000,coordinate,mean_margin,,,200,0.0004329657554626465,0.0,0.0004329657554626465,-0.003387184143066406,0.004276758432388306,89,104,7,2000,20262525
step-000500,4000,count,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262534
step-000500,4000,count,mean_margin,,,200,-0.0001562555134296417,0.0,-0.0001562555134296417,-0.0026562592387199403,0.0023437435925006867,53,62,85,2000,20262535
step-000500,4000,ocr,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262544
step-000500,4000,ocr,mean_margin,,,200,-0.002879864056905093,0.0,-0.002879864056905093,-0.006744470948264698,0.0009310444309597954,91,109,0,2000,20262545
step-000500,4000,shape,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262554
step-000500,4000,shape,mean_margin,,,200,0.042031239867210385,0.0,0.042031239867210385,0.030468738675117492,0.05374999403953552,108,50,42,2000,20262555
step-000500,4000,spatial,paired_preference,,,200,0.0,0.0,0.0,0.0,0.0,0,0,200,2000,20262564
step-000500,4000,spatial,mean_margin,,,200,-0.033786602318286896,0.0,-0.033786602318286896,-0.03781458705663681,-0.029715992510318756,0,150,50,2000,20262565
step-001000,8000,overall,paired_preference,,,1200,0.005833333333333334,0.0,0.005833333333333334,0.0016666666666666668,0.010833333333333334,7,0,1193,2000,20262804
