checkpoint,site,condition,records,target_accuracy,target_balanced_accuracy,source_accuracy,random_label_target_accuracy,alpha,pair_null_mean,pair_null_ci95_low,pair_null_ci95_high,pair_permutation_p,pair_permutation_samples
projector-step50,layer_06_image_mean,patch_permutation,400,1.0,1.0,1.0,0.35749998688697815,1.0,,,,,0
projector-step50,layer_07_assistant,vision,400,0.7674999833106995,0.75,0.7674999833106995,0.23749999701976776,1.0,0.2552099994122982,0.21250000596046448,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_07_assistant,paired_counterfactual_image,400,0.06499999761581421,0.06632652878761292,0.7674999833106995,0.23749999701976776,1.0,,,,,0
projector-step50,layer_07_assistant,shuffled_image,400,0.23749999701976776,0.23122985661029816,0.7674999833106995,0.23749999701976776,1.0,,,,,0
projector-step50,layer_07_assistant,patch_permutation,400,0.35249999165534973,0.35131579637527466,0.35249999165534973,0.23749999701976776,1.0,,,,,0
projector-step50,layer_07_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.2534662493765354,0.20999999344348907,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_07_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_07_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_07_image_mean,patch_permutation,400,1.0,1.0,1.0,0.35749998688697815,1.0,,,,,0
projector-step50,layer_08_assistant,vision,400,0.48249998688697815,0.5,0.48249998688697815,0.23749999701976776,1.0,0.24348374955356122,0.21250000596046448,0.2750000059604645,0.0004997501249375312,2000
projector-step50,layer_08_assistant,paired_counterfactual_image,400,0.1550000011920929,0.15816326439380646,0.48249998688697815,0.23749999701976776,1.0,,,,,0
projector-step50,layer_08_assistant,shuffled_image,400,0.22499999403953552,0.23136411607265472,0.48249998688697815,0.23749999701976776,1.0,,,,,0
projector-step50,layer_08_assistant,patch_permutation,400,0.4025000035762787,0.40877193212509155,0.4025000035762787,0.07249999791383743,1.0,,,,,0
projector-step50,layer_08_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.2528049999549985,0.20749999582767487,0.30000001192092896,0.0004997501249375312,2000
projector-step50,layer_08_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_08_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.24249999225139618,1.0,,,,,0
projector-step50,layer_08_image_mean,patch_permutation,400,1.0,1.0,1.0,0.35249999165534973,1.0,,,,,0
projector-step50,layer_09_assistant,vision,400,0.48249998688697815,0.5,0.48249998688697815,0.23749999701976776,1.0,0.24007749973982573,0.20999999344348907,0.27000001072883606,0.0004997501249375312,2000
projector-step50,layer_09_assistant,paired_counterfactual_image,400,0.14749999344348907,0.15526317059993744,0.48249998688697815,0.23749999701976776,1.0,,,,,0
projector-step50,layer_09_assistant,shuffled_image,400,0.19499999284744263,0.2040547877550125,0.48249998688697815,0.23749999701976776,1.0,,,,,0
projector-step50,layer_09_assistant,patch_permutation,400,0.7324999570846558,0.719298243522644,0.7324999570846558,0.16499999165534973,1.0,,,,,0
projector-step50,layer_09_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.2538949995189905,0.20749999582767487,0.30000001192092896,0.0004997501249375312,2000
projector-step50,layer_09_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_09_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.24249999225139618,1.0,,,,,0
projector-step50,layer_09_image_mean,patch_permutation,400,1.0,1.0,1.0,0.35749998688697815,1.0,,,,,0
projector-step50,layer_10_assistant,vision,400,0.48249998688697815,0.5,0.48249998688697815,0.23749999701976776,1.0,0.23980749947577715,0.20993749350309374,0.27000001072883606,0.0004997501249375312,2000
projector-step50,layer_10_assistant,paired_counterfactual_image,400,0.14749999344348907,0.15526317059993744,0.48249998688697815,0.22999998927116394,1.0,,,,,0
projector-step50,layer_10_assistant,shuffled_image,400,0.19499999284744263,0.2040547877550125,0.48249998688697815,0.22999998927116394,1.0,,,,,0
projector-step50,layer_10_assistant,patch_permutation,400,0.492499977350235,0.5083333253860474,0.492499977350235,0.3499999940395355,1.0,,,,,0
projector-step50,layer_10_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.2526287496313453,0.20749999582767487,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_10_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_10_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.24249999225139618,1.0,,,,,0
projector-step50,layer_10_image_mean,patch_permutation,400,1.0,1.0,1.0,0.35749998688697815,1.0,,,,,0
projector-step50,layer_11_assistant,vision,400,0.5575000047683716,0.5657894611358643,0.5575000047683716,0.23250000178813934,1.0,0.2464262492582202,0.21250000596046448,0.2824999988079071,0.0004997501249375312,2000
projector-step50,layer_11_assistant,paired_counterfactual_image,400,0.13249999284744263,0.13520407676696777,0.5575000047683716,0.22749999165534973,1.0,,,,,0
projector-step50,layer_11_assistant,shuffled_image,400,0.23250000178813934,0.23472073674201965,0.5575000047683716,0.2224999964237213,1.0,,,,,0
projector-step50,layer_11_assistant,patch_permutation,400,0.3400000035762787,0.3464912176132202,0.3400000035762787,0.23250000178813934,1.0,,,,,0
projector-step50,layer_11_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.2526849994584918,0.20743749588727953,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_11_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_11_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_11_image_mean,patch_permutation,400,1.0,1.0,1.0,0.35749998688697815,1.0,,,,,0
projector-step50,layer_12_assistant,vision,400,0.699999988079071,0.6907894611358643,0.699999988079071,0.10999999940395355,1.0,0.2511037493869662,0.20999999344348907,0.29249998927116394,0.0004997501249375312,2000
projector-step50,layer_12_assistant,paired_counterfactual_image,400,0.07999999821186066,0.08421052992343903,0.699999988079071,0.27250000834465027,1.0,,,,,0
projector-step50,layer_12_assistant,shuffled_image,400,0.2199999988079071,0.21896706521511078,0.699999988079071,0.22749999165534973,1.0,,,,,0
projector-step50,layer_12_assistant,patch_permutation,400,0.637499988079071,0.6346491575241089,0.637499988079071,0.22999998927116394,1.0,,,,,0
projector-step50,layer_12_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.25279874958097936,0.20743749588727953,0.30000001192092896,0.0004997501249375312,2000
projector-step50,layer_12_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_12_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_12_image_mean,patch_permutation,400,1.0,1.0,1.0,0.32999998331069946,1.0,,,,,0
projector-step50,layer_13_assistant,vision,400,0.7674999833106995,0.75,0.7674999833106995,0.23749999701976776,1.0,0.2529724995568395,0.21250000596046448,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_13_assistant,paired_counterfactual_image,400,0.05999999865889549,0.06315790116786957,0.7674999833106995,0.23749999701976776,1.0,,,,,0
projector-step50,layer_13_assistant,shuffled_image,400,0.23250000178813934,0.22773899137973785,0.7674999833106995,0.23749999701976776,1.0,,,,,0
projector-step50,layer_13_assistant,patch_permutation,400,0.7475000023841858,0.7324561476707458,0.7475000023841858,0.3149999976158142,1.0,,,,,0
projector-step50,layer_13_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.2527199998050928,0.20999999344348907,0.30000001192092896,0.0004997501249375312,2000
projector-step50,layer_13_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_13_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_13_image_mean,patch_permutation,400,1.0,1.0,1.0,0.35749998688697815,1.0,,,,,0
projector-step50,layer_14_assistant,vision,400,0.7674999833106995,0.75,0.7674999833106995,0.48249998688697815,1.0,0.254653749383986,0.21250000596046448,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_14_assistant,paired_counterfactual_image,400,0.06499999761581421,0.06632652878761292,0.7674999833106995,0.14000000059604645,1.0,,,,,0
projector-step50,layer_14_assistant,shuffled_image,400,0.23749999701976776,0.23122985661029816,0.7674999833106995,0.2224999964237213,1.0,,,,,0
projector-step50,layer_14_assistant,patch_permutation,400,0.7199999690055847,0.7083333134651184,0.7199999690055847,0.27250000834465027,1.0,,,,,0
projector-step50,layer_14_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.2526062495112419,0.20749999582767487,0.30000001192092896,0.0004997501249375312,2000
projector-step50,layer_14_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_14_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.24249999225139618,1.0,,,,,0
projector-step50,layer_14_image_mean,patch_permutation,400,1.0,1.0,1.0,0.375,1.0,,,,,0
projector-step50,layer_15_assistant,vision,400,0.8700000047683716,0.8859649300575256,0.8700000047683716,0.3700000047683716,1.0,0.24695374946296214,0.20493749827146532,0.28999999165534973,0.0004997501249375312,2000
projector-step50,layer_15_assistant,paired_counterfactual_image,400,0.04999999701976776,0.05376344174146652,0.8700000047683716,0.19499999284744263,1.0,,,,,0
projector-step50,layer_15_assistant,shuffled_image,400,0.22999998927116394,0.23410570621490479,0.8700000047683716,0.19749999046325684,1.0,,,,,0
projector-step50,layer_15_assistant,patch_permutation,400,0.7549999952316284,0.7850877046585083,0.7549999952316284,0.2199999988079071,1.0,,,,,0
projector-step50,layer_15_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.25237874972075225,0.20999999344348907,0.30000001192092896,0.0004997501249375312,2000
projector-step50,layer_15_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_15_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_15_image_mean,patch_permutation,400,1.0,1.0,1.0,0.3649999797344208,1.0,,,,,0
projector-step50,layer_16_assistant,vision,400,0.8700000047683716,0.8859649300575256,0.8700000047683716,0.0,1.0,0.24535374935716392,0.20250000059604645,0.2874999940395355,0.0004997501249375312,2000
projector-step50,layer_16_assistant,paired_counterfactual_image,400,0.04999999701976776,0.05376344174146652,0.8700000047683716,0.29749998450279236,1.0,,,,,0
projector-step50,layer_16_assistant,shuffled_image,400,0.22999998927116394,0.23410570621490479,0.8700000047683716,0.22999998927116394,1.0,,,,,0
projector-step50,layer_16_assistant,patch_permutation,400,0.762499988079071,0.7867147922515869,0.762499988079071,0.10749999433755875,1.0,,,,,0
projector-step50,layer_16_image_mean,vision,400,1.0,1.0,1.0,0.41499999165534973,1.0,0.2534174994006753,0.20749999582767487,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_16_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.1824999898672104,1.0,,,,,0
projector-step50,layer_16_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.24249999225139618,1.0,,,,,0
projector-step50,layer_16_image_mean,patch_permutation,400,1.0,1.0,1.0,0.4025000035762787,1.0,,,,,0
projector-step50,layer_17_assistant,vision,400,1.0,1.0,1.0,0.2849999964237213,1.0,0.25352124945819376,0.20999999344348907,0.30000001192092896,0.0004997501249375312,2000
projector-step50,layer_17_assistant,paired_counterfactual_image,400,0.0,0.0,1.0,0.23749999701976776,1.0,,,,,0
projector-step50,layer_17_assistant,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2800000011920929,1.0,,,,,0
projector-step50,layer_17_assistant,patch_permutation,400,0.75,0.7663412690162659,0.75,0.2224999964237213,1.0,,,,,0
projector-step50,layer_17_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.2521449994146824,0.20999999344348907,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_17_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_17_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_17_image_mean,patch_permutation,400,1.0,1.0,1.0,0.35499998927116394,1.0,,,,,0
projector-step50,layer_18_assistant,vision,400,1.0,1.0,1.0,0.2849999964237213,1.0,0.2523249996677041,0.20749999582767487,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_18_assistant,paired_counterfactual_image,400,0.0,0.0,1.0,0.25999999046325684,1.0,,,,,0
projector-step50,layer_18_assistant,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2874999940395355,1.0,,,,,0
projector-step50,layer_18_assistant,patch_permutation,400,0.8549999594688416,0.8728070259094238,0.8549999594688416,0.2849999964237213,1.0,,,,,0
projector-step50,layer_18_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.25291124951839444,0.20749999582767487,0.30000001192092896,0.0004997501249375312,2000
projector-step50,layer_18_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_18_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_18_image_mean,patch_permutation,400,1.0,1.0,1.0,0.35499998927116394,1.0,,,,,0
projector-step50,layer_19_assistant,vision,400,0.8700000047683716,0.8859649300575256,0.8700000047683716,0.0,1.0,0.24624999944865703,0.20499999821186066,0.2874999940395355,0.0004997501249375312,2000
projector-step50,layer_19_assistant,paired_counterfactual_image,400,0.04999999701976776,0.05376344174146652,0.8700000047683716,0.32499998807907104,1.0,,,,,0
projector-step50,layer_19_assistant,shuffled_image,400,0.22999998927116394,0.23410570621490479,0.8700000047683716,0.22499999403953552,1.0,,,,,0
projector-step50,layer_19_assistant,patch_permutation,400,0.6825000047683716,0.7140350937843323,0.6825000047683716,0.0024999999441206455,1.0,,,,,0
projector-step50,layer_19_image_mean,vision,400,1.0,1.0,1.0,0.3024999797344208,1.0,0.2527574996352196,0.20749999582767487,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_19_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.23250000178813934,1.0,,,,,0
projector-step50,layer_19_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2549999952316284,1.0,,,,,0
projector-step50,layer_19_image_mean,patch_permutation,400,1.0,1.0,1.0,0.3375000059604645,1.0,,,,,0
projector-step50,layer_20_assistant,vision,400,0.7149999737739563,0.75,0.7149999737739563,0.1550000011920929,1.0,0.23789999975264073,0.20000000298023224,0.2800000011920929,0.0004997501249375312,2000
projector-step50,layer_20_assistant,paired_counterfactual_image,400,0.10749999433755875,0.11559139937162399,0.7149999737739563,0.27250000834465027,1.0,,,,,0
projector-step50,layer_20_assistant,shuffled_image,400,0.21249999105930328,0.22519229352474213,0.7149999737739563,0.2524999976158142,1.0,,,,,0
projector-step50,layer_20_assistant,patch_permutation,400,0.6775000095367432,0.7105263471603394,0.6775000095367432,0.03999999910593033,1.0,,,,,0
projector-step50,layer_20_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.2538362496867776,0.20993749350309374,0.30000001192092896,0.0004997501249375312,2000
projector-step50,layer_20_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_20_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_20_image_mean,patch_permutation,400,1.0,1.0,1.0,0.3349999785423279,1.0,,,,,0
projector-step50,layer_21_assistant,vision,400,1.0,1.0,1.0,0.21249999105930328,1.0,0.2531274996101856,0.20993749350309374,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_21_assistant,paired_counterfactual_image,400,0.0,0.0,1.0,0.23250000178813934,1.0,,,,,0
projector-step50,layer_21_assistant,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.25999999046325684,1.0,,,,,0
projector-step50,layer_21_assistant,patch_permutation,400,0.75,0.7793859839439392,0.75,0.04999999701976776,1.0,,,,,0
projector-step50,layer_21_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.25306124933063984,0.20999999344348907,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_21_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_21_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_21_image_mean,patch_permutation,400,1.0,1.0,1.0,0.3799999952316284,1.0,,,,,0
projector-step50,layer_22_assistant,vision,400,0.9375,0.9451754093170166,0.9375,0.4449999928474426,1.0,0.2499624995663762,0.20499999821186066,0.29499998688697815,0.0004997501249375312,2000
projector-step50,layer_22_assistant,paired_counterfactual_image,400,0.027499999850988388,0.029569892212748528,0.9375,0.1525000035762787,1.0,,,,,0
projector-step50,layer_22_assistant,shuffled_image,400,0.23499999940395355,0.23453016579151154,0.9375,0.2524999976158142,1.0,,,,,0
projector-step50,layer_22_assistant,patch_permutation,400,0.7074999809265137,0.738596498966217,0.7074999809265137,0.2449999898672104,1.0,,,,,0
projector-step50,layer_22_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.2525099993869662,0.20749999582767487,0.29499998688697815,0.0004997501249375312,2000
projector-step50,layer_22_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_22_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_22_image_mean,patch_permutation,400,1.0,1.0,1.0,0.3725000023841858,1.0,,,,,0
projector-step50,layer_23_assistant,vision,400,1.0,1.0,1.0,0.07499999552965164,1.0,0.2527899992763996,0.20999999344348907,0.29750001430511475,0.0004997501249375312,2000
projector-step50,layer_23_assistant,paired_counterfactual_image,400,0.0,0.0,1.0,0.2574999928474426,1.0,,,,,0
projector-step50,layer_23_assistant,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.23999999463558197,1.0,,,,,0
projector-step50,layer_23_assistant,patch_permutation,400,0.9174999594688416,0.9276316165924072,0.9174999594688416,0.044999998062849045,1.0,,,,,0
projector-step50,layer_23_image_mean,vision,400,1.0,1.0,1.0,0.35749998688697815,1.0,0.25368499936163424,0.20749999582767487,0.30000001192092896,0.0004997501249375312,2000
projector-step50,layer_23_image_mean,paired_counterfactual_image,400,0.0,0.0,1.0,0.20999999344348907,1.0,,,,,0
projector-step50,layer_23_image_mean,shuffled_image,400,0.23749999701976776,0.23424719274044037,1.0,0.2449999898672104,1.0,,,,,0
projector-step50,layer_23_image_mean,patch_permutation,400,1.0,1.0,1.0,0.4699999988079071,1.0,,,,,0
projector-step50,layer_24_assistant,vision,400,0.9375,0.9451754093170166,0.9375,0.2849999964237213,1.0,0.24906624926626683,0.20499999821186066,0.29249998927116394,0.0004997501249375312,2000
