family,modality,metric,state_a,condition_a,state_b,condition_b,task,denominator,sum_a,sum_b,mean_a,mean_b,mean_gap,a_only_better,b_only_better,equal,ci95_low,ci95_high,bootstrap_samples,seed
stratified_minus_global,preference,mean_margin,stratified-step25,vision,global-step25,vision,coordinate,200,19.20315980911255,22.735554218292236,0.09601579904556275,0.11367777109146118,-0.017661972045898436,67,117,16,-0.02665718048810959,-0.008373799920082092,2000,20260846
stratified_minus_start,preference,mean_margin,stratified-step25,vision,frozen-base,vision,coordinate,200,19.20315980911255,13.514987170696259,0.09601579904556275,0.06757493585348129,0.02844086319208145,148,41,11,0.022823620438575744,0.03411922723054886,2000,20260847
global_minus_start,preference,mean_margin,global-step25,vision,frozen-base,vision,coordinate,200,22.735554218292236,13.514987170696259,0.11367777109146118,0.06757493585348129,0.04610283523797989,136,53,11,0.03577237665653229,0.05681654751300812,2000,20260848
stratified_minus_global,preference,paired_preference,stratified-step25,vision,global-step25,vision,count,200,55.0,61.0,0.275,0.305,-0.03,13,19,168,-0.085,0.025,2000,20260849
stratified_minus_start,preference,paired_preference,stratified-step25,vision,frozen-base,vision,count,200,55.0,23.0,0.275,0.115,0.16,38,6,156,0.1,0.225,2000,20260850
global_minus_start,preference,paired_preference,global-step25,vision,frozen-base,vision,count,200,61.0,23.0,0.305,0.115,0.19,44,6,150,0.125,0.255,2000,20260851
stratified_minus_global,preference,sample_preference,stratified-step25,vision,global-step25,vision,count,200,118.0,119.0,0.59,0.595,-0.005,23,25,152,-0.04,0.0325,2000,20260852
stratified_minus_start,preference,sample_preference,stratified-step25,vision,frozen-base,vision,count,200,118.0,104.0,0.59,0.52,0.07,49,21,130,0.03,0.11,2000,20260853
global_minus_start,preference,sample_preference,global-step25,vision,frozen-base,vision,count,200,119.0,104.0,0.595,0.52,0.075,50,20,130,0.035,0.115,2000,20260854
stratified_minus_global,preference,mean_margin,stratified-step25,vision,global-step25,vision,count,200,17.93750110268593,18.843749463558197,0.08968750551342965,0.09421874731779098,-0.004531241804361343,110,66,24,-0.016718744188547133,0.00656250923871994,2000,20260855
stratified_minus_start,preference,mean_margin,stratified-step25,vision,frozen-base,vision,count,200,17.93750110268593,7.2187501192092896,0.08968750551342965,0.03609375059604645,0.05359375491738319,151,40,9,0.040468754768371584,0.06671875342726707,2000,20260856
global_minus_start,preference,mean_margin,global-step25,vision,frozen-base,vision,count,200,18.843749463558197,7.2187501192092896,0.09421874731779098,0.03609375059604645,0.05812499672174454,147,25,28,0.04812499612569809,0.06828124552965165,2000,20260857
stratified_minus_global,preference,paired_preference,stratified-step25,vision,global-step25,vision,ocr,200,21.0,24.0,0.105,0.12,-0.015,13,16,171,-0.07,0.035,2000,20260858
stratified_minus_start,preference,paired_preference,stratified-step25,vision,frozen-base,vision,ocr,200,21.0,27.0,0.105,0.135,-0.03,9,15,176,-0.075,0.015,2000,20260859
global_minus_start,preference,paired_preference,global-step25,vision,frozen-base,vision,ocr,200,24.0,27.0,0.12,0.135,-0.015,5,8,187,-0.05,0.02,2000,20260860
stratified_minus_global,preference,sample_preference,stratified-step25,vision,global-step25,vision,ocr,200,110.0,112.0,0.55,0.56,-0.01,13,17,170,-0.0375,0.0175,2000,20260861
stratified_minus_start,preference,sample_preference,stratified-step25,vision,frozen-base,vision,ocr,200,110.0,113.5,0.55,0.5675,-0.0175,9,16,175,-0.0425,0.0075,2000,20260862
global_minus_start,preference,sample_preference,global-step25,vision,frozen-base,vision,ocr,200,112.0,113.5,0.56,0.5675,-0.0075,5,8,187,-0.025,0.01,2000,20260863
stratified_minus_global,preference,mean_margin,stratified-step25,vision,global-step25,vision,ocr,200,71.22232532841818,87.88525083178565,0.3561116266420909,0.4394262541589283,-0.08331462751683734,71,129,0,-0.10719932190009523,-0.059972524103664215,2000,20260864
stratified_minus_start,preference,mean_margin,stratified-step25,vision,frozen-base,vision,ocr,200,71.22232532841818,81.32784403732845,0.3561116266420909,0.4066392201866422,-0.050527593544551316,76,124,0,-0.07047123535474141,-0.031992884669985115,2000,20260865
global_minus_start,preference,mean_margin,global-step25,vision,frozen-base,vision,ocr,200,87.88525083178565,81.32784403732845,0.4394262541589283,0.4066392201866422,0.03278703397228602,117,83,0,0.016332791981242913,0.04959106416929331,2000,20260866
stratified_minus_global,preference,paired_preference,stratified-step25,vision,global-step25,vision,shape,200,109.0,119.0,0.545,0.595,-0.05,0,10,190,-0.08,-0.02,2000,20260867
stratified_minus_start,preference,paired_preference,stratified-step25,vision,frozen-base,vision,shape,200,109.0,112.0,0.545,0.56,-0.015,39,42,119,-0.1,0.065,2000,20260868
global_minus_start,preference,paired_preference,global-step25,vision,frozen-base,vision,shape,200,119.0,112.0,0.595,0.56,0.035,43,36,121,-0.05,0.12,2000,20260869
stratified_minus_global,preference,sample_preference,stratified-step25,vision,global-step25,vision,shape,200,154.5,159.5,0.7725,0.7975,-0.025,0,10,190,-0.04,-0.01,2000,20260870
stratified_minus_start,preference,sample_preference,stratified-step25,vision,frozen-base,vision,shape,200,154.5,156.0,0.7725,0.78,-0.0075,39,42,119,-0.0525,0.0375,2000,20260871
global_minus_start,preference,sample_preference,global-step25,vision,frozen-base,vision,shape,200,159.5,156.0,0.7975,0.78,0.0175,43,36,121,-0.0275,0.06,2000,20260872
stratified_minus_global,preference,mean_margin,stratified-step25,vision,global-step25,vision,shape,200,691.2187508419156,609.5937484651804,3.456093754209578,3.047968742325902,0.40812501188367606,111,89,0,0.30031252425163985,0.5167187551409006,2000,20260873
stratified_minus_start,preference,mean_margin,stratified-step25,vision,frozen-base,vision,shape,200,691.2187508419156,887.484380017966,3.456093754209578,4.43742190008983,-0.9813281458802521,33,167,0,-1.1589062737859785,-0.8136718902178108,2000,20260874
global_minus_start,preference,mean_margin,global-step25,vision,frozen-base,vision,shape,200,609.5937484651804,887.484380017966,3.047968742325902,4.43742190008983,-1.3894531577639282,25,175,0,-1.620078171528876,-1.1617187856230884,2000,20260875
stratified_minus_global,preference,paired_preference,stratified-step25,vision,global-step25,vision,spatial,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0,0.0,2000,20260876
stratified_minus_start,preference,paired_preference,stratified-step25,vision,frozen-base,vision,spatial,200,0.0,50.0,0.0,0.25,-0.25,0,50,150,-0.31,-0.19,2000,20260877
global_minus_start,preference,paired_preference,global-step25,vision,frozen-base,vision,spatial,200,0.0,50.0,0.0,0.25,-0.25,0,50,150,-0.31,-0.19,2000,20260878
stratified_minus_global,preference,sample_preference,stratified-step25,vision,global-step25,vision,spatial,200,100.0,100.0,0.5,0.5,0.0,0,0,200,0.0,0.0,2000,20260879
stratified_minus_start,preference,sample_preference,stratified-step25,vision,frozen-base,vision,spatial,200,100.0,125.0,0.5,0.625,-0.125,0,50,150,-0.1575,-0.095,2000,20260880
global_minus_start,preference,sample_preference,global-step25,vision,frozen-base,vision,spatial,200,100.0,125.0,0.5,0.625,-0.125,0,50,150,-0.155,-0.095,2000,20260881
stratified_minus_global,preference,mean_margin,stratified-step25,vision,global-step25,vision,spatial,200,31.191370636224747,43.204329162836075,0.15595685318112373,0.21602164581418037,-0.06006479263305664,50,150,0,-0.07257294192910195,-0.047702754661440847,2000,20260882
stratified_minus_start,preference,mean_margin,stratified-step25,vision,frozen-base,vision,spatial,200,31.191370636224747,28.142525628209114,0.15595685318112373,0.14071262814104557,0.015244225040078163,150,50,0,0.007492651827633381,0.022073528692126275,2000,20260883
global_minus_start,preference,mean_margin,global-step25,vision,frozen-base,vision,spatial,200,43.204329162836075,28.142525628209114,0.21602164581418037,0.14071262814104557,0.0753090176731348,150,50,0,0.06750200349837542,0.08322867151349783,2000,20260884
stratified_minus_global,generation,generation_paired,stratified-step25,vision,global-step25,vision,overall,300,11.0,4.0,0.03666666666666667,0.013333333333333334,0.023333333333333334,7,0,293,0.006666666666666667,0.043333333333333335,2000,20260885
stratified_minus_start,generation,generation_paired,stratified-step25,vision,frozen-base,vision,overall,300,11.0,19.0,0.03666666666666667,0.06333333333333334,-0.02666666666666667,11,19,270,-0.06,0.006666666666666667,2000,20260886
global_minus_start,generation,generation_paired,global-step25,vision,frozen-base,vision,overall,300,4.0,19.0,0.013333333333333334,0.06333333333333334,-0.05,4,19,277,-0.08,-0.02,2000,20260887
stratified_minus_global,generation,generation_sample,stratified-step25,vision,global-step25,vision,overall,300,58.0,46.0,0.19333333333333333,0.15333333333333332,0.04,24,0,276,0.025,0.056666666666666664,2000,20260888
stratified_minus_start,generation,generation_sample,stratified-step25,vision,frozen-base,vision,overall,300,58.0,63.5,0.19333333333333333,0.21166666666666667,-0.018333333333333333,31,45,224,-0.05,0.011666666666666667,2000,20260889
global_minus_start,generation,generation_sample,global-step25,vision,frozen-base,vision,overall,300,46.0,63.5,0.15333333333333332,0.21166666666666667,-0.058333333333333334,19,51,230,-0.08833333333333333,-0.028333333333333332,2000,20260890
stratified_minus_global,generation,prediction_flip,stratified-step25,vision,global-step25,vision,overall,300,137.0,129.0,0.45666666666666667,0.43,0.02666666666666667,38,30,232,-0.03,0.08,2000,20260891
stratified_minus_start,generation,prediction_flip,stratified-step25,vision,frozen-base,vision,overall,300,137.0,111.0,0.45666666666666667,0.37,0.08666666666666667,67,41,192,0.02,0.15333333333333332,2000,20260892
global_minus_start,generation,prediction_flip,global-step25,vision,frozen-base,vision,overall,300,129.0,111.0,0.43,0.37,0.06,58,40,202,-0.0033333333333333335,0.12333333333333334,2000,20260893
stratified_minus_global,generation,generation_paired,stratified-step25,vision,global-step25,vision,color,50,1.0,0.0,0.02,0.0,0.02,1,0,49,0.0,0.06,2000,20260894
stratified_minus_start,generation,generation_paired,stratified-step25,vision,frozen-base,vision,color,50,1.0,0.0,0.02,0.0,0.02,1,0,49,0.0,0.06,2000,20260895
global_minus_start,generation,generation_paired,global-step25,vision,frozen-base,vision,color,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260896
stratified_minus_global,generation,generation_sample,stratified-step25,vision,global-step25,vision,color,50,6.5,5.0,0.13,0.1,0.03,3,0,47,0.0,0.07,2000,20260897
stratified_minus_start,generation,generation_sample,stratified-step25,vision,frozen-base,vision,color,50,6.5,3.0,0.13,0.06,0.07,11,5,34,-0.01,0.15,2000,20260898
global_minus_start,generation,generation_sample,global-step25,vision,frozen-base,vision,color,50,5.0,3.0,0.1,0.06,0.04,9,5,36,-0.03,0.11,2000,20260899
stratified_minus_global,generation,prediction_flip,stratified-step25,vision,global-step25,vision,color,50,17.0,27.0,0.34,0.54,-0.2,6,16,28,-0.36,-0.02,2000,20260900
stratified_minus_start,generation,prediction_flip,stratified-step25,vision,frozen-base,vision,color,50,17.0,11.0,0.34,0.22,0.12,13,7,30,-0.06,0.3,2000,20260901
global_minus_start,generation,prediction_flip,global-step25,vision,frozen-base,vision,color,50,27.0,11.0,0.54,0.22,0.32,22,6,22,0.14,0.5,2000,20260902
stratified_minus_global,generation,generation_paired,stratified-step25,vision,global-step25,vision,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260903
stratified_minus_start,generation,generation_paired,stratified-step25,vision,frozen-base,vision,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260904
global_minus_start,generation,generation_paired,global-step25,vision,frozen-base,vision,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260905
stratified_minus_global,generation,generation_sample,stratified-step25,vision,global-step25,vision,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260906
stratified_minus_start,generation,generation_sample,stratified-step25,vision,frozen-base,vision,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260907
global_minus_start,generation,generation_sample,global-step25,vision,frozen-base,vision,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260908
stratified_minus_global,generation,prediction_flip,stratified-step25,vision,global-step25,vision,coordinate,50,13.0,0.0,0.26,0.0,0.26,13,0,37,0.14,0.38,2000,20260909
stratified_minus_start,generation,prediction_flip,stratified-step25,vision,frozen-base,vision,coordinate,50,13.0,0.0,0.26,0.0,0.26,13,0,37,0.14,0.38,2000,20260910
global_minus_start,generation,prediction_flip,global-step25,vision,frozen-base,vision,coordinate,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260911
stratified_minus_global,generation,generation_paired,stratified-step25,vision,global-step25,vision,count,50,2.0,0.0,0.04,0.0,0.04,2,0,48,0.0,0.1,2000,20260912
stratified_minus_start,generation,generation_paired,stratified-step25,vision,frozen-base,vision,count,50,2.0,0.0,0.04,0.0,0.04,2,0,48,0.0,0.1,2000,20260913
global_minus_start,generation,generation_paired,global-step25,vision,frozen-base,vision,count,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260914
stratified_minus_global,generation,generation_sample,stratified-step25,vision,global-step25,vision,count,50,6.0,2.0,0.12,0.04,0.08,8,0,42,0.03,0.13,2000,20260915
stratified_minus_start,generation,generation_sample,stratified-step25,vision,frozen-base,vision,count,50,6.0,4.0,0.12,0.08,0.04,9,7,34,-0.05,0.14,2000,20260916
global_minus_start,generation,generation_sample,global-step25,vision,frozen-base,vision,count,50,2.0,4.0,0.04,0.08,-0.04,3,7,40,-0.1,0.02,2000,20260917
stratified_minus_global,generation,prediction_flip,stratified-step25,vision,global-step25,vision,count,50,36.0,28.0,0.72,0.56,0.16,10,2,38,0.04,0.28,2000,20260918
stratified_minus_start,generation,prediction_flip,stratified-step25,vision,frozen-base,vision,count,50,36.0,15.0,0.72,0.3,0.42,22,1,27,0.28,0.56,2000,20260919
global_minus_start,generation,prediction_flip,global-step25,vision,frozen-base,vision,count,50,28.0,15.0,0.56,0.3,0.26,15,2,33,0.1,0.4,2000,20260920
stratified_minus_global,generation,generation_paired,stratified-step25,vision,global-step25,vision,ocr,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260921
stratified_minus_start,generation,generation_paired,stratified-step25,vision,frozen-base,vision,ocr,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260922
global_minus_start,generation,generation_paired,global-step25,vision,frozen-base,vision,ocr,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260923
stratified_minus_global,generation,generation_sample,stratified-step25,vision,global-step25,vision,ocr,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260924
stratified_minus_start,generation,generation_sample,stratified-step25,vision,frozen-base,vision,ocr,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260925
global_minus_start,generation,generation_sample,global-step25,vision,frozen-base,vision,ocr,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260926
stratified_minus_global,generation,prediction_flip,stratified-step25,vision,global-step25,vision,ocr,50,45.0,40.0,0.9,0.8,0.1,9,4,37,-0.04,0.24,2000,20260927
stratified_minus_start,generation,prediction_flip,stratified-step25,vision,frozen-base,vision,ocr,50,45.0,38.0,0.9,0.76,0.14,11,4,35,0.0,0.28,2000,20260928
global_minus_start,generation,prediction_flip,global-step25,vision,frozen-base,vision,ocr,50,40.0,38.0,0.8,0.76,0.04,8,6,36,-0.1,0.18,2000,20260929
stratified_minus_global,generation,generation_paired,stratified-step25,vision,global-step25,vision,shape,50,8.0,4.0,0.16,0.08,0.08,4,0,46,0.02,0.16,2000,20260930
stratified_minus_start,generation,generation_paired,stratified-step25,vision,frozen-base,vision,shape,50,8.0,8.0,0.16,0.16,0.0,8,8,34,-0.16,0.14,2000,20260931
global_minus_start,generation,generation_paired,global-step25,vision,frozen-base,vision,shape,50,4.0,8.0,0.08,0.16,-0.08,4,8,38,-0.22,0.06,2000,20260932
stratified_minus_global,generation,generation_sample,stratified-step25,vision,global-step25,vision,shape,50,20.5,14.0,0.41,0.28,0.13,13,0,37,0.07,0.19,2000,20260933
stratified_minus_start,generation,generation_sample,stratified-step25,vision,frozen-base,vision,shape,50,20.5,26.0,0.41,0.52,-0.11,11,22,17,-0.22,0.0,2000,20260934
global_minus_start,generation,generation_sample,global-step25,vision,frozen-base,vision,shape,50,14.0,26.0,0.28,0.52,-0.24,7,28,15,-0.35,-0.13,2000,20260935
stratified_minus_global,generation,prediction_flip,stratified-step25,vision,global-step25,vision,shape,50,26.0,34.0,0.52,0.68,-0.16,0,8,42,-0.26,-0.06,2000,20260936
stratified_minus_start,generation,prediction_flip,stratified-step25,vision,frozen-base,vision,shape,50,26.0,36.0,0.52,0.72,-0.2,8,18,24,-0.4,0.0,2000,20260937
global_minus_start,generation,prediction_flip,global-step25,vision,frozen-base,vision,shape,50,34.0,36.0,0.68,0.72,-0.04,13,15,22,-0.24,0.16,2000,20260938
stratified_minus_global,generation,generation_paired,stratified-step25,vision,global-step25,vision,spatial,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260939
stratified_minus_start,generation,generation_paired,stratified-step25,vision,frozen-base,vision,spatial,50,0.0,11.0,0.0,0.22,-0.22,0,11,39,-0.34,-0.1,2000,20260940
global_minus_start,generation,generation_paired,global-step25,vision,frozen-base,vision,spatial,50,0.0,11.0,0.0,0.22,-0.22,0,11,39,-0.34,-0.1,2000,20260941
stratified_minus_global,generation,generation_sample,stratified-step25,vision,global-step25,vision,spatial,50,25.0,25.0,0.5,0.5,0.0,0,0,50,0.0,0.0,2000,20260942
stratified_minus_start,generation,generation_sample,stratified-step25,vision,frozen-base,vision,spatial,50,25.0,30.5,0.5,0.61,-0.11,0,11,39,-0.17,-0.05,2000,20260943
global_minus_start,generation,generation_sample,global-step25,vision,frozen-base,vision,spatial,50,25.0,30.5,0.5,0.61,-0.11,0,11,39,-0.17,-0.06,2000,20260944
stratified_minus_global,generation,prediction_flip,stratified-step25,vision,global-step25,vision,spatial,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,2000,20260945
stratified_minus_start,generation,prediction_flip,stratified-step25,vision,frozen-base,vision,spatial,50,0.0,11.0,0.0,0.22,-0.22,0,11,39,-0.34,-0.12,2000,20260946
global_minus_start,generation,prediction_flip,global-step25,vision,frozen-base,vision,spatial,50,0.0,11.0,0.0,0.22,-0.22,0,11,39,-0.34,-0.1,2000,20260947
stratified_minus_global,preference,paired_preference,stratified-step50,vision,global-step50,vision,overall,1200,614.0,467.0,0.5116666666666667,0.38916666666666666,0.1225,257,110,833,0.09166666666666666,0.15333333333333332,2000,20260948
stratified_minus_start,preference,paired_preference,stratified-step50,vision,frozen-base,vision,overall,1200,614.0,269.0,0.5116666666666667,0.22416666666666665,0.2875,365,20,815,0.25916666666666666,0.31583333333333335,2000,20260949
global_minus_start,preference,paired_preference,global-step50,vision,frozen-base,vision,overall,1200,467.0,269.0,0.38916666666666666,0.22416666666666665,0.165,279,81,840,0.13333333333333333,0.19583333333333333,2000,20260950
stratified_minus_global,preference,sample_preference,stratified-step50,vision,global-step50,vision,overall,1200,902.5,832.0,0.7520833333333333,0.6933333333333334,0.05875,260,119,821,0.042083333333333334,0.07416666666666667,2000,20260951
stratified_minus_start,preference,sample_preference,stratified-step50,vision,frozen-base,vision,overall,1200,902.5,727.0,0.7520833333333333,0.6058333333333333,0.14625,374,29,797,0.13125,0.16041666666666668,2000,20260952
global_minus_start,preference,sample_preference,global-step50,vision,frozen-base,vision,overall,1200,832.0,727.0,0.6933333333333334,0.6058333333333333,0.0875,292,84,824,0.07208333333333333,0.10333333333333333,2000,20260953
stratified_minus_global,preference,mean_margin,stratified-step50,vision,global-step50,vision,overall,1200,2149.647017187236,1661.1119969508566,1.7913725143226968,1.384259997459047,0.40711251686364947,862,326,12,0.34127036571819036,0.4738556729335835,2000,20260954
stratified_minus_start,preference,mean_margin,stratified-step50,vision,frozen-base,vision,overall,1200,2149.647017187236,1144.4697406688972,1.7913725143226968,0.9537247838907477,0.8376477304319491,1119,77,4,0.7837383828337882,0.8893998197504395,2000,20260955
global_minus_start,preference,mean_margin,global-step50,vision,frozen-base,vision,overall,1200,1661.1119969508566,1144.4697406688972,1.384259997459047,0.9537247838907477,0.43053521356829955,900,292,8,0.3636304697544418,0.4943080787942227,2000,20260956
stratified_minus_global,preference,paired_preference,stratified-step50,vision,global-step50,vision,color,200,127.0,135.0,0.635,0.675,-0.04,23,31,146,-0.115,0.035,2000,20260957
stratified_minus_start,preference,paired_preference,stratified-step50,vision,frozen-base,vision,color,200,127.0,46.0,0.635,0.23,0.405,82,1,117,0.335,0.475,2000,20260958
global_minus_start,preference,paired_preference,global-step50,vision,frozen-base,vision,color,200,135.0,46.0,0.675,0.23,0.445,93,4,103,0.365,0.52,2000,20260959
stratified_minus_global,preference,sample_preference,stratified-step50,vision,global-step50,vision,color,200,163.5,167.5,0.8175,0.8375,-0.02,23,31,146,-0.0575,0.0175,2000,20260960
stratified_minus_start,preference,sample_preference,stratified-step50,vision,frozen-base,vision,color,200,163.5,123.0,0.8175,0.615,0.2025,82,1,117,0.1675,0.2375,2000,20260961
global_minus_start,preference,sample_preference,global-step50,vision,frozen-base,vision,color,200,167.5,123.0,0.8375,0.615,0.2225,93,4,103,0.1875,0.2575,2000,20260962
stratified_minus_global,preference,mean_margin,stratified-step50,vision,global-step50,vision,color,200,429.812499769032,466.09375120699406,2.14906249884516,2.3304687560349704,-0.18140625718981027,104,96,0,-0.28609375927597286,-0.08750000055879355,2000,20260963
stratified_minus_start,preference,mean_margin,stratified-step50,vision,frozen-base,vision,color,200,429.812499769032,126.78125369548798,2.14906249884516,0.6339062684774399,1.5151562303677202,200,0,0,1.3742187460511923,1.678906217329204,2000,20260964
global_minus_start,preference,mean_margin,global-step50,vision,frozen-base,vision,color,200,466.09375120699406,126.78125369548798,2.3304687560349704,0.6339062684774399,1.6965624875575305,193,7,0,1.4937500064074993,1.9199999822676181,2000,20260965
stratified_minus_global,preference,paired_preference,stratified-step50,vision,global-step50,vision,coordinate,200,83.0,38.0,0.415,0.19,0.225,50,5,145,0.165,0.29,2000,20260966
stratified_minus_start,preference,paired_preference,stratified-step50,vision,frozen-base,vision,coordinate,200,83.0,11.0,0.415,0.055,0.36,80,8,112,0.285,0.44,2000,20260967
global_minus_start,preference,paired_preference,global-step50,vision,frozen-base,vision,coordinate,200,38.0,11.0,0.19,0.055,0.135,35,8,157,0.075,0.2,2000,20260968
stratified_minus_global,preference,sample_preference,stratified-step50,vision,global-step50,vision,coordinate,200,141.5,119.0,0.7075,0.595,0.1125,50,5,145,0.0825,0.145,2000,20260969
stratified_minus_start,preference,sample_preference,stratified-step50,vision,frozen-base,vision,coordinate,200,141.5,105.5,0.7075,0.5275,0.18,80,8,112,0.1425,0.22,2000,20260970
global_minus_start,preference,sample_preference,global-step50,vision,frozen-base,vision,coordinate,200,119.0,105.5,0.595,0.5275,0.0675,35,8,157,0.035,0.0975,2000,20260971
